,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.4583769,-0.36799783,0.35136026,0.3735711,0.6523324,0.64586055,0.763603,-0.88921213,0.7979733,1.043732,0.91623753,0.93351406,0.906,0.6175243,0.81708544,0.3849879,0.867,0.801
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.6794729,-0.16082424,0.17955968,0.25440988,0.66205394,0.64084524,1.1234294,-0.3800491,0.4086365,0.7043407,0.93107396,0.9268807,0.25425425,0.9972414,0.998997,0.87309647,0.828,0.843
GnRH signaling pathway Homo sapiens hsa04912,0.45209587,-0.33373013,0.43350896,-0.23149818,0.66149247,0.6231886,0.7806651,-0.9318112,1.048212,-0.7485852,0.9633253,0.936457,0.98,0.60619974,0.371,0.88770866,0.805,0.935
Graft-versus-host disease Homo sapiens hsa05332,0.45688325,-0.5902905,0.47413853,-0.45050415,0.84055364,0.79726505,0.7277249,-1.13951,0.92666,-0.9091949,1.1332263,1.0940896,0.8623188,0.3168,0.6180401,0.5825243,0.1375502,0.22690763
HIF-1 signaling pathway Homo sapiens hsa04066,0.58425915,-0.26668137,0.37180677,-0.29593027,0.73221457,0.71917397,1.0191473,-0.755304,0.90533733,-0.9806985,1.0704312,1.0854659,0.422,0.8778539,0.754,0.49462366,0.036,0.019
HTLV-I infection Homo sapiens hsa05166,0.57048845,-0.36086643,0.48468682,-0.2559516,0.6791004,0.659757,1.0070585,-1.1157391,1.2133509,-0.9610171,1.007955,1.011227,0.47,0.23415133,0.01,0.5441795,0.379,0.306
Hedgehog signaling pathway Homo sapiens hsa04340,0.55685127,-0.30754176,0.51426965,-0.45172554,0.6678918,0.65366316,0.9489579,-0.7969158,1.2017654,-1.3307774,0.9581857,0.9651064,0.656,0.7754601,0.126,0.10627177,0.779,0.72
Hematopoietic cell lineage Homo sapiens hsa04640,0.51876867,-0.24742495,0.387721,-0.2581304,0.65224713,0.64044076,0.88861364,-0.64686316,0.91216266,-0.76561874,0.93690926,0.94778293,0.809,0.95533496,0.693,0.8330579,0.877,0.828
Hepatitis B Homo sapiens hsa05161,0.57950246,-0.27492166,0.43384007,0.28851455,0.66053003,0.6405487,1.013319,-0.8141447,1.0735041,1.1102381,0.97335875,0.97391164,0.438,0.8148547,0.269,0.23919308,0.786,0.771
Hepatitis C Homo sapiens hsa05160,0.62482166,-0.30658662,0.5093481,-0.28941646,0.67264724,0.62599576,1.0847261,-0.88867176,1.2401891,-0.9923808,0.9863606,0.94684225,0.165,0.67699116,0.021,0.48024315,0.632,0.931
Herpes simplex infection Homo sapiens hsa05168,0.5775843,-0.40659583,0.4531236,0.24363244,0.68200874,0.65289277,1.0116403,-1.2145387,1.1118928,0.9469069,1.0054122,0.9929235,0.446,0.13650794,0.145,0.60625,0.437,0.588
Hippo signaling pathway Homo sapiens hsa04390,0.62987405,-0.2884874,0.33484682,0.22430077,0.7057935,0.684141,1.1047952,-0.8544572,0.82203585,0.87488455,1.041915,1.0426528,0.105,0.7518558,0.951,0.8123077,0.084,0.088
Histidine metabolism Homo sapiens hsa00340,0.52092326,-0.4049715,0.6190242,-0.29213235,0.6933412,0.67755926,0.8659603,-0.92535824,1.3734715,-0.71885216,0.9646464,0.97007525,0.74,0.5897436,0.052953158,0.82255083,0.661,0.617
Homologous recombination Homo sapiens hsa03440,0.6142113,-0.385679,0.55143535,0.29088438,0.7148236,0.6863854,1.0273508,-0.92279273,1.2424557,0.8146302,1.0039824,0.9916063,0.44444445,0.5810277,0.13426854,0.75581396,0.453,0.521
Huntington's disease Homo sapiens hsa05016,0.5010475,-0.40337485,0.45930645,-0.26577616,0.6646617,0.64500415,0.8820945,-1.2166975,1.1412277,-0.98670864,0.98208857,0.9838526,0.937,0.117154814,0.068,0.46866098,0.739,0.71
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.5095136,-0.30100927,0.4340115,-0.18418437,0.68506277,0.6633834,0.87935865,-0.8506496,1.0463318,-0.5995572,1.0013006,0.9988505,0.876,0.737931,0.391,0.9917081,0.473,0.494
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.5531066,-0.389777,0.36295632,0.29750463,0.69558847,0.66841453,0.9439427,-0.9983825,0.8506857,0.9219705,0.9919514,0.9810726,0.653,0.48734176,0.7907908,0.5841584,0.543,0.593
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.5571991,-0.3390029,0.54580903,-0.2743328,0.65128255,0.62727565,0.96717274,-0.9521331,1.3226739,-0.88789994,0.95041484,0.9447746,0.632,0.54002255,0.002,0.6562986,0.89,0.898
Influenza A Homo sapiens hsa05164,0.5704247,-0.44863656,0.47673506,-0.28020188,0.63214123,0.6138509,0.9946736,-1.3067017,1.1751425,-0.97331023,0.92993444,0.93126845,0.541,0.06870229,0.065,0.5014663,0.977,0.981
Inositol phosphate metabolism Homo sapiens hsa00562,0.66899806,-0.2718058,0.5172651,0.2430068,0.62299705,0.6141404,1.1556314,-0.75020444,1.2412808,0.8319562,0.9057543,0.9212809,0.079,0.86319613,0.058,0.8005698,0.983,0.956
Insulin resistance Homo sapiens hsa04931,0.58609176,-0.20262337,0.3911112,0.24579476,0.65708816,0.63869995,1.0153126,-0.5771431,0.9513453,0.9069463,0.96142566,0.96403784,0.446,0.99662924,0.675,0.6798867,0.839,0.799
Insulin secretion Homo sapiens hsa04911,0.59598833,0.25813228,0.45302022,-0.18347168,0.68698865,0.67437184,1.031714,0.91666925,1.0858525,-0.58555496,0.99688613,1.0086938,0.403,0.6165413,0.295,0.9899833,0.518,0.413
Insulin signaling pathway Homo sapiens hsa04910,0.57818806,-0.24975932,0.41419268,-0.2207574,0.6691324,0.64870346,1.0109545,-0.7394371,1.0277389,-0.77239084,0.98466027,0.9845768,0.461,0.90162164,0.42,0.8962406,0.672,0.66
Intestinal immune network for IgA production Homo sapiens hsa04672,0.67113364,-0.6146149,0.4942492,-0.4418206,0.7321541,0.70191693,1.1222155,-1.5007042,1.1227396,-1.1593348,1.0332236,1.0174059,0.236,0.04067321,0.30591774,0.26548672,0.306,0.38
Jak-STAT signaling pathway Homo sapiens hsa04630,0.545261,-0.26028728,0.4286865,-0.31790754,0.68989444,0.66307473,0.953604,-0.76021767,1.0563736,-1.0846088,1.0111804,1.0022798,0.692,0.87969095,0.324,0.3062787,0.349,0.463
Legionellosis Homo sapiens hsa05134,0.65563893,-0.45986274,0.3835701,-0.36992517,0.7003136,0.68883514,1.1217628,-1.1720302,0.8905003,-1.0585731,0.99903107,1.014436,0.205,0.2434128,0.7207207,0.37878788,0.467,0.372
Leishmaniasis Homo sapiens hsa05140,0.5489274,-0.40013182,0.35481083,-0.25713968,0.64729285,0.62185985,0.9374885,-1.0647819,0.8376695,-0.7687601,0.9314275,0.9219355,0.699,0.36057693,0.841,0.8435055,0.924,0.94
Leukocyte transendothelial migration Homo sapiens hsa04670,0.5246325,-0.23613319,0.34766316,0.25448784,0.67320985,0.65567726,0.90969396,-0.67301005,0.8435875,0.9396255,0.9867665,0.9912287,0.832,0.9468326,0.873,0.6080692,0.626,0.577
Linoleic acid metabolism Homo sapiens hsa00591,0.3875224,0.46155167,0.6686194,0.30364436,0.7053206,0.68654066,0.6299914,1.1128366,1.3917975,0.7200498,0.9634485,0.95965874,0.9614995,0.34055728,0.041493777,0.84382284,0.655,0.648
Long-term depression Homo sapiens hsa04730,0.61762863,-0.33087975,0.45991436,-0.4071788,0.6883342,0.64930254,1.0552197,-0.8816437,1.0816284,-1.2413929,0.9930573,0.9655786,0.331,0.6638856,0.313,0.15492958,0.529,0.739
Long-term potentiation Homo sapiens hsa04720,0.5954154,-0.32893032,0.46030268,-0.35536072,0.7715563,0.7418739,1.0247154,-0.90452325,1.1002442,-1.1008255,1.1155851,1.1042523,0.434,0.6203271,0.259,0.30441898,0.017,0.023
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.64326954,0.22949204,0.43352026,0.26833093,0.7078112,0.6875919,1.119605,0.8467627,1.0555315,0.97878003,1.0337638,1.0357533,0.131,0.7876106,0.344,0.46239555,0.198,0.198
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.66527903,0.2733609,0.4922629,0.23723355,0.67955846,0.6540083,1.151209,0.94456005,1.1847316,0.83143824,0.98502547,0.97622424,0.103,0.5302013,0.118,0.7903226,0.606,0.673
Lysine degradation Homo sapiens hsa00310,0.5143215,-0.48850173,0.43546352,0.18683039,0.7103565,0.70199734,0.8766231,-1.2530639,1.0257899,0.5747724,1.0166891,1.034316,0.809,0.16816431,0.473,0.9878641,0.352,0.261
Lysosome Homo sapiens hsa04142,0.60587084,-0.38252681,0.47822618,-0.3309879,0.6683351,0.6504353,1.0551052,-1.1171851,1.1750156,-1.1457288,0.9820284,0.9858754,0.271,0.28587195,0.076,0.2189781,0.699,0.629
MAPK signaling pathway Homo sapiens hsa04010,0.54452395,-0.29690638,0.39442846,0.2257651,0.68426114,0.65809417,0.95996195,-0.91019166,0.9846282,0.94148487,1.0163869,1.0094374,0.736,0.70751804,0.581,0.65505224,0.244,0.34
Malaria Homo sapiens hsa05144,0.6792329,-0.5175193,0.5651044,-0.29789644,0.70568675,0.6948099,1.1364877,-1.2520813,1.2779495,-0.7890271,0.9964514,1.0090231,0.197,0.17912371,0.090817355,0.76740235,0.493,0.428
Maturity onset diabetes of the young Homo sapiens hsa04950,0.85191876,-0.5652037,0.6040164,-0.60867286,0.66422457,0.6446225,1.4128275,-1.2744212,1.3273302,-1.5404915,0.92467296,0.9198337,0.006012024,0.15244755,0.074413866,0.036777582,0.804,0.809
Measles Homo sapiens hsa05162,0.61124986,-0.34153104,0.44133005,-0.24687722,0.7041123,0.67353994,1.0668317,-0.98429,1.0739717,-0.83318657,1.0315161,1.0185606,0.25,0.50782996,0.288,0.775,0.199,0.304
Melanogenesis Homo sapiens hsa04916,0.54717374,-0.23081909,0.4353481,-0.32690093,0.71125823,0.67853874,0.9528914,-0.65299034,1.0589129,-1.1003414,1.0408647,1.0241519,0.693,0.96118724,0.32,0.2836767,0.155,0.273
Melanoma Homo sapiens hsa05218,0.5877765,-0.27154824,0.47501895,-0.27781767,0.6810688,0.6605545,1.0126108,-0.75168854,1.1423011,-0.8960059,0.9911138,0.9904948,0.452,0.85255647,0.177,0.64903843,0.572,0.577
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.7585682,-0.35852984,0.46573776,0.3158198,0.77021194,0.7615884,1.2776793,-0.8957211,1.0753739,0.93347234,1.0936338,1.1128906,0.038,0.63239074,0.369,0.5755396,0.061,0.046
MicroRNAs in cancer Homo sapiens hsa05206,0.5471195,-0.26431078,0.35811582,0.23085073,0.66489416,0.64935726,0.9586626,-0.78880304,0.89064586,0.8995329,0.9820419,0.98954546,0.702,0.86247337,0.852,0.7293729,0.728,0.637
Mineral absorption Homo sapiens hsa04978,0.5481609,-0.48546073,0.39692953,-0.4835537,0.7522788,0.7283806,0.92984724,-1.2277673,0.9122047,-1.3731807,1.0698268,1.0647041,0.681,0.18734178,0.6886887,0.08139535,0.136,0.167
Mismatch repair Homo sapiens hsa03430,0.5825207,0.1756762,0.4177855,0.26623145,0.75926447,0.7369649,0.97091943,0.49472973,0.9347113,0.71013564,1.0622563,1.0601648,0.568,0.9834025,0.6234818,0.8773585,0.214,0.221
Morphine addiction Homo sapiens hsa05032,0.50208783,-0.25587648,0.43341038,0.2819286,0.67244637,0.6381085,0.8718553,-0.7164717,1.048017,1.0063424,0.97967494,0.958348,0.885,0.8882682,0.371,0.42937854,0.689,0.837
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.45962206,0.30217904,0.3917343,0.45788658,0.6686767,0.6293254,0.75823975,0.8506617,0.8646165,1.2287502,0.9299334,0.9009722,0.9089089,0.6782946,0.72497475,0.20697674,0.824,0.902
N-Glycan biosynthesis Homo sapiens hsa00510,0.49929893,0.41487116,0.3453135,0.41268444,0.77176154,0.7435775,0.85098046,1.4588218,0.82607234,1.3316171,1.1106282,1.1018171,0.878,0.04712042,0.8298298,0.082666665,0.017,0.037
NF-kappa B signaling pathway Homo sapiens hsa04064,0.562594,-0.23131035,0.23887792,0.29891503,0.6823327,0.64565015,0.9700835,-0.64928573,0.5725089,1.0347065,0.9949177,0.9706126,0.617,0.96523756,0.994,0.3846154,0.533,0.74
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.61284906,0.2476365,0.41081935,0.44806442,0.6991641,0.67240995,1.0401189,0.8086207,0.9478219,1.423258,0.99802285,0.99076784,0.403,0.75,0.6156156,0.0425,0.477,0.543
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.5852251,0.19640821,0.40225485,-0.28150126,0.6792707,0.66534096,1.0055236,0.6835616,0.96666855,-0.8762009,0.98647386,0.9967255,0.504,0.97727275,0.589,0.69158876,0.62,0.514
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.5078813,-0.375872,0.5336565,0.21961269,0.69853395,0.6790518,0.89299446,-1.1313026,1.3203033,0.8779463,1.0337478,1.0372957,0.919,0.23516949,0.0,0.82758623,0.134,0.113
Neurotrophin signaling pathway Homo sapiens hsa04722,0.59050375,-0.29833293,0.32775003,-0.31525657,0.6608079,0.63586116,1.028426,-0.8690092,0.8064702,-1.0892385,0.97222704,0.9647447,0.364,0.73859847,0.948,0.30389223,0.79,0.845
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.36185297,-0.33074877,0.3920718,-0.4695282,0.64317447,0.5830432,0.6046549,-0.759644,0.86887926,-1.1928414,0.90098286,0.84017605,0.99,0.80413795,0.7419028,0.23873122,0.912,0.981
Nicotine addiction Homo sapiens hsa05033,0.4819973,0.313377,0.44402832,0.4605913,0.673366,0.65451247,0.8137891,0.9891361,1.0218666,1.3814687,0.9579704,0.95849407,0.884,0.4398148,0.4774775,0.07875895,0.769,0.74
Nitrogen metabolism Homo sapiens hsa00910,0.46461883,0.36004394,0.39696896,0.4204487,0.78573865,0.7637999,0.76623285,0.9509283,0.8561135,1.0283453,1.0826838,1.0811348,0.87625754,0.5250836,0.72102565,0.43150684,0.178,0.175
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.53089553,-0.31330132,0.2813072,-0.26274297,0.6624105,0.6437829,0.93208534,-0.9307185,0.6933431,-0.94070464,0.9746315,0.97806895,0.792,0.6291892,0.997,0.57994187,0.783,0.75
Non-small cell lung cancer Homo sapiens hsa05223,0.5789552,-0.32708842,0.45836186,-0.38821676,0.73192716,0.69271475,0.99446535,-0.87906957,1.0969313,-1.1903167,1.0597501,1.0340903,0.525,0.68355995,0.284,0.21262458,0.104,0.234
Notch signaling pathway Homo sapiens hsa04330,0.5994572,0.27530384,0.44529173,0.35344082,0.74262685,0.7250286,1.0258929,0.93375033,1.0479003,1.137614,1.0683633,1.0771685,0.431,0.54545456,0.4124124,0.24875621,0.098,0.085
Nucleotide excision repair Homo sapiens hsa03420,0.5699149,-0.31617847,0.41429615,-0.22646911,0.80090547,0.7843109,0.9713133,-0.8223144,0.9723419,-0.6659154,1.1511248,1.1608654,0.582,0.7419753,0.5605606,0.9408784,0.008,0.007
Olfactory transduction Homo sapiens hsa04740,0.3516722,-0.3527731,0.50320053,-0.36685434,0.7199563,0.6904546,0.6022766,-0.94696707,1.1924502,-1.1063017,1.0397574,1.0273721,0.998,0.5503597,0.117,0.3072,0.194,0.275
One carbon pool by folate Homo sapiens hsa00670,0.57778937,-0.67743546,0.5303723,-0.42607227,0.66537195,0.6490226,0.94276935,-1.4580374,1.1390322,-1.0013493,0.91382986,0.9143816,0.6126761,0.05225989,0.2964876,0.48122868,0.826,0.809
Oocyte meiosis Homo sapiens hsa04114,0.5729229,-0.3805639,0.42023283,-0.23293339,0.66271895,0.64360875,0.99995136,-1.0967209,1.0213736,-0.78836256,0.9722376,0.9734055,0.505,0.3249453,0.449,0.8687023,0.775,0.735
Osteoclast differentiation Homo sapiens hsa04380,0.5391025,-0.3208865,0.42226785,-0.24671482,0.6612536,0.64167404,0.9356656,-0.92771775,1.034023,-0.833248,0.9700375,0.9703591,0.771,0.6099211,0.406,0.76,0.798,0.781
Other glycan degradation Homo sapiens hsa00511,0.7655427,-0.53702676,0.67886376,-0.6649851,0.697953,0.6657959,1.2385486,-1.0994592,1.409453,-1.4984611,0.94960004,0.9287543,0.1305668,0.34934497,0.05976521,0.043243244,0.69107324,0.7462387
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.70035726,-0.39080352,0.47004336,0.2468612,0.6979984,0.671383,1.1821821,-0.9429896,1.0694876,0.7148467,0.98660034,0.97603375,0.134,0.5552699,0.37424546,0.9046455,0.553,0.611
Ovarian steroidogenesis Homo sapiens hsa04913,0.60666037,0.34890145,0.61859787,0.15984447,0.65155053,0.62044173,1.0265896,1.1295984,1.4539245,0.5077046,0.9318386,0.91341054,0.439,0.2542373,0.001001001,1.0,0.886,0.938
Oxidative phosphorylation Homo sapiens hsa00190,0.6006006,-0.44240233,0.4470788,-0.3193999,0.6690416,0.653321,1.0438856,-1.282406,1.0946043,-1.088192,0.97981864,0.9869281,0.331,0.086283185,0.232,0.318323,0.705,0.622
Oxytocin signaling pathway Homo sapiens hsa04921,0.52914506,-0.30586106,0.38782156,-0.23949586,0.6626021,0.6432118,0.9285109,-0.906749,0.9571496,-0.85136884,0.97737557,0.97891515,0.811,0.6684435,0.656,0.77372265,0.778,0.746
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.5606858,0.19254924,0.42955935,0.29155415,0.67510355,0.6494853,0.99455184,0.8369915,1.0806329,1.23793,1.0055761,0.99917257,0.549,1.0,0.143,0.025316456,0.384,0.493
PPAR signaling pathway Homo sapiens hsa03320,0.5940658,-0.2708926,0.52170247,-0.19460982,0.7029712,0.67596596,1.0133686,-0.7192464,1.2461728,-0.6001117,1.013735,1.0044628,0.458,0.88622755,0.062,0.984,0.388,0.451
Pancreatic cancer Homo sapiens hsa05212,0.54798734,-0.2847034,0.42817783,-0.23689292,0.68984663,0.6663912,0.9437779,-0.79731065,1.0293071,-0.75504297,1.0025499,0.9986372,0.709,0.8194444,0.434,0.88114107,0.471,0.496
Pancreatic secretion Homo sapiens hsa04972,0.51461476,-0.48609164,0.53564775,-0.33336502,0.7054115,0.6690397,0.8887837,-1.3392196,1.2845194,-1.06224,1.0211099,0.9984744,0.836,0.064665124,0.019,0.3474843,0.297,0.49
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.5784315,-0.69382215,0.6638549,-0.38205883,0.7406476,0.7001688,0.95731163,-1.5492582,1.4293742,-0.90943396,1.0198517,0.98855495,0.5939394,0.022727273,0.028955532,0.59444445,0.403,0.525
Parkinson's disease Homo sapiens hsa05012,0.5820623,-0.34625742,0.44344908,-0.32625452,0.67168206,0.6536974,1.0166897,-0.9976594,1.0856076,-1.1357061,0.9841517,0.9890491,0.43,0.49060774,0.221,0.23565891,0.676,0.618
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.6244645,-0.4164403,0.3473737,-0.22955124,0.64217156,0.6242631,1.0676321,-1.1313097,0.82379687,-0.6958483,0.9257893,0.9278338,0.305,0.27326968,0.857,0.92241377,0.932,0.913
Pathways in cancer Homo sapiens hsa05200,0.52464384,-0.28863588,0.43197882,-0.2381542,0.6848435,0.6633525,0.9324074,-0.9118675,1.0904845,-0.947267,1.0217617,1.0220294,0.898,0.7295661,0.092,0.62516385,0.122,0.135
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.5010237,-0.4854137,0.28928253,-0.22049442,0.7960026,0.76693404,0.8233012,-1.0655555,0.6247059,-0.5160152,1.0986222,1.0867518,0.80423814,0.40863308,0.91983557,0.978456,0.15330662,0.19038077
Pentose phosphate pathway Homo sapiens hsa00030,0.5995406,0.30109775,0.52336895,-0.25473624,0.70031077,0.68392175,1.015867,0.9184645,1.1973052,-0.7039782,0.9857574,0.9909058,0.46246246,0.5733333,0.17771085,0.89152545,0.561,0.52
Peroxisome Homo sapiens hsa04146,0.61134285,-0.42935434,0.34775978,-0.35779965,0.6954421,0.6680333,1.0580717,-1.2074748,0.8437537,-1.1867269,1.0172235,1.0054882,0.278,0.17146145,0.87,0.19747235,0.334,0.439
Pertussis Homo sapiens hsa05133,0.54447305,-0.3165582,0.373553,-0.20378843,0.6081339,0.5940359,0.9313475,-0.8344818,0.88556385,-0.6112189,0.87527347,0.8806893,0.682,0.73058254,0.767,0.9805195,0.989,0.987
Phagosome Homo sapiens hsa04145,0.50810564,-0.35619503,0.36357722,-0.20776252,0.67967415,0.66510755,0.8827951,-1.0388887,0.8898335,-0.70974356,0.9971439,1.0078299,0.883,0.41325966,0.807,0.96130955,0.516,0.398
Phenylalanine metabolism Homo sapiens hsa00360,-0.4993955,-0.40351778,0.6847452,-0.32718655,0.729255,0.7148051,-1.2626592,-0.79523784,1.3649257,-0.6941894,0.97954416,0.98223066,0.14285715,0.7453125,0.071428575,0.84153,0.58717436,0.57214427
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.6230842,-0.3363047,0.4175425,-0.3393633,0.6238902,0.60864896,1.0813534,-0.96611536,1.0214468,-1.132767,0.9144697,0.92119825,0.225,0.5177956,0.457,0.24770643,0.986,0.979
Phospholipase D signaling pathway Homo sapiens hsa04072,0.6329179,-0.3265194,0.46680304,-0.32953373,0.6891952,0.6553628,1.1055282,-0.96980083,1.1441479,-1.1620008,1.0157561,0.9972129,0.117,0.54662377,0.103,0.20059435,0.308,0.528
Phototransduction Homo sapiens hsa04744,0.57523745,-0.36698624,0.4787331,0.30096826,0.89718425,0.85309047,0.9560135,-0.8168313,1.0363705,0.7750133,1.2343765,1.2076892,0.6004016,0.70212764,0.44181257,0.7839806,0.008,0.01
Platelet activation Homo sapiens hsa04611,0.5489045,-0.31899503,0.47009543,-0.27399668,0.63497186,0.61840534,0.9552106,-0.934997,1.1477846,-0.9371119,0.932193,0.9360235,0.702,0.6062567,0.111,0.56842107,0.971,0.958
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.47511858,-0.52382034,0.2505606,-0.65076715,0.6952859,0.68530035,0.79884,-1.2164674,0.5628485,-1.6276102,0.9677832,0.98007,0.854,0.21153846,0.96653146,0.019469026,0.646,0.588
Primary bile acid biosynthesis Homo sapiens hsa00120,0.71329904,-0.39630467,0.55525184,-0.50943327,0.7303666,0.72390884,1.1503392,-0.8435474,1.1773804,-1.1618521,0.9957942,1.0127587,0.24874625,0.6652047,0.2513144,0.29642856,0.5065065,0.44044045
Primary immunodeficiency Homo sapiens hsa05340,0.68195933,-0.51760143,0.5273929,-0.45930892,0.6965209,0.6767141,1.1359081,-1.234487,1.1837552,-1.2004286,0.9826511,0.9823001,0.23647295,0.17983651,0.20020223,0.21452703,0.585,0.588
Prion diseases Homo sapiens hsa05020,0.7609166,0.36365804,0.6040037,0.3151907,0.662876,0.6398804,1.2733006,1.0992761,1.3701042,0.8686842,0.9315345,0.92601204,0.042,0.2857143,0.029322548,0.6566125,0.84,0.83
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.58413213,0.24167009,0.45731142,-0.31219733,0.6538675,0.6396058,1.0117242,0.8767748,1.1052728,-1.0063397,0.95429903,0.9616942,0.454,0.7706422,0.228,0.433281,0.867,0.803
Prolactin signaling pathway Homo sapiens hsa04917,0.55980617,0.18936081,0.32159242,-0.2286438,0.6640225,0.6367978,0.9658416,0.67870045,0.7728951,-0.73434716,0.9654228,0.95428765,0.612,0.98734176,0.922,0.90430623,0.782,0.833
Propanoate metabolism Homo sapiens hsa00640,0.67694676,0.18574907,0.35061693,0.38022164,0.6757185,0.67172915,1.1386799,0.561373,0.80539876,1.1199107,0.95912755,0.9796846,0.204,0.991342,0.82647943,0.29508197,0.727,0.612
Prostate cancer Homo sapiens hsa05215,0.5789583,0.26951313,0.46197343,0.24120335,0.65252113,0.6409397,1.0041714,1.0047886,1.1252538,0.887045,0.9552369,0.9673636,0.497,0.44354838,0.157,0.70170456,0.878,0.792
Proteasome Homo sapiens hsa03050,0.67376703,-0.3324803,0.4457208,-0.33686206,0.68110913,0.67414194,1.1417824,-0.8663343,1.0372484,-0.9837459,0.9750787,0.99564767,0.164,0.6824408,0.419,0.48039216,0.658,0.512
Protein digestion and absorption Homo sapiens hsa04974,0.47917587,-0.41265047,0.4466741,-0.26945397,0.6771172,0.6589094,0.82268625,-1.1509508,1.0744113,-0.860098,0.9811228,0.98382807,0.947,0.2659698,0.32,0.6905132,0.657,0.625
Protein export Homo sapiens hsa03060,0.67947716,-0.47171643,0.48480833,-0.3297567,0.72915184,0.69014806,1.1468781,-1.0972987,1.0935423,-0.86481076,1.0202154,0.9926706,0.212,0.36671177,0.36582914,0.6271777,0.387,0.539
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.53330094,-0.36994985,0.31372064,-0.21083623,0.678169,0.6588558,0.9407796,-1.109627,0.7803911,-0.76119417,1.000872,1.0047207,0.778,0.25635594,0.989,0.9390421,0.484,0.429
Proteoglycans in cancer Homo sapiens hsa05205,0.5834169,-0.22872517,0.37591174,-0.2875547,0.69931054,0.67585176,1.0238355,-0.69032544,0.93521637,-1.0754794,1.0372145,1.0343457,0.388,0.96907216,0.758,0.29737207,0.077,0.117
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.6272551,0.31089213,0.37572852,0.39950877,0.66775846,0.66280264,1.0338311,0.83621794,0.8193383,1.03896,0.9243799,0.94026405,0.43674698,0.72053874,0.77337396,0.3773585,0.818,0.742
Purine metabolism Homo sapiens hsa00230,0.5404737,-0.2832513,0.42776856,0.22422118,0.67715794,0.65679675,0.94763774,-0.8410294,1.0609878,0.87803817,1.000265,1.0009332,0.739,0.7993631,0.294,0.79141104,0.496,0.482
Pyrimidine metabolism Homo sapiens hsa00240,0.605378,-0.3153113,0.4183325,-0.30530015,0.7334392,0.70583236,1.0534625,-0.90390015,1.0155336,-1.0219857,1.0754569,1.0673196,0.302,0.64519775,0.464,0.41889763,0.025,0.057
Pyruvate metabolism Homo sapiens hsa00620,0.7080218,-0.25252205,0.3490055,0.44401848,0.73946136,0.72194463,1.2037672,-0.63446313,0.8076627,1.300064,1.0496775,1.0559571,0.084,0.94921875,0.8268268,0.10454545,0.188,0.193
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.6628557,-0.32665062,0.4551036,0.40050095,0.7220011,0.70424163,1.125869,-0.8550389,1.0541848,1.2797321,1.034173,1.0391226,0.199,0.6903305,0.41182366,0.12868632,0.271,0.25
RNA degradation Homo sapiens hsa03018,0.5882846,-0.34021086,0.47682804,-0.2666131,0.6806664,0.65903276,1.0184772,-0.95524293,1.1409646,-0.8509147,0.98748153,0.9860301,0.434,0.556582,0.167,0.7090352,0.592,0.601
RNA polymerase Homo sapiens hsa03020,0.52852565,-0.43137914,0.5102593,-0.4596237,0.83143955,0.8010792,0.88351357,-1.029163,1.1646017,-1.2239906,1.1712333,1.1605821,0.762,0.44680852,0.23694779,0.21070811,0.011,0.02
RNA transport Homo sapiens hsa03013,0.48434615,-0.28137714,0.36553493,0.24028465,0.67422426,0.64160347,0.85209894,-0.8466514,0.9016106,0.9214548,0.99436283,0.97624815,0.967,0.784127,0.832,0.6563574,0.567,0.781
Rap1 signaling pathway Homo sapiens hsa04015,0.5064727,-0.3383525,0.4198329,-0.2108452,0.67347795,0.6465229,0.8925501,-1.0288646,1.0489631,-0.7901313,0.9990406,0.9905566,0.933,0.4126819,0.306,0.9229651,0.508,0.621
