,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
235,Spliceosome Homo sapiens hsa03040,-0.214283,-0.77431023,0.90136987,1.0,108,0.3425926,0.26105702,SNRPD3;PCBP1;SNRPE;USP39;RBM8A;SF3B6;LSM5;DDX42;SRSF10;U2AF1;TRA2A;DDX23;DHX15;PRPF40B;RBMXL2;ZMAT2;SNRPD1;PRPF4;THOC1;RP9;PRPF18;SLU7;HNRNPU;SNRPB;PRPF8;U2AF1L4;CCDC12;THOC2;PPIH;SNRPF;U2AF2;RBM17;HNRNPA3;SNRNP200;SNRPB2;DHX16;SNRPA1
236,Staphylococcus aureus infection Homo sapiens hsa05150,0.34575495,0.9943827,0.4607595,1.0,20,0.6,0.37917194,FPR1;KRT10;MASP1;FGG;CFI;HLA-DQB1;C2;SELPLG;C5;C3AR1;CFB;HLA-DMA
237,Starch and sucrose metabolism Homo sapiens hsa00500,-0.41949785,-1.1431698,0.26554623,1.0,23,0.4347826,0.23964915,PGM1;GYS1;PYGB;HK1;ENPP1;PYGM;GAA;G6PC3;UGP2;PGM2
238,Steroid biosynthesis Homo sapiens hsa00100,0.23652382,0.65359545,0.9290618,1.0,17,0.29411766,0.23035754,NSDHL;SOAT2;SQLE;LSS;LIPA
239,Steroid hormone biosynthesis Homo sapiens hsa00140,-0.30954623,-0.8159061,0.7140411,1.0,18,0.16666667,0.110904634,CYP7B1;HSD17B12;HSD17B8
240,Synaptic vesicle cycle Homo sapiens hsa04721,-0.3111141,-1.001964,0.4375,1.0,50,0.22,0.1759459,CLTA;SLC17A7;ATP6V1G1;VAMP2;NSF;ATP6V1E1;ATP6V0B;UNC13A;DNM2;ATP6V0A4;STX1B
225,SNARE interactions in vesicular transport Homo sapiens hsa04130,-0.37141135,-1.0499674,0.37953794,1.0,27,0.25925925,0.18159518,VAMP3;STX17;STX5;VAMP2;VAMP8;STX7;STX1B
226,Salivary secretion Homo sapiens hsa04970,0.18791726,0.6819263,0.9785933,1.0,53,0.26415095,0.2569687,PLCB4;ADCY4;GNAS;AQP5;ATP1B4;ITPR3;CHRM3;ADCY1;CALM3;TRPV6;ADRB1;BST1;ADCY9;CALM1
227,Salmonella infection Homo sapiens hsa05132,0.20281915,0.74561507,0.9348442,1.0,60,0.2,0.17341857,IL1A;KLC2;DYNC2H1;MAPK12;PKN1;ACTG1;ROCK2;NLRC4;MYD88;MYH10;MYH14;DYNC1I2
228,Selenocompound metabolism Homo sapiens hsa00450,-0.48365924,-1.1207852,0.33096084,1.0,12,0.33333334,0.12770386,MTR;TXNRD3;SEPHS1;SCLY
