,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
150,Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,-0.5474074,-1.4880025,0.052747253,0.9749474069651436,19,0.36842105,0.15986848,GALNT16;B4GALT5;GALNT1;GALNT13;GALNT3;GALNTL6;ST3GAL1
152,NF-kappa B signaling pathway Homo sapiens hsa04064,0.37398276,1.2555406,0.13402061,0.9749474069651436,63,0.23809524,0.09919361,CHUK;TAB2;CSNK2A2;PRKCB;PIAS4;TRAF5;BIRC3;RIPK1;PLCG2;LTB;BIRC2;CARD11;TRAF6;BCL10;LYN
153,NOD-like receptor signaling pathway Homo sapiens hsa04621,0.43376163,1.2748705,0.14776632,0.9749474069651436,35,0.25714287,0.12675174,CHUK;TAB2;BIRC3;MAPK1;MAPK12;BIRC2;CCL5;NLRC4;TRAF6
154,Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.35524252,1.1691016,0.20804195,0.9749474069651436,55,0.25454545,0.15924215,CD247;PRKCB;MAPK1;ARAF;PLCG2;PTPN11;RAC1;RAC2;TNFRSF10D;PIK3R1;PIK3R5;PAK1;ICAM2;SOS2
156,Neurotrophin signaling pathway Homo sapiens hsa04722,0.29670638,1.0676922,0.32879046,0.9749474069651436,99,0.23232323,0.16260862,ARHGDIG;CDC42;MAPK1;CALM1;MAPK12;ZNF274;RAP1B;AKT2;PLCG2;GAB1;PTPN11;CAMK4;RAC1;MAP3K5;AKT3;RPS6KA2;PIK3R1;NTF4;TP73;PIK3R5;CRK;TRAF6;SOS2
158,Nicotine addiction Homo sapiens hsa05033,0.29616567,0.86142683,0.6877193,0.9749474069651436,31,0.38709676,0.30454865,GABRA2;GABRG1;GABRA3;GABRG2;SLC17A6;GABRA5;GRIA3;SLC32A1;GRIN1;GABRB1;GRIN3B;CHRNA4
160,Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,-0.31679657,-1.2341862,0.10552764,0.9749474069651436,120,0.24166666,0.1469506,PIK3R2;BCL2L11;NDUFV2;MLXIP;TGFB1;NDUFB7;EIF2AK3;PRKAG1;GSK3A;RELA;IRS2;SDHB;COX7B;AKT1;PRKAB1;UQCRC2;PIK3R3;BID;NDUFB1;NDUFA12;COX6C;SDHD;COX6B2;COX6A1;PIK3CB;BAX;MAPK10;PKLR;UQCR10
273,mRNA surveillance pathway Homo sapiens hsa03015,0.3522772,1.2304373,0.13580246,0.9749474069651436,71,0.15492958,0.10263838,SMG6;CSTF1;SAP18;CPSF7;ETF1;PPP2R3C;PPP2R2B;RNGTT;DDX39B;HBS1L;PPP2CA
48,Chemical carcinogenesis Homo sapiens hsa05204,-0.28905404,-0.8800034,0.6489607,0.9749474069651436,30,0.33333334,0.21232288,SULT2A1;ARNT;GSTM4;HPGDS;EPHX1;MGST1;PTGS2;GSTK1;CYP1B1;CYP3A5
49,Chemokine signaling pathway Homo sapiens hsa04062,0.34145772,1.2525737,0.10942761,0.9749474069651436,115,0.29565218,0.16260862,CHUK;PRKCB;ARRB1;CDC42;CCL27;GNB2;PPBP;MAPK1;PRKCZ;RAP1B;FGR;AKT2;GNG3;RAC1;AKT3;CX3CR1;GNAI1;PARD3;RAC2;CXCR4;PTK2;ADCY1;PIK3R1;GNG7;CCL5;STAT5B;GNB3;PIK3R5;CRK;GNG2;PAK1;SRC;SOS2;LYN
50,Choline metabolism in cancer Homo sapiens hsa05231,0.29937413,1.0559146,0.36790925,0.9749474069651436,82,0.24390244,0.15892899,PIP5K1B;DGKI;DGKQ;PLA2G4A;PRKCB;DGKD;PDGFB;PDGFD;MAPK1;AKT2;SLC44A4;PIP5K1C;RAC1;AKT3;RAC2;TSC2;PIK3R1;DGKG;PIK3R5;SOS2
51,Cholinergic synapse Homo sapiens hsa04725,0.3157519,1.1182462,0.24080268,0.9749474069651436,83,0.27710843,0.17028107,PRKCB;GNB2;MAPK1;AKT2;KCNJ3;ITPR3;CAMK4;GNG3;CHRM3;KCNQ5;AKT3;KCNQ2;GNAI1;ADCY1;PIK3R1;GNG7;CACNA1D;GNB3;PIK3R5;GNG2;KCNJ4;ACHE;KCNQ4
52,Chronic myeloid leukemia Homo sapiens hsa05220,0.331822,1.1051383,0.2820946,0.9749474069651436,61,0.27868852,0.15924215,CHUK;MYC;GAB2;MAPK1;ARAF;CDKN1A;AKT2;PTPN11;E2F3;BCR;AKT3;PIK3R1;STAT5B;PIK3R5;CRK;CBLB;SOS2
53,Circadian entrainment Homo sapiens hsa04713,0.30872464,1.0715786,0.34738618,0.9749474069651436,71,0.2535211,0.17028107,PER1;PRKCB;NOS1AP;GNB2;MAPK1;CALM1;KCNJ3;ITPR3;GNG3;CACNA1H;GNAI1;ADCY1;GNG7;CACNA1D;GNAS;GNB3;GNG2;RYR2
54,Circadian rhythm Homo sapiens hsa04710,-0.2927384,-0.82665086,0.7123288,0.9749474069651436,25,0.12,0.074297346,PRKAG1;PRKAB1;BTRC
55,Citrate cycle (TCA cycle) Homo sapiens hsa00020,0.31150433,0.8668311,0.6666667,0.9749474069651436,24,0.125,0.07539341,OGDH;MDH1;DLD
268,Wnt signaling pathway Homo sapiens hsa04310,0.2844201,1.0474368,0.33658537,0.9749474069651436,119,0.12605043,0.091677755,WNT2B;NLK;CSNK2A2;PRKCB;MYC;SIAH1;LEF1;RAC1;RAC2;RBX1;LRP6;WNT3A;FZD10;FZD5;INVS
57,Collecting duct acid secretion Homo sapiens hsa04966,-0.35415503,-0.9431302,0.5305677,0.9749474069651436,18,0.16666667,0.05934393,ATP6V1E1;ATP6V0D1;ATP6V1F
58,Colorectal cancer Homo sapiens hsa05210,0.2663033,0.8757615,0.68324125,0.9749474069651436,56,0.25,0.15924215,CYCS;MYC;LEF1;MAPK1;ARAF;MSH6;AKT2;MSH2;RAC1;AKT3;RAC2;PIK3R1;SMAD2;PIK3R5
59,Complement and coagulation cascades Homo sapiens hsa04610,0.326293,0.9899344,0.45391303,0.9749474069651436,38,0.078947365,0.02168637,KNG1;C2;SERPINE1
61,Cytokine-cytokine receptor interaction Homo sapiens hsa04060,0.24158487,0.91102695,0.6363636,0.9749474069651436,130,0.25384617,0.20441556,TNFSF13;BMPR1B;TNFRSF1A;LIFR;ACVR1;IL20RB;CCL27;IL12RB1;PDGFB;PPBP;KDR;RELT;CSF1R;PRL;TNFRSF14;LTB;AMHR2;CX3CR1;PDGFC;IL11;TNFRSF11A;VEGFA;TNFRSF8;CXCR4;KIT;TNFRSF10D;EPOR;IFNAR1;CCL5;CNTFR;CD27;IL15;TNFRSF4
62,Cytosolic DNA-sensing pathway Homo sapiens hsa04623,-0.29793596,-0.90813184,0.60194176,0.9749474069651436,33,0.15151516,0.0611446,POLR2E;POLR2F;RELA;POLR3E;IL18
47,Chagas disease (American trypanosomiasis) Homo sapiens hsa05142,0.37104073,1.2676462,0.0862069,0.9749474069651436,68,0.30882353,0.15892899,CD247;CHUK;TLR2;TNFRSF1A;MAPK1;MAPK12;GNAL;CALR;AKT2;AKT3;GNAI1;ADCY1;PIK3R1;SMAD2;GNAS;CCL5;PIK3R5;PPP2R2B;TRAF6;SERPINE1;PPP2CA
274,mTOR signaling pathway Homo sapiens hsa04150,-0.26795155,-0.8932223,0.6351351,0.9749474069651436,46,0.23913044,0.115477964,MLST8;PIK3R2;STK11;ULK1;EIF4EBP1;EIF4E2;BRAF;RPTOR;PIK3R3;RRAGB;PIK3CB
0,2-Oxocarboxylic acid metabolism Homo sapiens hsa01210,-0.4160771,-0.963782,0.4950298,0.9749474069651436,9,0.44444445,0.2723714,IDH1;CS;BCAT2;IDH2
32,Basal cell carcinoma Homo sapiens hsa05217,0.29173127,0.91510624,0.61702126,0.9749474069651436,45,0.11111111,0.0683473,WNT2B;LEF1;WNT3A;FZD10;FZD5
24,Arginine biosynthesis Homo sapiens hsa00220,0.39406586,0.9270094,0.5479705,0.9749474069651436,12,0.25,0.09582713,ASS1;GLS;NOS3
224,Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.2696746,0.9040706,0.6415094,0.9749474069651436,60,0.06666667,0.019415956,WDR75;WDR36;POP1;DKC1
56,Cocaine addiction Homo sapiens hsa05030,-0.3555844,-1.1572618,0.21860465,0.9749474069651436,39,0.4871795,0.32318172,ATF2;GRIN2A;GRIA2;GNAI2;GNAI3;CREB5;RELA;GRIN2B;NFKB1;CREB3L3;CREB1;SLC18A2;BDNF;GRIN2D;ATF6B;CREB3L4;PDYN;ATF4;RGS9
256,Type I diabetes mellitus Homo sapiens hsa04940,0.40444455,1.0030259,0.4577861,0.9749474069651436,14,0.42857143,0.305723,HLA-DMA;FAS;HLA-F;HLA-DMB;CD80;PTPRN
258,Tyrosine metabolism Homo sapiens hsa00350,0.54224896,1.371441,0.09409594,0.9749474069651436,17,0.5294118,0.27746028,FAH;ADH7;ALDH3B2;ADH5;AOC2;TPO;AOX1;COMT;FAHD1
259,Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.24009745,0.88093895,0.7165862,0.9749474069651436,110,0.16363636,0.12612543,RNF7;FBXW8;PIAS4;CDC20;BIRC3;SIAH1;UBE2A;SKP2;BIRC2;HERC3;PIAS3;RBX1;ANAPC11;TRAF6;UBE2L6;CBLB;CUL5;UBE2D1
260,VEGF signaling pathway Homo sapiens hsa04370,0.44732735,1.4326056,0.046846848,0.9749474069651436,49,0.40816328,0.19729117,PLA2G4A;PRKCB;KRAS;HSPB1;CDC42;MAPK1;MAPK12;MAPK13;KDR;AKT2;PLCG2;RAC1;AKT3;RAC2;VEGFA;PTK2;PIK3R1;PIK3R5;SRC;NOS3
262,Vascular smooth muscle contraction Homo sapiens hsa04270,-0.29370135,-1.0719532,0.30670103,0.9749474069651436,79,0.16455697,0.12127143,PPP1R12B;PLA2G4C;PLA2G12A;MYLK;ROCK2;ADCY7;BRAF;PPP1R14A;MYL6B;PPP1R12A;MYL9;ARHGEF11;PPP1R12C
264,Vibrio cholerae infection Homo sapiens hsa05110,-0.36997935,-1.1803889,0.20227273,0.9749474069651436,39,0.15384616,0.0762546,ATP6V1E1;ATP6V1H;ATP6V0D1;SEC61A2;ATP6V1F;ATP6V0B
