,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
182,Pentose phosphate pathway Homo sapiens hsa00030,-0.25309527,-0.6649139,0.8948276,1.0,25,0.24,0.15809396,PGLS;DERA;RBKS;PGM1;RPE;ALDOA
183,Peroxisome Homo sapiens hsa04146,-0.35730538,-1.1841732,0.20211162,1.0,74,0.3243243,0.22704668,PEX19;CRAT;HMGCLL1;PEX7;PHYH;PEX12;PEX10;PEX1;HAO1;DDO;PRDX5;PEX6;SOD1;DECR2;MPV17L;PIPOX;NUDT12;PEX2;ACSL1;ABCD1;HSD17B4;MLYCD;PEX3;MPV17L2
168,Other glycan degradation Homo sapiens hsa00511,-0.66304886,-1.4386154,0.075,1.0,11,0.6363636,0.25421214,NEU3;MAN2B1;FUCA2;FUCA1;MAN2B2;GBA2;HEXB
169,Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.24768753,0.7316643,0.8866995,1.0,26,0.07692308,0.05188154,ST3GAL3;FUT9
170,Ovarian steroidogenesis Homo sapiens hsa04913,-0.18203537,-0.5278918,0.99352753,1.0,37,0.45945945,0.37103838,PLA2G4F;HSD17B1;GNAS;PLA2G4C;CYP11A1;ADCY8;ADCY3;LDLR;ADCY9;ADCY7;ADCY4;SCARB1;ADCY1;HSD3B2;STAR;ADCY5;PLA2G4E
171,Oxidative phosphorylation Homo sapiens hsa00190,-0.36063805,-1.208533,0.17099236,1.0,89,0.26966292,0.21561642,TCIRG1;ATP6V0B;NDUFB8;NDUFB6;NDUFA5;NDUFA11;ATP6V1D;UQCR11;PPA1;NDUFS6;SDHC;COX7A2;ATP6V0D1;NDUFA8;NDUFB11;NDUFS2;ATP6V1A;NDUFV3;NDUFS5;NDUFB4;SDHB;NDUFC2;COX7B;NDUFB7
172,Oxytocin signaling pathway Homo sapiens hsa04921,-0.23742838,-0.8374871,0.8106936,1.0,126,0.31746033,0.2738811,MAPK1;GNAI1;KCNJ3;PIK3R5;CAMKK2;ACTG1;KRAS;CACNB3;PPP3CA;ITPR3;RYR2;GNAS;NFATC1;PLA2G4C;MAP2K1;KCNJ9;RHOA;ADCY8;ADCY3;MAP2K2;PIK3R1;CAMK1G;CACNG7;CAMKK1;EEF2K;ACTB;ADCY9;GNAO1;ITPR2;PLCB4;CALM1;RYR1;CALM3;ADCY1;KCNJ14;RYR3;JUN;ROCK2;MAP2K5;GUCY1A2
173,PI3K-Akt signaling pathway Homo sapiens hsa04151,0.28151053,1.2081891,0.052401748,1.0,265,0.18867925,0.14911304,RELN;PPP2R5B;GNG10;ITGB4;PPP2R5A;RBL2;PKN3;PPP2R5C;PIK3R3;MYB;FGFR3;GNG7;FGF2;PTK2;NOS3;PPP2R1B;CDK6;GYS1;CCND2;CREB3L4;VEGFB;RELA;INSR;SGK1;LAMA5;CHUK;GNG3;CCNE1;LAMB3;GNB3;COL2A1;RPTOR;PRKAA1;FGFR1;SGK2;EFNA5;FGF4;ANGPT1;PRKAA2;COL1A1;GNB2;FGF5;BCL2;YWHAE;PIK3CB;OSMR;SOS1;THBS1;MET;ITGA6
174,PPAR signaling pathway Homo sapiens hsa03320,-0.19596271,-0.5798097,0.9904306,1.0,45,0.22222222,0.23676984,GK;ANGPTL4;DBI;UBC;PLIN1;FADS2;FABP3;ACSL1;PLTP;APOA1
175,Pancreatic cancer Homo sapiens hsa05212,-0.23529682,-0.7314497,0.8953125,1.0,61,0.19672132,0.15660952,ARAF;E2F3;AKT3;PIK3R5;KRAS;AKT2;ERBB2;CASP9;STAT1;IKBKB;VEGFA;MAPK9
