,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
208,RNA degradation Homo sapiens hsa03018,0.23784256,0.8644578,0.67052025,0.9967153945577488,57,0.3508772,0.24686156,BTG1;DIS3;EXOSC2;EXOSC7;PATL1;EXOSC9;CNOT7;LSM1;EXOSC5;PABPC4;DCP1B;CNOT8;LSM8;DCP2;DIS3L;HSPA9;CNOT3;MPHOSPH6;EXOSC3;LSM7
209,RNA polymerase Homo sapiens hsa03020,-0.3231802,-0.9366372,0.5482546,0.9967153945577488,20,0.25,0.08146782,POLR2K;POLR3C;POLR2E;POLR3E;POLR2F
50,Cholinergic synapse Homo sapiens hsa04725,0.28460267,1.052111,0.37236086,0.9967153945577488,72,0.30555555,0.21192169,ITPR3;ACHE;CHRM3;GNB3;GNG11;PLCB4;KCNJ6;PRKCB;KRAS;GNAO1;KCNQ2;JAK2;AKT2;GNG2;ADCY8;GNG8;KCNJ14;PIK3CA;AKT3;ADCY1;GNB5;PIK3R1
51,Chronic myeloid leukemia Homo sapiens hsa05220,-0.22276312,-0.80284506,0.8276553,0.9967153945577488,57,0.40350878,0.2634536,SHC3;AKT1;SHC1;STAT5A;RELA;CHUK;PIK3R2;HDAC2;STAT5B;CDK6;TGFBR2;NRAS;CTBP1;PIK3R5;SHC4;PIK3CB;ARAF;TGFBR1;TGFB1;PIK3CD;CRK;PIK3R3;SOS1
52,Circadian entrainment Homo sapiens hsa04713,0.39116895,1.4129481,0.044145875,0.9967153945577488,61,0.26229507,0.1695198,ITPR3;GNB3;GRIN1;KCNJ6;PRKCB;RASD1;CACNA1H;GNAO1;RYR2;PER1;GNG2;ADCY8;GNG8;GNAS;ADCY1;GNB5
53,Circadian rhythm Homo sapiens hsa04710,0.357535,1.0380205,0.3919192,0.9967153945577488,22,0.36363637,0.20129927,CUL1;CRY1;CLOCK;SKP1;PER1;FBXW11;NR1D1;RBX1
54,Citrate cycle (TCA cycle) Homo sapiens hsa00020,-0.27412918,-0.7479071,0.8253638,0.9967153945577488,19,0.31578946,0.22596787,IDH2;DLAT;SDHD;IDH1;SUCLA2;CS
55,Cocaine addiction Homo sapiens hsa05030,-0.3472178,-1.1199998,0.24266145,0.9967153945577488,32,0.15625,0.05416557,PDYN;RELA;CREB3L4;SLC18A2;ATF2
57,Colorectal cancer Homo sapiens hsa05210,0.29829085,1.0603408,0.34971645,0.9967153945577488,54,0.2777778,0.15415679,CASP9;MSH3;CYCS;GSK3B;APPL1;MYC;RAC1;LEF1;KRAS;MSH6;AKT2;DCC;AKT3;MLH1;PIK3R1
58,Complement and coagulation cascades Homo sapiens hsa04610,-0.332725,-1.0673366,0.35582823,0.9967153945577488,33,0.4848485,0.30225617,CR1;SERPING1;F2R;CD59;C1S;CFI;ITGB2;PLAU;SERPINC1;KNG1;CD55;CLU;F2RL3;F2;PROCR;PLAT
59,Cysteine and methionine metabolism Homo sapiens hsa00270,0.28551948,0.9006987,0.61087865,0.9967153945577488,31,0.16129032,0.11737336,DNMT3B;ENOPH1;MDH1;MDH2;DNMT3A
60,Cytokine-cytokine receptor interaction Homo sapiens hsa04060,-0.21943039,-0.8808653,0.7358491,0.9967153945577488,119,0.19327731,0.1656571,TNFSF13B;CXCR5;EDA2R;BMP2;CCR4;IFNGR2;IL24;TGFBR2;IFNLR1;TNFRSF21;EPO;GHR;IL1A;ACKR3;IL10;TGFB1;EPOR;EGFR;NGFR;FLT3;FLT4;IL18;ACVR1B
61,Cytosolic DNA-sensing pathway Homo sapiens hsa04623,-0.4030732,-1.2794005,0.14379086,0.9967153945577488,31,0.2580645,0.08489158,POLR2K;RELA;POLR3C;POLR2E;POLR3E;POLR2F;IL33;IL18
63,Dilated cardiomyopathy Homo sapiens hsa05414,0.2557171,0.92257285,0.6213592,0.9967153945577488,61,0.18032786,0.13730139,ITGA10;ITGB8;ITGB3;TPM1;RYR2;ADCY8;SGCG;GNAS;ADCY1;CACNA2D2;CACNB2
260,"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",-0.3246283,-1.0418531,0.37621832,0.9967153945577488,34,0.3529412,0.28030902,ACAD8;HIBADH;HIBCH;AOX1;ABAT;MCCC2;PCCB;IL4I1;MCEE;HADHB;OXCT1;AUH
225,Salivary secretion Homo sapiens hsa04970,0.27699447,0.9320239,0.5548902,0.9967153945577488,39,0.30769232,0.21192169,AQP5;ITPR3;ATP2B1;SLC4A2;CHRM3;PLCB4;PRKCB;ADRA1A;ADCY8;GNAS;ADCY1;ATP2B2
226,Salmonella infection Homo sapiens hsa05132,-0.29935092,-1.0609015,0.3545082,0.9967153945577488,56,0.17857143,0.09674304,RELA;FLNB;MAPK8;MAPK10;IFNGR2;FOS;IL1A;ARPC1B;IL18;ARPC3
227,Selenocompound metabolism Homo sapiens hsa00450,-0.30589727,-0.7291785,0.8095238,0.9967153945577488,10,0.3,0.20612764,MTR;SCLY;SEPHS1
228,Serotonergic synapse Homo sapiens hsa04726,0.3237996,1.1547391,0.23005566,0.9967153945577488,60,0.41666666,0.25089982,DUSP1;CACNA1D;ITPR3;ALOX12;HTR7;GNB3;GNG11;HTR4;PLCB4;TPH2;KCNJ6;PRKCB;KCND2;PLA2G4B;KRAS;GNAO1;BRAF;GNG2;GNG8;GABRB1;MAP2K1;GNAS;GNB5;CASP3;MAOA
229,Shigellosis Homo sapiens hsa05131,-0.3019889,-1.0702281,0.33675563,0.9967153945577488,49,0.1632653,0.09674304,RELA;MAPK8;MAPK10;ELMO3;CRK;BTRC;ARPC1B;ARPC3
