,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.4226139,0.3943491,0.42041343,-0.278402,0.6472355,0.63647914,0.70602995,1.0074887,0.9175585,-0.79122394,0.96224725,0.98601,0.9399399,0.45500848,0.64285713,0.7905405,0.668,0.549
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.7439876,0.46791714,0.2824863,0.5199968,0.6813975,0.61982125,1.2182273,1.194414,0.6215413,1.3288033,1.013029,0.9606494,0.1434303,0.24870466,0.94964755,0.12436116,0.426,0.653
GnRH signaling pathway Homo sapiens hsa04912,0.45563015,0.23445448,0.38100362,-0.25783738,0.59890467,0.56697416,0.76717067,0.7251335,0.893618,-0.8819906,0.92841077,0.91990656,0.956,0.9070866,0.7657658,0.67887324,0.908,0.927
Graft-versus-host disease Homo sapiens hsa05332,0.44142815,0.5016187,0.39014724,0.4437153,0.815914,0.7512831,0.69711757,0.9795486,0.7394976,0.86136615,1.1326171,1.0738221,0.8821656,0.5216572,0.8106576,0.6451613,0.17599186,0.29124236
HIF-1 signaling pathway Homo sapiens hsa04066,0.63179874,-0.4022697,0.28462636,-0.3787613,0.56468236,0.5382891,1.0618906,-1.4171395,0.6749293,-1.3390648,0.8820934,0.87848985,0.33,0.030555556,0.983,0.06266318,0.999,0.996
HTLV-I infection Homo sapiens hsa05166,0.6085104,0.1973662,0.39281258,0.22226812,0.6305707,0.60601383,1.0441386,0.7106481,0.96188205,0.8264116,1.0001101,1.0068737,0.312,0.9751724,0.658,0.8712575,0.48,0.386
Hedgehog signaling pathway Homo sapiens hsa04340,0.5717865,0.22667351,0.5524599,0.39228785,0.608174,0.60221404,0.9557962,0.6367281,1.2756621,1.1552507,0.92849886,0.95849484,0.592,0.94227767,0.073,0.26124567,0.868,0.701
Hematopoietic cell lineage Homo sapiens hsa04640,0.6335052,-0.38841394,0.39131096,-0.43560457,0.59861374,0.56909806,1.0628769,-1.208742,0.9111656,-1.3666887,0.9120501,0.9043567,0.337,0.19160105,0.6986987,0.075,0.913,0.927
Hepatitis B Homo sapiens hsa05161,0.5686676,0.3292722,0.4200249,0.24366385,0.63160574,0.6121385,0.97120655,1.1164349,1.0120546,0.8477099,0.9917226,1.0047271,0.59,0.2597015,0.473,0.77198696,0.577,0.45
Hepatitis C Homo sapiens hsa05160,0.64067507,0.33552584,0.3458093,0.2723852,0.6431702,0.61893606,1.0815051,1.0915095,0.82306165,0.908555,1.0036093,1.0096414,0.257,0.31554878,0.897,0.6275753,0.451,0.411
Herpes simplex infection Homo sapiens hsa05168,0.5667327,0.38962197,0.3765403,0.3321004,0.6622517,0.6419057,0.96287686,1.340302,0.91237456,1.14606,1.0408108,1.0535928,0.618,0.04270987,0.775,0.21732026,0.131,0.099
Hippo signaling pathway Homo sapiens hsa04390,0.66805196,-0.21401246,0.37027383,0.29404148,0.63055235,0.60168684,1.1346364,-0.8298924,0.8994297,1.0533828,0.9932461,0.9914867,0.078,0.8798701,0.818,0.36309522,0.557,0.557
Histidine metabolism Homo sapiens hsa00340,0.49728182,-0.3381715,0.49236473,-0.29754564,0.77865565,0.7606948,0.80147517,-0.81531185,1.0272186,-0.70031834,1.1209221,1.1320776,0.81781375,0.70851064,0.47478992,0.85862786,0.13813815,0.134
Homologous recombination Homo sapiens hsa03440,0.5974489,0.32265082,0.53430843,0.3074661,0.6610605,0.6470655,0.99199504,0.83532614,1.198885,0.8244548,0.9845276,1.0052732,0.503,0.6786941,0.19095477,0.7277778,0.582,0.454
Huntington's disease Homo sapiens hsa05016,0.5171422,0.22693907,0.40264034,-0.24637967,0.67318785,0.64946294,0.8764356,0.7897695,0.97598815,-0.96219033,1.062496,1.0708792,0.895,0.86221594,0.608,0.5663717,0.04,0.027
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.46979368,-0.38391897,0.36148885,-0.28635195,0.6087254,0.5924969,0.7930114,-1.3196757,0.8599676,-0.98376435,0.9414018,0.9562113,0.933,0.06557377,0.813,0.47545218,0.87,0.797
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.54432994,0.36198536,0.40521824,0.21227899,0.6814307,0.66920364,0.9191722,1.0024788,0.9288907,0.5964286,1.0319357,1.0557681,0.664,0.4641638,0.652,0.97837836,0.314,0.213
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.5368384,-0.2513811,0.4301154,-0.21495749,0.56133145,0.5420942,0.896182,-0.8569547,1.0127151,-0.7242368,0.8690275,0.8778965,0.758,0.7118644,0.489,0.94623655,0.994,0.99
Influenza A Homo sapiens hsa05164,0.5816315,0.3745629,0.41872713,-0.18265949,0.6119318,0.5800161,0.9893757,1.2486788,1.0008544,-0.688712,0.9578846,0.94979,0.52,0.10814815,0.497,0.99168974,0.847,0.875
Inositol phosphate metabolism Homo sapiens hsa00562,0.5470775,0.27487576,0.44089583,-0.25886658,0.7018469,0.6720966,0.9124659,0.8203546,1.0290729,-0.8344388,1.0785513,1.0777156,0.702,0.76229507,0.437,0.7578125,0.089,0.098
Insulin resistance Homo sapiens hsa04931,0.5595759,-0.20976043,0.18074073,-0.34144855,0.64046437,0.61688906,0.9480533,-0.75873107,0.42983437,-1.2199193,0.99872196,1.005571,0.651,0.9186047,1.0,0.14285715,0.494,0.443
Insulin secretion Homo sapiens hsa04911,0.4990697,0.31871006,0.3749132,0.26037273,0.59140235,0.57614154,0.8386125,0.9739641,0.8769825,0.794982,0.9132567,0.928624,0.869,0.50621116,0.784,0.81229234,0.936,0.895
Insulin signaling pathway Homo sapiens hsa04910,0.6215641,0.16469997,0.39579538,-0.278662,0.61828995,0.59789884,1.058925,0.54637885,0.95127624,-1.0158864,0.9697434,0.9807993,0.3,1.0,0.653,0.3856383,0.777,0.668
Intestinal immune network for IgA production Homo sapiens hsa04672,0.5517128,0.32069173,0.4165599,0.33441925,0.7454132,0.7081297,0.9032245,0.8127355,0.9155966,0.8516571,1.1116632,1.0992556,0.679,0.7235495,0.6596173,0.63272727,0.082,0.12
Jak-STAT signaling pathway Homo sapiens hsa04630,0.60934085,0.30783576,0.4663542,-0.23467204,0.61780506,0.59839404,1.0347283,1.0266721,1.1107686,-0.8517864,0.9653802,0.9783308,0.389,0.41448382,0.196,0.8044077,0.795,0.672
Legionellosis Homo sapiens hsa05134,0.63907903,0.5036613,0.49109888,0.30393264,0.7051096,0.6500087,1.06166,1.4054396,1.1257901,0.85094494,1.0675265,1.0246428,0.355,0.0864,0.2822823,0.7010135,0.167,0.338
Leishmaniasis Homo sapiens hsa05140,0.5815824,0.29122558,0.46183535,0.2294868,0.6423885,0.61273915,0.97984195,0.84109944,1.0682452,0.6666675,0.98364586,0.98016155,0.515,0.7067545,0.371,0.94772345,0.599,0.611
Leukocyte transendothelial migration Homo sapiens hsa04670,0.42490724,-0.26624036,0.36161876,-0.23220633,0.56799597,0.5385185,0.71583486,-0.9490083,0.85421133,-0.82416135,0.88665503,0.8782393,0.988,0.5405405,0.849,0.7922438,0.998,1.0
Linoleic acid metabolism Homo sapiens hsa00591,0.4677652,0.3389862,0.58379036,-0.51708394,0.53209376,0.53209364,0.75914216,0.74462515,1.1906197,-1.2056538,0.7645059,0.78883266,0.8214286,0.73938227,0.23157895,0.2516269,0.9759519,0.96192384
Long-term depression Homo sapiens hsa04730,0.63742876,0.31878796,0.40723026,-0.36313567,0.6281396,0.6135432,1.0641558,0.91331065,0.93716073,-1.1430289,0.96183145,0.9801148,0.34,0.6079078,0.6346346,0.26010102,0.736,0.589
Long-term potentiation Homo sapiens hsa04720,0.628736,0.22607386,0.4896685,-0.30408546,0.59530324,0.58009124,1.0548179,0.6723219,1.1433722,-0.98832655,0.9164481,0.93275887,0.363,0.94127244,0.232,0.465,0.915,0.859
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.616322,-0.1751604,0.38796768,-0.26825574,0.6392961,0.61485016,1.0461203,-0.6159872,0.92181045,-0.9274298,0.9954948,1.000859,0.363,0.9909639,0.717,0.584,0.527,0.474
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.6403663,-0.2386457,0.3637208,-0.2135201,0.5766685,0.55322933,1.0792347,-0.7787496,0.84126484,-0.67948925,0.8846864,0.88675225,0.295,0.84615386,0.809,0.9454094,0.978,0.968
Lysine degradation Homo sapiens hsa00310,0.543804,-0.35804722,0.5444071,-0.32307696,0.6471176,0.6281614,0.902594,-1.088717,1.2601297,-0.97101873,0.97974175,0.99048674,0.692,0.30890054,0.09309309,0.4878049,0.607,0.548
Lysosome Homo sapiens hsa04142,0.5331615,0.27055457,0.3645103,0.34047115,0.63307476,0.60123557,0.9006103,0.905918,0.87228036,1.1670295,0.9903633,0.9849153,0.786,0.6375546,0.834,0.18811882,0.575,0.619
MAPK signaling pathway Homo sapiens hsa04010,0.5085401,-0.20914108,0.38205087,0.22529727,0.61149144,0.5987635,0.86776125,-0.85607576,0.9370223,0.8431223,0.97060114,0.9951966,0.953,0.870229,0.766,0.83664775,0.846,0.567
Malaria Homo sapiens hsa05144,0.6683019,0.36329868,0.5854961,0.3841055,0.666948,0.64976907,1.1142982,0.90747344,1.2799548,0.960266,0.9881001,1.0024593,0.27855712,0.60548884,0.10372608,0.5072464,0.544,0.466
Maturity onset diabetes of the young Homo sapiens hsa04950,0.8280692,0.6764719,0.6457945,-0.5350524,0.71005917,0.6799602,1.3372027,1.5303587,1.345277,-1.2539333,1.025278,1.0186859,0.07910751,0.046728972,0.073498964,0.17672414,0.411,0.426
Measles Homo sapiens hsa05162,0.67248607,0.19497257,0.38544318,-0.21720935,0.6498766,0.6323114,1.145409,0.6392307,0.9206548,-0.7785719,1.013998,1.0304772,0.131,0.97681606,0.711,0.9012048,0.359,0.242
Melanogenesis Homo sapiens hsa04916,0.5348325,-0.23881179,0.46581846,-0.17467724,0.5981758,0.56772965,0.90392244,-0.8511504,1.1079022,-0.61496645,0.9303449,0.92347443,0.773,0.7536657,0.234,1.0,0.952,0.959
Melanoma Homo sapiens hsa05218,0.672037,-0.2971614,0.55590415,0.30328485,0.61963695,0.58904564,1.1318969,-0.98231775,1.2933456,0.9236496,0.95363396,0.9489254,0.206,0.501292,0.022,0.5815832,0.792,0.801
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.7765938,-0.23605585,0.40632617,0.3013366,0.66520256,0.6634229,1.2882453,-0.6899736,0.9131517,0.80521566,0.9970541,1.0393684,0.076,0.9093079,0.6807229,0.7436823,0.5,0.293
MicroRNAs in cancer Homo sapiens hsa05206,0.57809275,0.3131519,0.4074088,0.311547,0.65433836,0.63320255,0.9891803,1.0790938,0.98586637,1.0899707,1.0314649,1.0426365,0.541,0.30615166,0.552,0.2908012,0.18,0.132
Mineral absorption Homo sapiens hsa04978,0.5116759,-0.28485608,0.3247773,0.32066438,0.6655358,0.631025,0.84441215,-0.83611476,0.73299086,0.86238736,1.0008467,0.99050516,0.791,0.6997691,0.89278555,0.669627,0.476,0.539
Mismatch repair Homo sapiens hsa03430,0.75346196,0.5288329,0.6464059,-0.29145625,0.64541245,0.57009417,1.2317189,1.2944484,1.3944966,-0.77024287,0.94598025,0.8692232,0.14128256,0.15839694,0.038735982,0.7860262,0.72,0.93
Morphine addiction Homo sapiens hsa05032,0.6477075,0.24515638,0.4757202,0.35447448,0.62602216,0.60279554,1.0924623,0.7597517,1.1264017,1.1258953,0.971296,0.97826964,0.245,0.84307694,0.208,0.2442623,0.716,0.653
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.53542954,-0.5341051,0.4979232,-0.41758668,0.75372845,0.7420182,0.8832908,-1.4329275,1.07205,-1.0994341,1.1200227,1.1466217,0.7097097,0.062801935,0.38196555,0.3427896,0.09,0.058
N-Glycan biosynthesis Homo sapiens hsa00510,0.57745755,-0.35316062,0.42796162,-0.3284684,0.6658947,0.62617594,0.9602762,-1.1277754,0.99513245,-1.0195012,1.0161749,0.9971118,0.583,0.28325123,0.517,0.45190156,0.38,0.503
NF-kappa B signaling pathway Homo sapiens hsa04064,0.5147493,0.27369714,0.28506452,0.24861291,0.65461856,0.6369102,0.86497426,0.8696809,0.68044984,0.78419644,1.014855,1.0313814,0.833,0.6854103,0.979,0.82630694,0.37,0.265
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.5210234,0.28397968,0.40328726,0.39902234,0.68030196,0.66890216,0.8712915,0.7740269,0.93499726,1.0895243,1.0250373,1.0543958,0.749,0.7798635,0.6386386,0.35111877,0.351,0.231
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.61357516,0.24598435,0.44805363,-0.2659342,0.6036306,0.5955512,1.0306165,0.7408915,1.0363477,-0.89539844,0.9308738,0.9588817,0.419,0.8541667,0.421,0.68101263,0.915,0.777
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.52526486,0.25883985,0.52512914,0.24368125,0.624445,0.596123,0.89334136,0.8945998,1.2738479,0.85503995,0.9832891,0.982263,0.847,0.6699577,0.004,0.7425897,0.678,0.664
Neurotrophin signaling pathway Homo sapiens hsa04722,0.57340133,0.18353567,0.33460173,0.24379443,0.63017905,0.6079613,0.97046435,0.6208888,0.8051393,0.83796936,0.98713213,0.9969349,0.606,0.9910847,0.933,0.8037975,0.625,0.517
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.4187945,-0.5847326,0.40156394,-0.4928362,0.65480727,0.6376295,0.6855158,-1.5998367,0.8830213,-1.3229562,0.9664567,0.97966266,0.9448898,0.029545454,0.69969666,0.13023256,0.646,0.573
Nicotine addiction Homo sapiens hsa05033,0.63073516,0.37626392,0.48270413,0.21900217,0.72923577,0.71113557,1.0444975,1.0057495,1.0897036,0.57819986,1.0917529,1.1088305,0.396,0.44723618,0.35843372,0.9711191,0.126,0.105
Nitrogen metabolism Homo sapiens hsa00910,0.51647145,-0.33721521,0.41576657,-0.43881595,0.6805736,0.61559904,0.8476735,-0.833452,0.89079654,-1.0887967,0.98807406,0.9284314,0.7530242,0.6732456,0.65474975,0.35,0.5425425,0.7557558
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.5381635,0.2402039,0.3497995,-0.24776508,0.6618115,0.63106686,0.9084355,0.8260576,0.84105605,-0.9574115,1.0422784,1.0375739,0.806,0.8135838,0.915,0.5779037,0.12,0.161
Non-small cell lung cancer Homo sapiens hsa05223,0.7084856,0.397526,0.4805203,0.26918137,0.61625457,0.5809684,1.1865093,1.1536099,1.102882,0.7959007,0.9443516,0.93060404,0.137,0.27841845,0.286,0.7871287,0.825,0.867
Notch signaling pathway Homo sapiens hsa04330,0.65511066,0.24752142,0.4276847,0.3179542,0.6068633,0.5819231,1.0983765,0.70449513,0.98186547,0.9083499,0.92906237,0.93120295,0.284,0.8892562,0.542,0.5872757,0.876,0.851
Nucleotide excision repair Homo sapiens hsa03420,0.5796509,0.31411073,0.43662885,-0.2576469,0.61783534,0.5973216,0.970198,0.9058587,0.9975842,-0.7901498,0.9413472,0.9492147,0.537,0.58377427,0.5205205,0.798627,0.798,0.783
Olfactory transduction Homo sapiens hsa04740,0.3331452,-0.25597087,0.46028435,0.25452778,0.5926259,0.56893885,0.5580042,-0.8181963,1.0618384,0.75137156,0.9035517,0.9043309,1.0,0.77099234,0.372,0.83161515,0.94,0.94
One carbon pool by folate Homo sapiens hsa00670,0.66541517,-0.33538324,0.31307322,-0.3826857,0.82073027,0.8202672,1.0872797,-0.7965765,0.6422431,-0.887918,1.1823775,1.22624,0.35584676,0.7245763,0.89594173,0.62708336,0.06,0.03306613
Oocyte meiosis Homo sapiens hsa04114,0.5272033,-0.28631148,0.3582282,-0.29606944,0.62699926,0.6091561,0.89260113,-1.0338858,0.8589656,-1.070187,0.9798573,0.9967268,0.797,0.34726688,0.846,0.32,0.68,0.514
Osteoclast differentiation Homo sapiens hsa04380,0.51961213,-0.1745708,0.31708494,0.21209645,0.6321545,0.6144319,0.8812745,-0.64095944,0.7602871,0.71125513,0.9869311,1.0043262,0.816,0.9859155,0.961,0.95033115,0.608,0.452
Other glycan degradation Homo sapiens hsa00511,0.7819978,-0.7795971,0.6895596,-0.43976268,0.6538272,0.6234461,1.2589375,-1.7161134,1.3637314,-0.9535226,0.9185623,0.905171,0.15463917,0.01268499,0.0738758,0.51059324,0.7474849,0.7555332
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.70022875,0.3374669,0.46207738,0.28668705,0.6209101,0.5900967,1.1500244,0.89662105,1.0371152,0.75759035,0.9257603,0.9157817,0.22722723,0.61809045,0.47194389,0.79427546,0.834,0.843
Ovarian steroidogenesis Homo sapiens hsa04913,0.527627,0.40240264,0.5582238,-0.27265376,0.6431154,0.6117063,0.87364566,1.0853782,1.2693185,-0.81458026,0.9730966,0.9641097,0.76,0.36531988,0.093,0.76076555,0.651,0.684
Oxidative phosphorylation Homo sapiens hsa00190,0.55803347,-0.17811792,0.4619768,-0.2704625,0.6959976,0.6772748,0.93859947,-0.64705384,1.0984015,-0.97060645,1.0872031,1.1044561,0.684,0.9969325,0.232,0.5104712,0.03,0.016
Oxytocin signaling pathway Homo sapiens hsa04921,0.47539455,-0.26296082,0.36025384,-0.22385217,0.61365145,0.58463764,0.8102638,-1.0163133,0.86858004,-0.8432478,0.96460795,0.96206325,0.964,0.39432177,0.859,0.8304598,0.832,0.841
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.56446403,-0.22369313,0.4247142,0.2654647,0.64144653,0.6175502,0.96866155,-0.9493172,1.0470061,1.0066105,1.02121,1.0299815,0.656,0.61811024,0.304,0.4346591,0.212,0.145
PPAR signaling pathway Homo sapiens hsa03320,0.6629666,0.29770604,0.43847027,0.23834278,0.728163,0.68341124,1.1079675,0.8520158,1.0175471,0.6956349,1.1095762,1.087629,0.243,0.70307165,0.494,0.9039735,0.05,0.11
Pancreatic cancer Homo sapiens hsa05212,0.6252962,0.33218643,0.35852125,0.3055065,0.6502971,0.6229661,1.0471439,1.0141598,0.8359032,0.928794,1.0045092,1.0055784,0.377,0.42694804,0.834,0.5591767,0.459,0.439
Pancreatic secretion Homo sapiens hsa04972,0.56157535,0.40611032,0.43488076,-0.21814777,0.5703335,0.5459966,0.94571704,1.2111225,1.0083278,-0.7233276,0.8778958,0.87780416,0.612,0.20930232,0.496,0.94158876,0.986,0.985
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.5410651,0.37957183,0.4305906,-0.20976919,0.68792343,0.660373,0.87890196,0.87081987,0.9090463,-0.5104603,0.99599016,0.99292827,0.71529174,0.6391382,0.63908994,0.9734513,0.516,0.51
Parkinson's disease Homo sapiens hsa05012,0.56373256,0.31603247,0.4644713,0.22820695,0.6958611,0.6750972,0.94726855,1.0301142,1.1098433,0.7713825,1.0875212,1.1017938,0.654,0.42222223,0.208,0.88412696,0.022,0.013
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.6011422,-0.26181883,0.38688517,-0.39468738,0.6569355,0.632563,1.0114484,-0.8354852,0.8997082,-1.2601571,1.0106454,1.0142603,0.47,0.76902884,0.724,0.12827225,0.409,0.4
Pathways in cancer Homo sapiens hsa05200,0.5490712,0.25790036,0.43935096,0.25070918,0.6095727,0.5799614,0.94311816,0.97810066,1.0896401,0.97792715,0.97333395,0.9693401,0.804,0.4968153,0.132,0.5013405,0.871,0.9
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.44338912,0.28140882,0.37525567,-0.33408755,0.73658466,0.7060056,0.7215143,0.63762325,0.791224,-0.8181932,1.0643342,1.0575055,0.8954774,0.8979206,0.7862357,0.6960168,0.2752753,0.3103103
Pentose phosphate pathway Homo sapiens hsa00030,0.694724,0.36025813,0.48484227,0.4069534,0.6681799,0.6675882,1.1541389,0.9301899,1.1035577,1.0704371,1.0009238,1.0433356,0.215,0.5646853,0.32258064,0.35740742,0.478,0.292
Peroxisome Homo sapiens hsa04146,0.64144945,0.29411554,0.4602871,0.31865266,0.67677385,0.6516258,1.0837584,0.94360405,1.085366,1.0416751,1.0531346,1.0614415,0.257,0.5460218,0.283,0.37458193,0.125,0.102
Pertussis Homo sapiens hsa05133,0.561249,-0.34398344,0.42008057,-0.2628954,0.64758635,0.63245124,0.93890893,-1.1080278,0.98245054,-0.8360993,0.9914499,1.0086223,0.652,0.27339903,0.565,0.7415459,0.53,0.423
Phagosome Homo sapiens hsa04145,0.52498794,0.23663254,0.32534042,0.3125557,0.6495923,0.6262394,0.8902555,0.77819735,0.77794486,1.0412009,1.0153426,1.0235345,0.822,0.8420268,0.946,0.3962264,0.336,0.307
Phenylalanine metabolism Homo sapiens hsa00360,-0.5318679,0.41828695,0.59097815,0.31295443,0.5845613,0.5724839,-1.1419626,0.77940714,1.0937402,0.5972155,0.8065918,0.8119894,0.23863636,0.7199248,0.38818076,0.90697676,0.8956612,0.8923077
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.5289165,0.33418903,0.37245536,0.36662218,0.5936519,0.56042206,0.8835076,1.0616784,0.8822491,1.1706882,0.92159986,0.91069883,0.801,0.3621795,0.79,0.21484992,0.945,0.975
Phospholipase D signaling pathway Homo sapiens hsa04072,0.623161,0.27338988,0.35466123,0.33151168,0.58895004,0.56418437,1.0587474,0.90815014,0.8451259,1.1287655,0.92336345,0.9267453,0.315,0.6420118,0.892,0.2538941,0.974,0.966
Phototransduction Homo sapiens hsa04744,0.6521533,-0.45490232,0.59017235,-0.58434796,0.6624113,0.6495996,1.0775572,-1.1650178,1.2454846,-1.4105412,0.9609697,0.97796965,0.35971943,0.29262674,0.17916666,0.07643312,0.636,0.568
Platelet activation Homo sapiens hsa04611,0.55307126,0.1698885,0.32948196,0.18686317,0.57969385,0.56517667,0.94164217,0.5593811,0.7926401,0.6216452,0.9081511,0.92628753,0.671,0.9984985,0.931,0.99512196,0.989,0.952
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.63528335,0.47418198,0.3817263,0.34466705,0.7501568,0.7017317,1.0416636,1.14063,0.83155763,0.84249157,1.0969744,1.067039,0.409,0.31144464,0.7515213,0.67736185,0.149,0.229
Primary bile acid biosynthesis Homo sapiens hsa00120,0.81527865,-0.5284684,0.5869716,0.33505493,0.70231736,0.66776735,1.318825,-1.2767669,1.2246374,0.74282265,1.0025979,0.9878727,0.09533469,0.2008547,0.19915701,0.78647685,0.5,0.53607213
Primary immunodeficiency Homo sapiens hsa05340,0.6023619,-0.39613295,0.5354493,0.35879442,0.64870805,0.6212116,0.9930163,-1.0484459,1.1930913,0.8885118,0.9611448,0.95553166,0.502,0.40134528,0.22741117,0.6238361,0.653,0.667
Prion diseases Homo sapiens hsa05020,0.7824028,0.408347,0.4926836,-0.38916925,0.5995034,0.5771008,1.2983356,0.99483067,1.077088,-1.0323555,0.88374096,0.88553447,0.101202406,0.47644928,0.3937247,0.41666666,0.902,0.881
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.63530046,0.20915511,0.37170777,-0.20343715,0.63835835,0.6128058,1.0709754,0.6475755,0.8758314,-0.70003575,0.9880717,0.99059635,0.315,0.963964,0.773,0.95392954,0.581,0.571
Prolactin signaling pathway Homo sapiens hsa04917,0.56055975,0.30544394,0.4341916,0.27226105,0.6581877,0.63660306,0.9479363,0.9276062,1.0092149,0.84558403,1.0146126,1.0252092,0.638,0.5961228,0.505,0.7260726,0.378,0.314
Propanoate metabolism Homo sapiens hsa00640,0.7902205,0.1990914,0.37005597,0.33036092,0.62668425,0.5942557,1.3081208,0.5345977,0.83605397,0.8933618,0.9399141,0.92732626,0.049,0.9781879,0.7887324,0.612628,0.791,0.81
Prostate cancer Homo sapiens hsa05215,0.6463501,-0.2208814,0.47808376,0.23400779,0.65890926,0.6406779,1.0937984,-0.7781121,1.1338567,0.7547709,1.0248387,1.0407151,0.24,0.8921283,0.187,0.86728394,0.289,0.205
Proteasome Homo sapiens hsa03050,0.5471896,-0.50409585,0.5065756,0.28560936,0.74829125,0.7104998,0.9149375,-1.5455041,1.1610029,0.8253879,1.1410773,1.1303155,0.7,0.037037037,0.21821822,0.74486303,0.025,0.035
Protein digestion and absorption Homo sapiens hsa04974,0.58020127,-0.29754934,0.40148968,0.24546334,0.6510114,0.61318773,0.9774835,-1.0073129,0.9321685,0.75561506,1.0016857,0.98459595,0.554,0.39402175,0.664,0.8779264,0.479,0.58
Protein export Homo sapiens hsa03060,0.6616207,-0.2563517,0.33399197,0.56416893,0.68582624,0.67090636,1.0857345,-0.6643193,0.7325967,1.4319943,1.0127406,1.0329655,0.3213213,0.8776978,0.8590264,0.08275862,0.426,0.347
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.54948574,0.27189618,0.3525826,0.28471696,0.665583,0.63785994,0.93518317,0.95404387,0.859022,1.0194623,1.0507927,1.0540218,0.758,0.53555876,0.907,0.40882352,0.063,0.059
Proteoglycans in cancer Homo sapiens hsa05205,0.59011185,0.24170202,0.39963076,0.240218,0.5983396,0.57438475,1.004398,0.85874826,0.9721532,0.86972755,0.9464943,0.9503566,0.491,0.77640605,0.616,0.752994,0.952,0.944
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.60541034,-0.2773262,0.44679412,-0.38019967,0.6686869,0.6222589,0.9969081,-0.6949813,0.9401945,-0.9401064,0.97233,0.93949,0.4769539,0.83878505,0.60227275,0.5514223,0.6086086,0.7057057
Purine metabolism Homo sapiens hsa00230,0.583046,-0.19991827,0.38287565,-0.2373784,0.65834874,0.6318683,0.98990625,-0.7675182,0.91920114,-0.9009489,1.0380359,1.0429038,0.536,0.9391026,0.762,0.70170456,0.138,0.118
Pyrimidine metabolism Homo sapiens hsa00240,0.68468285,0.2601672,0.47566617,-0.42097673,0.7002451,0.677891,1.1467464,0.8537422,1.1269534,-1.4996715,1.0939608,1.1064751,0.124,0.72324157,0.185,0.017811704,0.023,0.014
Pyruvate metabolism Homo sapiens hsa00620,0.7551515,-0.54190874,0.4995332,-0.413883,0.64723533,0.60618794,1.2484941,-1.5777853,1.1197797,-1.2151206,0.9745252,0.95032704,0.087,0.027227722,0.27839196,0.18181819,0.634,0.736
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.6553521,0.26669776,0.35588816,0.43374932,0.65769124,0.64544463,1.0931246,0.764999,0.82272536,1.2596589,1.0005816,1.0249451,0.292,0.79935277,0.82965934,0.14594595,0.479,0.349
RNA degradation Homo sapiens hsa03018,0.57613474,-0.25004023,0.50873935,-0.21789454,0.6126043,0.5921134,0.9690267,-0.8432346,1.2045685,-0.7227126,0.9493748,0.95992893,0.555,0.7287671,0.09,0.9429348,0.833,0.756
RNA polymerase Homo sapiens hsa03020,0.545404,0.21505514,0.27003786,-0.32035103,0.67562616,0.6600253,0.89409876,0.5351041,0.58768195,-0.8600941,0.99889505,1.0166309,0.67469877,0.9724138,0.9576186,0.64798206,0.496,0.409
RNA transport Homo sapiens hsa03013,0.5280972,0.26998624,0.34670895,-0.23055957,0.63198864,0.595067,0.8936178,0.9354447,0.8397248,-0.8810437,0.9954633,0.98129225,0.86,0.59,0.921,0.740634,0.543,0.686
Rap1 signaling pathway Homo sapiens hsa04015,0.54060775,-0.19442928,0.37233093,0.31842506,0.6127254,0.57799155,0.9234881,-0.7828342,0.9052566,1.1459843,0.96867293,0.95760405,0.781,0.9612676,0.81,0.20417288,0.827,0.891
