,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.62371784,0.2660421,0.31319878,-0.29499504,0.5171143,0.43438816,1.1123767,0.7801138,0.8615515,-0.9683687,1.0036516,0.9689554,0.239,0.7235495,0.7487487,0.4948025,0.464,0.612
RNA degradation Homo sapiens hsa03018,0.544141,-0.25153935,0.39334357,0.23784256,0.5555114,0.45983425,0.99156934,-0.87424904,1.1215806,0.8644578,1.1054391,1.0606819,0.518,0.60583943,0.254,0.67052025,0.1,0.26
RNA polymerase Homo sapiens hsa03020,0.5684403,0.3489555,0.6038499,-0.3231802,0.5700717,0.49282497,0.9997615,0.9161351,1.5726861,-0.9366372,1.0656309,1.0510832,0.5055055,0.533913,0.009137056,0.5482546,0.3043043,0.34569138
RNA transport Homo sapiens hsa03013,0.43617842,0.24456024,0.21945632,0.23055837,0.5183025,0.44689047,0.8094915,0.8562828,0.6454906,0.9217475,1.053157,1.0575494,0.978,0.6625767,0.996,0.62643677,0.184,0.215
Rap1 signaling pathway Homo sapiens hsa04015,0.49330518,0.22511037,0.35038888,0.2563603,0.45115942,0.3720451,0.9222989,0.8313299,1.0559322,1.0796393,0.9275758,0.8937947,0.831,0.7638484,0.319,0.26728973,0.924,0.96
Ras signaling pathway Homo sapiens hsa04014,0.45018697,0.19299255,0.33558986,0.18962632,0.45140275,0.37001354,0.84065205,0.72198313,1.0114342,0.80162954,0.9319428,0.89261645,0.976,0.9419847,0.462,0.91544116,0.91,0.963
Regulation of actin cytoskeleton Homo sapiens hsa04810,0.46822348,0.26347366,0.3253972,-0.19974355,0.4624213,0.3943033,0.87305427,0.97816324,0.9779515,-0.83792216,0.9513965,0.9442676,0.931,0.4557721,0.586,0.83505154,0.83,0.82
Regulation of autophagy Homo sapiens hsa04140,0.70161426,-0.2589209,0.46679586,0.4148855,0.50534195,0.4303263,1.2145634,-0.67415804,1.1469456,1.1045387,0.91651034,0.888234,0.17369477,0.8865248,0.29115227,0.3139535,0.7309237,0.7532598
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.5032694,0.4173085,0.39873248,0.2943348,0.48890078,0.38958952,0.90456474,1.2445544,1.1114777,0.9643505,0.95326644,0.8781574,0.749,0.18709677,0.30961925,0.5223301,0.681,0.865
Renal cell carcinoma Homo sapiens hsa05211,0.59099746,0.42825624,0.33615017,0.38878438,0.37273106,0.32477203,1.0677572,1.3600667,0.95421004,1.3473874,0.73869824,0.74223703,0.325,0.08681135,0.593,0.07904412,0.999,0.998
Renin secretion Homo sapiens hsa04924,0.5613909,0.36414647,0.5179223,-0.16179094,0.46388933,0.4236804,1.0133638,1.0383346,1.3947942,-0.50533,0.9000026,0.9454235,0.464,0.38193345,0.03009027,0.99176955,0.834,0.673
Renin-angiotensin system Homo sapiens hsa04614,0.50977504,0.29905146,0.5884517,-0.24931891,0.50849444,0.5017843,0.86978424,0.7106635,1.4070879,-0.61066705,0.9133806,1.0161963,0.7190669,0.8301226,0.061027836,0.9389474,0.69959676,0.44410875
Retinol metabolism Homo sapiens hsa00830,0.5034991,-0.40575647,0.26867303,-0.5435516,0.611167,0.5550984,0.88110304,-1.0344809,0.65482205,-1.4007169,1.094876,1.1402185,0.7022133,0.39139786,0.9018789,0.092,0.25903615,0.2004008
Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.5462663,0.36776948,0.38477856,0.3252569,0.43389863,0.3897043,0.99403507,1.2189138,1.1007181,1.1886666,0.865845,0.8998574,0.519,0.18040435,0.261,0.17120622,0.966,0.878
Rheumatoid arthritis Homo sapiens hsa05323,0.595872,-0.28103206,0.417612,-0.31286913,0.48674065,0.42981932,1.0920964,-0.94516474,1.1899531,-1.0943775,0.9623975,0.98148626,0.236,0.46547315,0.149,0.31237322,0.651,0.546
Ribosome Homo sapiens hsa03010,0.57914865,0.3262268,0.27470118,0.3431325,0.45225692,0.39541715,1.0663275,1.1184316,0.7963513,1.3082054,0.90755606,0.92003435,0.28,0.27932099,0.901,0.08534323,0.916,0.838
Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.536101,-0.25480866,0.19770227,-0.27210853,0.49688074,0.42603505,0.9770389,-0.8851295,0.55015075,-0.95046645,0.97963864,0.9710627,0.57,0.5984042,0.987,0.52662724,0.582,0.595
SNARE interactions in vesicular transport Homo sapiens hsa04130,0.62825453,0.39405072,0.38641456,-0.45114508,0.58427805,0.48083454,1.1254765,1.1175338,1.0353024,-1.3729272,1.1087903,1.0455595,0.247,0.3105263,0.45262095,0.12210526,0.162,0.348
Salivary secretion Homo sapiens hsa04970,0.51786566,0.47902063,0.48097065,0.27699447,0.4775045,0.40278378,0.93581575,1.4358767,1.3529496,0.9320239,0.9284803,0.90286285,0.681,0.0846395,0.043,0.5548902,0.791,0.809
Salmonella infection Homo sapiens hsa05132,0.54970235,0.33274886,0.32424718,-0.29935092,0.5195032,0.42684618,0.999777,1.0565208,0.92659867,-1.0609015,1.0373226,0.9810296,0.501,0.35166666,0.668,0.3545082,0.311,0.558
Selenocompound metabolism Homo sapiens hsa00450,0.6928658,-0.1623759,0.37724185,-0.30589727,0.7474175,0.6921759,1.1665479,-0.38131845,0.8787474,-0.7291785,1.2913442,1.3368694,0.24974619,1.0,0.669924,0.8095238,0.054380666,0.038500506
Serotonergic synapse Homo sapiens hsa04726,0.562181,0.33348522,0.3870016,0.3237996,0.40531206,0.33043852,1.0261697,1.0803457,1.1060485,1.1547391,0.8081526,0.76343864,0.409,0.32232705,0.281,0.23005566,0.998,0.998
Shigellosis Homo sapiens hsa05131,0.65529007,-0.19590941,0.40932587,-0.3019889,0.48178127,0.40479267,1.1864544,-0.65231544,1.1614058,-1.0702281,0.9450176,0.91836095,0.074,0.95165396,0.1891892,0.33675563,0.726,0.808
Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,0.45653728,-0.1951882,0.30799907,0.21670455,0.45927116,0.38175088,0.8404963,-0.7391527,0.91218126,0.87079924,0.9361373,0.906924,0.948,0.91530055,0.752,0.7461832,0.851,0.905
Small cell lung cancer Homo sapiens hsa05222,0.4885146,0.2954828,0.29277426,0.26974043,0.49722555,0.4140589,0.8921953,0.97047144,0.8390552,0.9865793,0.9929355,0.95887345,0.8,0.47974068,0.828,0.50870407,0.532,0.661
Sphingolipid metabolism Homo sapiens hsa00600,0.44174784,0.4561113,0.23148984,0.2861621,0.5119662,0.45678705,0.7850747,1.2778468,0.6244937,0.89275646,0.9755841,0.9947821,0.902,0.15762712,0.94768614,0.6164383,0.572,0.5065065
Sphingolipid signaling pathway Homo sapiens hsa04071,0.49220222,0.35812318,0.250496,0.30768955,0.46800774,0.38045377,0.9007221,1.2450467,0.73248434,1.1869102,0.9462348,0.89176375,0.847,0.16992481,0.967,0.15637065,0.792,0.92
Spliceosome Homo sapiens hsa03040,0.46479964,0.21968128,0.31066963,0.22644557,0.49539092,0.44363016,0.8570546,0.7554852,0.9207456,0.88790494,1.0061824,1.0482534,0.92,0.84615386,0.704,0.6987522,0.456,0.248
Staphylococcus aureus infection Homo sapiens hsa05150,0.3926557,-0.24900794,0.57099545,-0.3074931,0.6038408,0.54574555,0.6684342,-0.64467233,1.4016426,-0.81742233,1.1009434,1.1294125,0.9465726,0.8893709,0.060479667,0.7362205,0.23023023,0.20962888
Starch and sucrose metabolism Homo sapiens hsa00500,0.6078593,0.24406093,0.50718,-0.40745145,0.49395227,0.47577426,1.0690097,0.6547105,1.3047233,-1.1766713,0.9299895,1.0198946,0.36936936,0.9084507,0.115384616,0.24731183,0.713,0.422
Steroid biosynthesis Homo sapiens hsa00100,0.4662484,0.22196826,0.22842295,0.335662,0.6136148,0.5236656,0.81247413,0.5553697,0.56291527,0.88692343,1.1166953,1.0751787,0.7941767,0.95644283,0.9529781,0.6199187,0.1981982,0.30792376
Steroid hormone biosynthesis Homo sapiens hsa00140,0.59214246,-0.72287625,0.56286407,-0.40655005,0.5282857,0.48071572,1.0269799,-1.895309,1.3975439,-1.0451152,0.96563864,0.9927088,0.45223576,0.013274336,0.06742739,0.38979593,0.572,0.50901806
Synaptic vesicle cycle Homo sapiens hsa04721,0.6162374,-0.32694823,0.3593552,-0.40401182,0.44500035,0.40748858,1.1136959,-1.0932677,1.0138327,-1.3643336,0.86993706,0.9203196,0.219,0.29187816,0.4814815,0.0862423,0.939,0.777
Systemic lupus erythematosus Homo sapiens hsa05322,0.31201404,-0.31285316,0.3870019,-0.40289918,0.5766561,0.51554126,0.5436618,-0.8831701,1.0075039,-1.1478506,1.0757573,1.0991209,0.991,0.5869565,0.48676172,0.27327934,0.249,0.225
T cell receptor signaling pathway Homo sapiens hsa04660,0.44445542,0.24650864,0.2723972,0.27496013,0.51605034,0.42811918,0.81226677,0.8173622,0.7881714,1.0141146,1.0322628,0.99323237,0.929,0.73146623,0.893,0.41935483,0.348,0.511
TGF-beta signaling pathway Homo sapiens hsa04350,0.47495124,-0.28700632,0.33225885,0.23962341,0.43076995,0.3773463,0.87053335,-0.95623285,0.94523543,0.82690454,0.8513404,0.8611439,0.846,0.44908616,0.632,0.76459146,0.966,0.934
TNF signaling pathway Homo sapiens hsa04668,0.55724347,0.2913284,0.33151007,0.28411794,0.4906801,0.40631002,1.0235988,0.98481554,0.9696428,1.0839089,0.9876131,0.9491848,0.426,0.44283414,0.568,0.33017078,0.557,0.716
Taste transduction Homo sapiens hsa04742,0.6411417,0.57311815,0.6020909,0.45594501,0.5882107,0.5354315,1.1530792,1.6289803,1.6321601,1.4111494,1.130351,1.1793935,0.186,0.04597701,0.0,0.074074075,0.107,0.074
Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.47339302,0.6310071,0.45562,0.46927527,0.48221228,0.39245325,0.82786196,1.6513602,1.1692761,1.3233333,0.8936042,0.82549065,0.8246493,0.04280822,0.27987742,0.14314516,0.794,0.895
Thyroid cancer Homo sapiens hsa05216,0.69686896,0.47414845,0.35073707,0.5031129,0.45607358,0.40723518,1.2234347,1.2426997,0.90646094,1.423848,0.85311097,0.8656885,0.14128256,0.19727892,0.61890244,0.064449064,0.886,0.8128128
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.53547025,0.27658007,0.39686772,0.25366592,0.4884392,0.41981813,0.9850076,0.95250386,1.1547492,0.96566564,0.986485,0.98449373,0.556,0.49776453,0.158,0.5117647,0.566,0.557
Thyroid hormone synthesis Homo sapiens hsa04918,0.6034748,0.5065521,0.45787784,0.3471102,0.4721273,0.42823106,1.0880332,1.5173075,1.2897615,1.1634727,0.9185833,0.9580766,0.273,0.061769616,0.084,0.21485944,0.807,0.631
Tight junction Homo sapiens hsa04530,0.5338204,0.1935256,0.21247414,0.3229949,0.48182625,0.4122837,0.9861007,0.66571283,0.6209003,1.2540323,0.9763032,0.97290856,0.557,0.9561271,0.997,0.11045365,0.633,0.624
Toll-like receptor signaling pathway Homo sapiens hsa04620,0.5633582,0.33393028,0.2480526,0.26925138,0.47225586,0.37495995,1.0217496,1.0690601,0.7123718,0.93848395,0.9376469,0.85836977,0.438,0.34634146,0.934,0.5547025,0.754,0.936
Toxoplasmosis Homo sapiens hsa05145,0.51396734,0.3550712,0.27273792,0.22080712,0.44562244,0.35127673,0.9405797,1.1921016,0.800248,0.8369757,0.8946951,0.81865466,0.71,0.20512821,0.884,0.80196077,0.933,0.993
Transcriptional misregulation in cancer Homo sapiens hsa05202,0.5524322,0.4223493,0.33082584,0.287404,0.5197872,0.46434,1.0237031,1.5304502,0.97795796,1.1520412,1.055394,1.0987248,0.414,0.03327787,0.569,0.19337016,0.169,0.078
Tryptophan metabolism Homo sapiens hsa00380,0.5316651,0.17263573,0.44642946,0.2903699,0.46368444,0.4158323,0.95219845,0.4839974,1.189743,0.87249345,0.8824733,0.915023,0.622,0.987931,0.21349446,0.652439,0.843,0.73
Tuberculosis Homo sapiens hsa05152,0.48351368,-0.23497763,0.3514596,-0.30648488,0.46142358,0.38567805,0.8941579,-0.88502765,1.0390062,-1.1977658,0.9399951,0.9117946,0.852,0.60882354,0.421,0.15071283,0.845,0.885
Type I diabetes mellitus Homo sapiens hsa04940,0.50062805,0.33475277,0.4514761,0.23227227,0.48341125,0.46774855,0.85256994,0.78590137,1.058595,0.5529825,0.85602075,0.9288319,0.72865856,0.7168784,0.42004263,0.96161616,0.8098098,0.6287726
Type II diabetes mellitus Homo sapiens hsa04930,0.5577473,-0.26575842,0.26135918,-0.34686556,0.4275808,0.35100314,0.98344046,-0.8149419,0.71718055,-1.0985409,0.8245554,0.7779523,0.551,0.71428573,0.9049049,0.28830644,0.961,0.975
Tyrosine metabolism Homo sapiens hsa00350,0.6242578,0.32943845,0.38313553,0.3686043,0.4912806,0.4156449,1.0967607,0.8254547,0.93305224,0.9556039,0.88681823,0.85200906,0.34242424,0.6613475,0.60440713,0.5279851,0.778335,0.801005
Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.5816747,-0.26009423,0.32918152,0.20672616,0.46327564,0.41945812,1.075171,-0.94888264,0.9755373,0.80002946,0.94219524,0.98977906,0.222,0.464986,0.578,0.88030887,0.821,0.547
VEGF signaling pathway Homo sapiens hsa04370,0.50171655,0.28106502,0.23669186,0.3266354,0.5251309,0.42239445,0.9041283,0.8928038,0.6664817,1.0988681,1.032303,0.9610943,0.743,0.5906149,0.9569138,0.31384015,0.363,0.623
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.5818489,-0.27278447,0.26516804,-0.3246283,0.5142862,0.43908826,1.0548348,-0.8483786,0.72302896,-1.0418531,0.9950082,0.9760732,0.367,0.6105769,0.8878879,0.37621832,0.51,0.557
Vascular smooth muscle contraction Homo sapiens hsa04270,0.5285206,0.27656552,0.43425694,0.19875085,0.45421487,0.3759333,0.97343904,0.90477973,1.2467239,0.72522265,0.90959054,0.87107563,0.6,0.5808937,0.058,0.9300567,0.897,0.941
Vasopressin-regulated water reabsorption Homo sapiens hsa04962,0.5036481,0.3460155,0.29457006,0.21366858,0.5882408,0.51241326,0.9046054,1.0212827,0.79979086,0.66410255,1.1434374,1.1365086,0.722,0.40947548,0.8316633,0.93320966,0.092,0.134
Vibrio cholerae infection Homo sapiens hsa05110,0.6593346,-0.33022696,0.42876494,-0.28638947,0.47915044,0.42472464,1.1821591,-1.0284152,1.1886964,-0.92657703,0.9293555,0.946703,0.119,0.35858586,0.19057171,0.55490196,0.757,0.663
Viral carcinogenesis Homo sapiens hsa05203,0.49242333,-0.20839374,0.268069,-0.22878507,0.45955876,0.38001853,0.9138876,-0.7932542,0.80006903,-0.9272663,0.93830305,0.902243,0.82,0.8382353,0.944,0.58099353,0.881,0.938
Viral myocarditis Homo sapiens hsa05416,0.41141024,0.18131703,0.3618248,0.15285282,0.45136407,0.41630515,0.7358157,0.54017687,0.9872839,0.48599753,0.8716173,0.92526597,0.96392787,0.9814815,0.5437186,0.9980769,0.898,0.718
Vitamin digestion and absorption Homo sapiens hsa04977,0.57705265,-0.24162784,0.45241758,0.30410418,0.66903424,0.6365133,1.0073376,-0.6192346,1.1170859,0.7801105,1.2100993,1.3051655,0.49646822,0.9288889,0.33264032,0.76504856,0.077,0.027081244
Wnt signaling pathway Homo sapiens hsa04310,0.5061743,-0.22152185,0.31367472,0.2386918,0.48227683,0.41404596,0.9377045,-0.8168284,0.92978525,0.9408533,0.985692,0.9848957,0.73,0.744382,0.69,0.584,0.562,0.576
alpha-Linolenic acid metabolism Homo sapiens hsa00592,0.36720216,-0.3011565,0.36740616,-0.37336096,0.544489,0.47193646,0.6376805,-0.7743361,0.90058666,-0.9797141,0.9835596,0.96457773,0.9487437,0.72727275,0.6335404,0.46995708,0.5446339,0.563
beta-Alanine metabolism Homo sapiens hsa00410,0.43967494,-0.43622643,0.28288832,-0.5225204,0.49263936,0.4621703,0.7723602,-1.2418172,0.7322486,-1.4835461,0.911302,0.9869683,0.8767535,0.19095477,0.8456105,0.06390978,0.7517518,0.5145145
cAMP signaling pathway Homo sapiens hsa04024,0.46331698,0.28396213,0.36017856,-0.16335218,0.49223986,0.42820138,0.8630836,1.015279,1.0747243,-0.6712001,1.0074172,1.0195372,0.935,0.39085546,0.292,0.993617,0.436,0.37
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.44025064,0.3113892,0.36599818,0.20512865,0.4625323,0.38156658,0.82197094,1.084915,1.0914701,0.8184681,0.94439685,0.9077985,0.971,0.3054755,0.247,0.86923075,0.827,0.913
mRNA surveillance pathway Homo sapiens hsa03015,0.52814955,0.32639924,0.3330972,0.4053153,0.61714524,0.5205445,0.9685164,1.0661551,0.9568042,1.4873129,1.2330276,1.2034668,0.614,0.3197492,0.594,0.026262626,0.001,0.017
mTOR signaling pathway Homo sapiens hsa04150,0.57199574,-0.27919796,0.36231425,0.26317397,0.43621862,0.32801047,1.0302755,-0.87969,1.0187268,0.8718098,0.84815025,0.73912144,0.431,0.5728395,0.492,0.6848249,0.954,0.997
p53 signaling pathway Homo sapiens hsa04115,0.5670502,-0.38839978,0.25722715,-0.2626564,0.55711997,0.44015124,1.0330803,-1.3083997,0.72344977,-0.91761667,1.0985054,1.0043988,0.41,0.13910761,0.9259259,0.5959596,0.143,0.484
