,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate Homo sapiens hsa00532,0.4597537,0.191579,0.2681649,-0.25556147,0.47372538,0.46567214,0.79500324,0.4742529,0.6593313,-0.6787985,0.8665751,0.9631226,0.84321606,0.98724955,0.9078675,0.87903225,0.81287724,0.5847543
Glycosaminoglycan biosynthesis - heparan sulfate / heparin Homo sapiens hsa00534,0.48956406,-0.51156515,0.3852706,-0.30244708,0.48390576,0.43223825,0.84808713,-1.3694861,0.96622294,-0.7994342,0.8870502,0.8954388,0.755287,0.12610619,0.5606996,0.7258065,0.78,0.738
Glycosaminoglycan degradation Homo sapiens hsa00531,0.64239055,-0.39603233,0.3441067,-0.38097844,0.59173894,0.5443631,1.1025913,-0.9422616,0.8274654,-0.9504523,1.0530758,1.0896032,0.3286432,0.50980395,0.72832984,0.5281553,0.35613683,0.2764884
Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,0.7080944,0.36172658,0.56453073,-0.2718503,0.43762073,0.39165562,1.2274466,0.8824768,1.3934128,-0.7194625,0.7946207,0.8029147,0.14859438,0.60068846,0.05192108,0.84928715,0.9379379,0.8898899
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.42445293,-0.42737842,0.35847798,-0.40761137,0.5370936,0.48398307,0.752059,-1.2573608,0.94395673,-1.1975458,1.0038252,1.03318,0.9009009,0.15035799,0.59734964,0.22586873,0.478,0.397
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.69554204,0.20969692,0.17687793,0.29655385,0.60312384,0.5148873,1.2319155,0.56401813,0.46821335,0.82144433,1.1210542,1.0919732,0.10521042,0.95952785,0.9928789,0.7265469,0.162,0.246
GnRH signaling pathway Homo sapiens hsa04912,0.43640056,0.27893984,0.39419222,-0.22544883,0.46717462,0.38451716,0.78805095,0.8926381,1.1260111,-0.7939581,0.92957175,0.88704294,0.937,0.6115445,0.25125125,0.8149688,0.799,0.886
Graft-versus-host disease Homo sapiens hsa05332,0.40154433,0.45636246,0.5444476,0.3510122,0.5299511,0.5269457,0.65450746,0.985509,1.2001423,0.7496421,0.90563524,0.99992794,0.9279661,0.47858474,0.2383592,0.79358715,0.69727546,0.47405902
HIF-1 signaling pathway Homo sapiens hsa04066,0.527923,-0.22096257,0.19319338,-0.29692274,0.5311262,0.4300659,0.964614,-0.7684705,0.5586914,-1.108165,1.0659177,0.9999912,0.636,0.81578946,0.995,0.24744377,0.2,0.48
HTLV-I infection Homo sapiens hsa05166,0.53489596,-0.22934158,0.39831725,-0.20832968,0.47301394,0.390794,0.9997697,-0.91299,1.204849,-0.8931647,0.9775023,0.94382244,0.513,0.58,0.034,0.71428573,0.676,0.849
Hedgehog signaling pathway Homo sapiens hsa04340,0.5245668,-0.24645776,0.5408968,-0.28741232,0.53073186,0.4451531,0.94251657,-0.7603305,1.4861649,-0.9035063,1.0305713,0.98971015,0.654,0.7911548,0.013039118,0.5831579,0.358,0.515
Hematopoietic cell lineage Homo sapiens hsa04640,0.59501636,-0.22759494,0.36182246,-0.3236515,0.4550518,0.4222713,1.0756264,-0.723567,1.0002645,-1.078862,0.88610035,0.94753015,0.3193193,0.85714287,0.5150301,0.29821074,0.871,0.675
Hepatitis B Homo sapiens hsa05161,0.5351874,0.3027967,0.30243123,-0.25300902,0.44698384,0.38292626,0.98914206,1.0626626,0.8942226,-1.0073076,0.90653074,0.90195966,0.549,0.3146965,0.772,0.39544514,0.93,0.918
Hepatitis C Homo sapiens hsa05160,0.54704726,0.2154648,0.33534098,0.28196564,0.53969026,0.43186557,1.0027903,0.74628264,0.9733368,1.0785097,1.0861716,1.006275,0.509,0.8488024,0.57,0.31906614,0.109,0.456
Herpes simplex infection Homo sapiens hsa05168,0.5232732,0.38875702,0.26945984,0.3571288,0.4913096,0.39984983,0.9673394,1.3755275,0.7929823,1.4141152,0.9993229,0.944281,0.63,0.09063893,0.938,0.02414487,0.482,0.775
Hippo signaling pathway Homo sapiens hsa04390,0.57841414,-0.3106409,0.31943765,0.26897383,0.45453522,0.3711372,1.074428,-1.1642518,0.955515,1.0972081,0.93006027,0.88418,0.211,0.21529745,0.643,0.27799228,0.904,0.964
Histidine metabolism Homo sapiens hsa00340,0.42556497,-0.5075458,0.37489933,-0.27471924,0.37332538,0.34311047,0.7192873,-1.231182,0.8607467,-0.63460314,0.65035826,0.6741997,0.8974359,0.18888889,0.6821121,0.89880955,0.99293643,0.97363085
Homologous recombination Homo sapiens hsa03440,0.53974295,0.26577392,0.5101452,-0.2709369,0.5434956,0.4687468,0.9649078,0.6999807,1.3369013,-0.7737615,1.0186795,1.0010778,0.5615616,0.8495575,0.09035533,0.7920998,0.432,0.472
Huntington's disease Homo sapiens hsa05016,0.47453222,0.24871467,0.31533352,-0.25146082,0.47998896,0.4121384,0.88678753,0.88266516,0.9374918,-1.0074811,0.9793996,0.9801188,0.901,0.646434,0.689,0.4020408,0.647,0.611
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.50699055,0.23695068,0.3784639,0.17877543,0.48475128,0.4680246,0.924286,0.76536745,1.0854115,0.6421317,0.96352047,1.075475,0.734,0.79126215,0.316,0.97244096,0.681,0.201
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.5300977,-0.33827654,0.43525746,-0.40791762,0.5950885,0.54247546,0.95195556,-1.042329,1.1960257,-1.2980375,1.1524096,1.2034878,0.626,0.36792454,0.18693468,0.14226805,0.069,0.056
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.5779438,0.27598673,0.40138352,-0.24412686,0.4535352,0.35701415,1.0462737,0.8904825,1.1492622,-0.87079793,0.9055796,0.8252184,0.359,0.5947205,0.209,0.672956,0.879,0.98
Influenza A Homo sapiens hsa05164,0.5520933,0.29756084,0.32466882,-0.2658033,0.49697837,0.40950793,1.0124683,1.026694,0.95034176,-1.0323739,1.0080947,0.96271896,0.465,0.36825886,0.642,0.35220125,0.432,0.667
Inositol phosphate metabolism Homo sapiens hsa00562,0.4153454,-0.23967774,0.29336363,0.21929565,0.45779738,0.3810168,0.7557827,-0.79117346,0.8292073,0.7533824,0.9040336,0.8692913,0.955,0.75342464,0.8118118,0.8613281,0.867,0.903
Insulin resistance Homo sapiens hsa04931,0.53142446,-0.2502053,0.23592043,-0.27648303,0.48903048,0.4341012,0.9686932,-0.87589055,0.6829684,-1.034764,0.98394454,1.0150684,0.632,0.59279776,0.983,0.39501038,0.59,0.411
Insulin secretion Homo sapiens hsa04911,0.555245,0.4026984,0.38324505,0.20919923,0.47501427,0.419028,1.0112305,1.2558714,1.086695,0.7409507,0.9382478,0.9563813,0.471,0.16718267,0.327,0.9115385,0.776,0.652
Insulin signaling pathway Homo sapiens hsa04910,0.5359015,-0.2311639,0.3349696,-0.27589628,0.43447712,0.3812621,0.98606646,-0.8551047,0.9876049,-1.0806346,0.8822623,0.9010976,0.575,0.65675676,0.546,0.28194726,0.972,0.917
Intestinal immune network for IgA production Homo sapiens hsa04672,0.67229164,0.33810553,0.37784746,0.31177,0.5664739,0.51741236,1.1840396,0.92129,0.99755496,0.8818503,1.0590065,1.1061318,0.1513026,0.5467372,0.51127046,0.610338,0.306,0.225
Jak-STAT signaling pathway Homo sapiens hsa04630,0.5211683,0.25903872,0.40547535,-0.17234093,0.44192594,0.37574387,0.96040726,0.89139575,1.1979144,-0.65574104,0.89765906,0.8876472,0.643,0.6380091,0.094,0.98350513,0.953,0.929
Legionellosis Homo sapiens hsa05134,0.56426364,-0.32595366,0.58662224,-0.2543263,0.45292404,0.36422327,1.017682,-1.0328633,1.5823437,-0.81430256,0.87575346,0.8104343,0.465,0.35238096,0.0,0.7433265,0.88,0.948
Leishmaniasis Homo sapiens hsa05140,0.5166218,0.30983317,0.38872442,-0.254532,0.48279327,0.39870548,0.93786365,0.9404176,1.0936921,-0.8544349,0.9451885,0.89311355,0.672,0.4950166,0.32497492,0.70893973,0.717,0.832
Leukocyte transendothelial migration Homo sapiens hsa04670,0.4302266,0.24421853,0.27878758,0.22179253,0.5004811,0.4120495,0.7868925,0.8048804,0.814413,0.8315493,1.0056902,0.95734555,0.966,0.7601881,0.857,0.8051948,0.455,0.681
Linoleic acid metabolism Homo sapiens hsa00591,0.37410063,-0.33067963,0.44495562,-0.37382156,0.5565578,0.4615422,0.6371395,-0.79673845,1.0444485,-0.92228323,0.9869153,0.91831464,0.9398573,0.6967033,0.4439701,0.5516529,0.52816904,0.65656567
Long-term depression Homo sapiens hsa04730,0.58196074,0.25255263,0.3412988,0.32415545,0.40920147,0.35588026,1.0525205,0.7756457,0.95015466,1.0721039,0.79886377,0.8026157,0.377,0.76986754,0.5965966,0.346,0.986,0.975
Long-term potentiation Homo sapiens hsa04720,0.60218674,0.30881798,0.39283845,0.31382364,0.46832374,0.39748132,1.0877978,0.93702,1.099812,1.0502069,0.91499054,0.89980125,0.287,0.528754,0.3023023,0.38356164,0.837,0.82
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.5640132,-0.25969,0.29244685,-0.3707804,0.48583817,0.43591616,1.0319304,-0.8822138,0.8470843,-1.3686227,0.9704891,1.0136389,0.4,0.53405994,0.83,0.06832298,0.639,0.423
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.5807302,0.30784628,0.3438003,-0.32113355,0.48537788,0.42538637,1.0500519,0.9612048,0.97445565,-1.108969,0.94985193,0.9641463,0.361,0.49665552,0.5735736,0.29400387,0.694,0.621
Lysine degradation Homo sapiens hsa00310,0.5235619,0.35006344,0.26666695,0.3834182,0.57303226,0.5109693,0.9323921,0.9817534,0.7209737,1.1720012,1.0944362,1.1174111,0.648,0.44880545,0.8710977,0.22796935,0.202,0.17417417
Lysosome Homo sapiens hsa04142,0.59829086,-0.26338246,0.2845282,-0.36376977,0.5166207,0.4519936,1.1007893,-0.9244251,0.8332365,-1.4107912,1.0405644,1.0561692,0.151,0.47592068,0.861,0.038910504,0.256,0.218
MAPK signaling pathway Homo sapiens hsa04010,0.48696718,0.31450728,0.3686702,0.2769543,0.48149216,0.40368265,0.9143948,1.1837821,1.1130958,1.1902387,0.9947733,0.9753552,0.882,0.18541034,0.135,0.13099632,0.552,0.653
Malaria Homo sapiens hsa05144,0.6285203,0.2817428,0.5363762,-0.30085346,0.5498898,0.4982894,1.1131986,0.75582695,1.3968052,-0.87552184,1.0421597,1.0657811,0.2775551,0.7939609,0.046605878,0.62033194,0.349,0.307
Maturity onset diabetes of the young Homo sapiens hsa04950,0.7766882,-0.77432543,0.606821,-0.2994674,0.51011604,0.40132725,1.3376858,-1.9875236,1.46814,-0.77178156,0.92702466,0.82621795,0.054271355,0.015873017,0.020661157,0.772,0.7014028,0.8551308
Measles Homo sapiens hsa05162,0.5783759,0.25704253,0.27469414,-0.28640157,0.45511612,0.3835622,1.0609423,0.863533,0.79686046,-1.0537727,0.91342187,0.8901593,0.315,0.64440995,0.886,0.33802816,0.897,0.925
Melanogenesis Homo sapiens hsa04916,0.5428714,0.24522111,0.4297553,0.23690784,0.51023513,0.4542335,0.9973012,0.81605196,1.2421831,0.88723797,1.0251813,1.0589863,0.506,0.7284345,0.06212425,0.6780303,0.377,0.239
Melanoma Homo sapiens hsa05218,0.518715,0.35959125,0.45241562,0.25269267,0.4596135,0.37691218,0.94485587,1.1341336,1.2975813,0.8892351,0.9148718,0.868447,0.682,0.2587646,0.054,0.63273454,0.858,0.902
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.6285732,-0.38851765,0.36019474,-0.42411765,0.5145937,0.49806494,1.111305,-1.1700021,0.96337646,-1.2638451,0.9695793,1.0820161,0.25425425,0.23167849,0.57042253,0.15947467,0.599,0.266
MicroRNAs in cancer Homo sapiens hsa05206,0.49700835,0.19528122,0.2885404,0.24928474,0.49620223,0.42456225,0.9252559,0.69148767,0.8582912,1.0084594,1.0147539,1.0098178,0.81,0.94356006,0.849,0.4189189,0.411,0.454
Mineral absorption Homo sapiens hsa04978,0.47859934,0.303754,0.29150134,-0.24453877,0.45683867,0.42811608,0.85421014,0.82735026,0.7932525,-0.7195061,0.86761254,0.9289287,0.776,0.68085104,0.795569,0.85200846,0.865,0.695
Mismatch repair Homo sapiens hsa03430,0.60389173,0.30503544,0.36364758,0.36184087,0.5833312,0.4831756,1.0617373,0.79676473,0.92391527,1.0005649,1.08103,1.0250509,0.3767535,0.69982547,0.60985625,0.45833334,0.266,0.4174174
Morphine addiction Homo sapiens hsa05032,0.45878062,-0.43536487,0.35491645,0.35723403,0.52171355,0.453932,0.8369931,-1.4591942,1.013693,1.2807333,1.0398686,1.045319,0.897,0.113456465,0.471,0.11133603,0.307,0.294
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.4373823,0.33937398,0.24535221,-0.37749287,0.62045455,0.5320932,0.7611463,0.8518476,0.6142345,-1.0033484,1.1349621,1.0993503,0.86130655,0.6220615,0.9172699,0.43913043,0.166,0.269
N-Glycan biosynthesis Homo sapiens hsa00510,0.56938237,0.35058382,0.39529538,0.16547357,0.5541296,0.49316737,1.0279592,1.0710853,1.0951685,0.5374056,1.0747316,1.1019006,0.442,0.34608695,0.34202608,0.99416345,0.217,0.167
NF-kappa B signaling pathway Homo sapiens hsa04064,0.5178353,-0.21824302,0.25858563,0.25701487,0.5421343,0.45579103,0.9460362,-0.7636242,0.74103075,0.93676144,1.0785134,1.0479925,0.676,0.8325,0.927,0.5919118,0.154,0.305
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.48713213,0.3413369,0.40436706,-0.2702776,0.5394615,0.41967806,0.8722859,1.0009948,1.1085547,-0.85949117,1.0406892,0.9256229,0.779,0.42556918,0.30360723,0.6584867,0.331,0.718
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.49710822,0.24433106,0.2612846,0.27185127,0.39257085,0.30366078,0.89952815,0.77986175,0.7368628,0.9461721,0.7779255,0.6952554,0.779,0.7869919,0.924,0.54770994,0.996,1.0
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.48130703,0.38069636,0.49298126,0.25476566,0.4671759,0.4254704,0.89567727,1.3717881,1.462432,1.0370873,0.95048875,1.0115854,0.885,0.08271787,0.0,0.38142294,0.807,0.425
Neurotrophin signaling pathway Homo sapiens hsa04722,0.51599956,-0.18102908,0.26666757,0.22829255,0.50044525,0.42214406,0.94937575,-0.64627844,0.7882459,0.896497,1.0123539,0.99434865,0.681,0.9774648,0.927,0.68244576,0.413,0.523
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.3640094,0.2794971,0.3660022,0.23817481,0.5491472,0.4692775,0.63732237,0.7157058,0.9309829,0.65428597,1.0109162,0.98356736,0.95987964,0.8342441,0.60410255,0.9140461,0.45945945,0.5300601
Nicotine addiction Homo sapiens hsa05033,0.41807467,0.31032246,0.45534727,0.23452851,0.5036662,0.43667597,0.7467136,0.89342993,1.2294419,0.73301923,0.95365036,0.95035064,0.928,0.5538194,0.14889336,0.861167,0.663,0.657
Nitrogen metabolism Homo sapiens hsa00910,0.50051373,0.41267782,0.48485434,0.22235247,0.39921048,0.33300412,0.85858005,0.99389356,1.1807255,0.5564217,0.7217597,0.6781907,0.72036475,0.45898777,0.2637131,0.960334,0.98296595,0.98790324
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.48819488,0.18032214,0.20834479,-0.29131588,0.46810776,0.39175847,0.90569216,0.6445595,0.6134944,-1.1523905,0.95457596,0.93036145,0.832,0.9844961,0.998,0.17829457,0.782,0.852
Non-small cell lung cancer Homo sapiens hsa05223,0.603017,0.31248873,0.39101687,0.29523426,0.48023623,0.3740856,1.0868039,0.97370505,1.0897532,0.9941942,0.946436,0.85132,0.283,0.45945945,0.33233234,0.45961538,0.717,0.927
Notch signaling pathway Homo sapiens hsa04330,0.6197054,-0.30199987,0.40701535,0.40569732,0.53787136,0.4603891,1.1176536,-0.9490002,1.1294017,1.326601,1.0487727,1.0323263,0.244,0.4626506,0.27281845,0.091451295,0.314,0.366
Nucleotide excision repair Homo sapiens hsa03420,0.6061314,-0.2794517,0.351988,0.25918967,0.5141894,0.42450687,1.0854235,-0.86887825,0.9707986,0.8450812,0.9952434,0.9429605,0.28,0.6053269,0.5511022,0.6933594,0.482,0.693
Olfactory transduction Homo sapiens hsa04740,0.439594,0.46449748,0.51840293,-0.14481103,0.56165016,0.5151797,0.79506576,1.312675,1.4240558,-0.4722962,1.0951842,1.1478506,0.901,0.14119601,0.019019019,1.0,0.16,0.111
One carbon pool by folate Homo sapiens hsa00670,0.65152204,0.3011459,0.6540295,0.38184875,0.67640615,0.6129678,1.1094582,0.71512836,1.5602535,0.94684404,1.2021997,1.227276,0.32385787,0.8193202,0.011752137,0.5245283,0.095,0.09519038
Oocyte meiosis Homo sapiens hsa04114,0.58921945,0.22400936,0.3040417,0.24177206,0.47754464,0.39064696,1.0800042,0.7464693,0.88681823,0.9064246,0.9605895,0.9089758,0.223,0.86137074,0.766,0.64271843,0.718,0.865
Osteoclast differentiation Homo sapiens hsa04380,0.48395544,-0.24780737,0.26606238,-0.24977522,0.46385828,0.37677458,0.890307,-0.88009626,0.7763509,-0.94502795,0.9377129,0.8833992,0.84,0.58221024,0.913,0.54229933,0.796,0.936
Other glycan degradation Homo sapiens hsa00511,0.7788213,-0.4251193,0.7279455,-0.29873937,0.4953808,0.36344388,1.2949535,-0.99497867,1.669625,-0.68330616,0.8594613,0.7036918,0.09119171,0.45657015,0.0032537961,0.85040987,0.79878664,0.95947313
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.70717114,-0.35707542,0.3460987,-0.3482675,0.47293088,0.40166187,1.2429376,-1.0218686,0.89637274,-1.0171794,0.88921654,0.8565154,0.095,0.4086758,0.67204845,0.44444445,0.814,0.8398398
Ovarian steroidogenesis Homo sapiens hsa04913,0.4688247,0.4469587,0.4615017,0.23968957,0.55339795,0.47989568,0.837645,1.2749295,1.2692163,0.75456876,1.0635192,1.0553503,0.838,0.17962003,0.12537614,0.84007704,0.276,0.308
Oxidative phosphorylation Homo sapiens hsa00190,0.546477,0.26884815,0.40446782,-0.25361064,0.49456006,0.44028103,1.0079244,0.8814192,1.169557,-0.93364924,0.9926039,1.0274315,0.49,0.63054186,0.136,0.5694716,0.542,0.36
Oxytocin signaling pathway Homo sapiens hsa04921,0.46831277,0.20459351,0.3394435,-0.18628317,0.49416333,0.43845025,0.8657648,0.7259326,1.0040871,-0.7429975,1.008331,1.0403899,0.917,0.91297936,0.494,0.9618644,0.438,0.285
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.52467287,0.26441422,0.35257798,-0.23147626,0.46126306,0.391615,0.98679745,1.0288547,1.0784053,-1.0170125,0.9583362,0.95303303,0.579,0.38208956,0.23,0.41237113,0.836,0.822
PPAR signaling pathway Homo sapiens hsa03320,0.5675489,-0.18219808,0.51375264,0.19981231,0.46786574,0.41152397,1.0174475,-0.55959785,1.4163407,0.6421506,0.9065227,0.9198317,0.454,0.97164947,0.017034069,0.9610137,0.826,0.758
Pancreatic cancer Homo sapiens hsa05212,0.5032809,-0.21422677,0.30021313,-0.23259144,0.50194037,0.38741887,0.9133078,-0.7323076,0.8445458,-0.82500786,0.9955351,0.88680416,0.751,0.8590425,0.815,0.7564655,0.52,0.885
Pancreatic secretion Homo sapiens hsa04972,0.4977574,0.47931397,0.4408195,0.3571383,0.46585077,0.39854205,0.90873057,1.4990413,1.2600958,1.2413441,0.9190735,0.9070136,0.735,0.06807131,0.083,0.15250966,0.822,0.827
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.5367666,0.3077546,0.3510547,-0.36935467,0.4905642,0.43737772,0.9072223,0.71213716,0.82052886,-0.90859735,0.86544627,0.8768242,0.64453524,0.8257042,0.7285408,0.5782178,0.7821285,0.73413897
Parkinson's disease Homo sapiens hsa05012,0.53806925,0.4776994,0.34194726,0.207705,0.5065375,0.4478702,0.9931624,1.5835348,0.9846742,0.7855903,1.0190468,1.046642,0.531,0.038819876,0.54,0.86720324,0.382,0.275
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.59216213,0.19646153,0.32727185,-0.21161361,0.49218526,0.44724047,1.0688967,0.60933065,0.90958595,-0.6969792,0.96232724,1.00221,0.314,0.9676898,0.685,0.9420601,0.641,0.476
Pathways in cancer Homo sapiens hsa05200,0.4634731,0.3043773,0.364691,0.24361673,0.46910015,0.39384872,0.8755213,1.2028183,1.1188248,1.1121966,0.97875065,0.9615373,0.972,0.12536873,0.08,0.18406072,0.703,0.792
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.5597524,-0.2855302,0.33942872,0.34200096,0.5219887,0.4575472,0.9621607,-0.7311202,0.827743,0.87327987,0.9402093,0.92792183,0.5568983,0.7987013,0.7275574,0.65648854,0.63490474,0.6491935
Pentose phosphate pathway Homo sapiens hsa00030,0.638152,-0.31933436,0.45973784,-0.30628955,0.44411844,0.36298317,1.1229137,-0.94208443,1.1961331,-0.88406354,0.8415194,0.780405,0.258,0.48076922,0.21233569,0.6309013,0.911,0.954
Peroxisome Homo sapiens hsa04146,0.56827265,0.35890555,0.29930964,-0.38640875,0.56173956,0.4889627,1.0431747,1.1733525,0.85836935,-1.3750609,1.1192937,1.1339278,0.359,0.19728915,0.79,0.09037328,0.071,0.073
Pertussis Homo sapiens hsa05133,0.53077376,-0.32294053,0.27956042,-0.26763245,0.4710366,0.39585468,0.95800126,-1.0364232,0.7773875,-0.88122326,0.91904175,0.8866458,0.616,0.33333334,0.848,0.6295546,0.791,0.831
Phagosome Homo sapiens hsa04145,0.4611027,0.22607964,0.31991675,-0.23225515,0.45605037,0.40205687,0.85131425,0.7900803,0.9289123,-0.87613225,0.92026305,0.9410962,0.915,0.8118971,0.688,0.71153843,0.888,0.768
Phenylalanine metabolism Homo sapiens hsa00360,-0.419199,-0.35829777,0.51322836,-0.4624847,0.5645362,0.50615937,-0.95263267,-0.707875,0.9825406,-0.88528687,0.9005279,0.8835475,0.5280899,0.82563025,0.521197,0.62151396,0.6801706,0.6855895
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.43681356,0.2615038,0.3389911,0.23511028,0.4131732,0.36870927,0.8005216,0.8567947,0.9781467,0.8670514,0.82742274,0.856344,0.953,0.6666667,0.559,0.71960783,0.991,0.948
Phospholipase D signaling pathway Homo sapiens hsa04072,0.6117444,0.29287547,0.41122422,0.29807255,0.45424756,0.3734604,1.1365771,1.0202782,1.2100829,1.1825842,0.9267764,0.8876725,0.087,0.39657855,0.058,0.16195858,0.898,0.951
Phototransduction Homo sapiens hsa04744,0.66388977,0.47954634,0.61826986,0.5111368,0.6425465,0.6052453,1.1481546,1.1650401,1.494653,1.2936447,1.1548244,1.2334359,0.27171716,0.25396827,0.033578172,0.15992293,0.1356784,0.08660624
Platelet activation Homo sapiens hsa04611,0.474292,0.26938236,0.29834163,0.2727459,0.45113975,0.36528423,0.87374485,0.90496945,0.8749375,1.0333697,0.9120727,0.85570353,0.872,0.59069765,0.794,0.40892193,0.907,0.969
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.48481017,0.20457576,0.2707291,0.22288594,0.5584007,0.48155755,0.8490317,0.5239591,0.6859369,0.599091,1.0280759,1.0044764,0.7667668,0.98188406,0.8928939,0.935743,0.409,0.4799599
Primary bile acid biosynthesis Homo sapiens hsa00120,0.809091,0.38886747,0.46492198,-0.76223636,0.41219065,0.3767203,1.3665941,0.8461417,1.0349711,-1.7150937,0.7153217,0.7311673,0.05419223,0.66083914,0.45108697,0.012631579,0.9635996,0.9319106
Primary immunodeficiency Homo sapiens hsa05340,0.5671699,-0.26386458,0.39242256,-0.31698343,0.5563869,0.48059943,0.9830474,-0.6924525,0.94682527,-0.8153807,1.0038162,0.9844951,0.540404,0.84162897,0.5647668,0.69979715,0.4884422,0.50553876
Prion diseases Homo sapiens hsa05020,0.74477553,0.2564268,0.25207403,0.4406861,0.45477197,0.43225604,1.2798822,0.62679356,0.61887926,1.1567552,0.8350788,0.9031173,0.07236181,0.91433567,0.9268547,0.28764477,0.8778779,0.7337337
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.5747042,-0.19040662,0.24388595,-0.24627422,0.43395406,0.35200745,1.0372486,-0.64733154,0.7004027,-0.891061,0.86245185,0.8068555,0.394,0.97074467,0.949,0.6673684,0.966,0.99
Prolactin signaling pathway Homo sapiens hsa04917,0.48948655,0.28752506,0.34517294,-0.2687707,0.4775592,0.35611415,0.8867717,0.9173706,0.98884046,-0.95672613,0.9489827,0.8200801,0.822,0.5588697,0.548,0.5102041,0.732,0.976
Propanoate metabolism Homo sapiens hsa00640,0.71315485,-0.39836058,0.27791166,-0.4975124,0.526347,0.4856374,1.2628918,-1.1570992,0.73311824,-1.4647336,0.9848909,1.0443258,0.06906907,0.2722372,0.86565655,0.07471264,0.539,0.362
Prostate cancer Homo sapiens hsa05215,0.5047312,0.3144559,0.44280836,0.25855684,0.44726568,0.35261217,0.9235394,1.062995,1.2843598,0.96438754,0.89666736,0.81950754,0.745,0.3074485,0.045,0.51782364,0.911,0.986
Proteasome Homo sapiens hsa03050,0.6242788,0.42802748,0.3556291,0.3463639,0.54342777,0.4880093,1.1294119,1.2443229,0.9797381,1.1083554,1.0516438,1.0867734,0.217,0.18801996,0.564,0.2963671,0.288,0.223
Protein digestion and absorption Homo sapiens hsa04974,0.50501436,0.33774164,0.3652835,0.23924762,0.5275071,0.41556057,0.9167886,1.052281,1.0309502,0.8324048,1.0475551,0.95205283,0.744,0.3954984,0.446,0.7528517,0.279,0.671
Protein export Homo sapiens hsa03060,0.56469196,-0.36518088,0.34187984,0.37661615,0.53134865,0.38019,0.97999734,-1.0178753,0.88774276,1.0491354,0.9788179,0.7998329,0.5501002,0.4117647,0.6795524,0.40442654,0.539,0.9349349
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.51128703,0.23818922,0.29986873,-0.25803092,0.46164078,0.39311585,0.9493668,0.8697271,0.89882046,-1.0621823,0.9424532,0.93246543,0.733,0.6849315,0.787,0.34166667,0.854,0.854
Proteoglycans in cancer Homo sapiens hsa05205,0.5061096,0.23029037,0.3057352,0.28649876,0.47593778,0.40340203,0.9421625,0.8513439,0.91995037,1.1976339,0.9810207,0.9692944,0.746,0.71597636,0.758,0.10458715,0.626,0.688
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.62496936,0.43423793,0.19754781,0.5039739,0.549515,0.4427723,1.0875299,1.0453048,0.489512,1.303483,0.9953771,0.90608865,0.36794356,0.38489208,0.9769392,0.17296223,0.50651956,0.71428573
Purine metabolism Homo sapiens hsa00230,0.53585917,0.20004594,0.33849892,-0.19443667,0.5197928,0.4462209,0.99459934,0.70927256,1.0100454,-0.77925074,1.0596523,1.0601897,0.515,0.94023323,0.476,0.92957747,0.142,0.187
Pyrimidine metabolism Homo sapiens hsa00240,0.6226503,-0.23457329,0.36431372,0.2558052,0.5146286,0.44675517,1.142978,-0.823685,1.0537162,0.9566045,1.0297718,1.0381898,0.111,0.69034094,0.378,0.5321285,0.34,0.327
Pyruvate metabolism Homo sapiens hsa00620,0.6681213,-0.28681698,0.31912664,-0.32175753,0.4917187,0.46571124,1.1833618,-0.84683,0.84878063,-0.94735646,0.9343338,1.0104924,0.15915915,0.6515151,0.7530242,0.5251938,0.693,0.44944945
