,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2,Gm19938,1451.549052487154,1.8645276924388268,0.0686007224181494,27.17941774831128,1.1374740026293318e-162,1.5920499767710175e-160
7,Rb1cc1,466.9058758947913,2.052883208706344,0.0931116193102843,22.04755135731593,1.0083394674568689e-107,7.322827566493373e-106
10,Pcmtd1,176.5342625467238,1.2241500823015727,0.1470646200209884,8.323892463917339,8.512083527658334e-17,7.429253854412001e-16
14,Rrs1,330.2013188185027,0.7752294801860582,0.1042796217740626,7.434141656801449,1.0524913397210013e-13,7.498452876605524e-13
29,Ncoa2,22.087297610885518,2.738812157539865,0.4753837008853126,5.761266430547247,8.34851340046063e-09,4.106508380622744e-08
50,Gm16070,127.82038745859307,0.8833565257514513,0.1563363566528698,5.650358909878279,1.601131780981488e-08,7.64135923744296e-08
61,Kcnq5,217.9177315197098,2.843123731244362,0.1445641890608862,19.666860442505037,4.1467416976665584e-86,2.2801155420455114e-84
69,Lmbrd1,68.1544705542904,0.9219498179310102,0.2162541648521087,4.26326965106781,2.0145716416696608e-05,6.858988278448938e-05
79,Bend6,644.3521779908396,0.6673075187986907,0.0730725512481999,9.1321229025123,6.716900278881724e-20,6.945157601992144e-19
80,Dst,34.21305763792321,0.952774645866179,0.315752307734815,3.0174748450813165,0.0025489019484109,0.0061011962683045
90,Kansl3,60.922741048860765,1.5048800523411108,0.2406556533908009,6.253250364733111,4.019969090820765e-10,2.224710428550557e-09
91,Lman2l,119.45798731970784,0.6657804925638089,0.1619452327336989,4.111145980188323,3.937001743171562e-05,0.000128883858894
99,Actr1b,270.4203197130103,1.6444820158624986,0.1193780231508612,13.775416717902276,3.5830955073471e-43,8.592731842852951e-42
105,Coa5,32.22888329783785,2.665626913803888,0.3796975804915328,7.020394784589181,2.212422148496176e-12,1.462535482964668e-11
109,Lipt1,93.18974417047012,0.7044957955987415,0.184694297322517,3.814388456014624,0.0001365205819024,0.000411727890102
113,Eif5b,47.94783262528484,1.7874622667370217,0.2720922681713712,6.569323997149483,5.0544198139311446e-11,3.0091975040713034e-10
116,Gm16150,107.30539022570684,0.907445214134768,0.1719915341399146,5.276103958678362,1.319592475380411e-07,5.761896129029155e-07
118,Lonrf2,93.53935099920768,0.8795295263892834,0.1896291872502747,4.638154806983749,3.51533450186254e-06,1.316198686543669e-05
123,Cnot11,104.2205713399954,2.1419966925739966,0.2128563958462652,10.063107026020706,8.041946168487473e-24,9.944883791970532e-23
125,Map4k4,222.36742853599435,1.043151047097345,0.1306581837299122,7.983817142703256,1.4187614779488289e-15,1.1436257442146686e-14
134,Uxs1,14.571632733935877,1.4645322710694837,0.4856793058405331,3.015430662698124,0.0025661460409819,0.0061395951753696
137,Tex30,11.12584913125282,2.6783693669430506,0.6183981347167347,4.331140759617447,1.4833881095211225e-05,5.144907261587564e-05
151,Myo1b,450.6309785544736,0.7944933814714404,0.085983329366024,9.240086274042106,2.4629856490852622e-20,2.618793304787065e-19
152,Stat4,40.62567817450779,2.4566481039318977,0.3208397952869256,7.656930779845834,1.9042920413248302e-14,1.423227197487237e-13
157,Mfsd6,141.52414157074196,0.8582133913235733,0.1531709907641313,5.602976040320455,2.107023599746657e-08,9.932558279761033e-08
167,Stk17b,133.6855016871772,1.1864882718223335,0.1600587947904224,7.412827726060889,1.236344465666936e-13,8.76773809000836e-13
168,Hecw2,4050.731955670397,0.5058560432800351,0.0386916615201874,13.074032579761486,4.6342212343995706e-39,9.576975855679972e-38
169,Ccdc150,153.8866927204923,0.5677045763176172,0.1442609800031251,3.935260777414094,8.310640804660043e-05,0.0002585383427531
173,Sf3b1,222.33551475642983,2.698409187706782,0.139916825228345,19.285809146276463,7.067549768727724e-83,3.7010883074602723e-81
175,Hspd1,131.21281428949916,1.1554350530465636,0.1594971349717354,7.244237040692415,4.348802639954749e-13,2.995712100435942e-12
182,Satb2,2380.057138694318,1.2115599753884954,0.0475172743040294,25.497253222829656,2.11448848184414e-143,2.411456641960917e-141
183,9130024F11Rik,349.62378426502727,1.1340150389136734,0.1033953383838721,10.967757895461949,5.460976980596046e-28,7.894572919554623e-27
202,Casp8,419.16697088222367,1.0693486309996971,0.0940695969511439,11.367632749134398,6.060909856382485e-30,9.331376814886476e-29
211,Sumo1,16.25069125954646,1.93577924235879,0.4841732129865976,3.9981130521823687,6.384945552290286e-05,0.0002027741638794
213,Ica1l,1620.9120872004248,0.6616596256411783,0.0572322262971361,11.560962563399142,6.497632280878621e-31,1.0409734297232805e-29
224,Ino80d,173.4415821381517,0.7398323946218355,0.1377493844000069,5.370858082918576,7.8362862379885e-08,3.4960145731692537e-07
233,Fastkd2,212.8907480987056,0.8947885139587698,0.124673880628331,7.17703266673996,7.124067057563517e-13,4.8275588212257e-12
236,Gm28981,22.483067548840555,2.259184507742003,0.4085271385444092,5.530072043173252,3.200992990938839e-08,1.4853070551083293e-07
238,Mettl21a,96.58977518175516,0.8240302594155993,0.194980742406645,4.226213569835684,2.376564444059424e-05,8.006474000161683e-05
245,Pikfyve,125.46536555734608,1.167746075875995,0.1650075425416416,7.076925441643373,1.4738777707349302e-12,9.8318120269649e-12
247,Map2,282.86853796252745,0.7921840950712813,0.1078804556762552,7.343166008202569,2.0859952633312242e-13,1.4624764605759345e-12
249,Acadl,37.19293866997969,1.5641068361040564,0.300773454368662,5.200282183769151,1.9898618878326013e-07,8.528929182926151e-07
254,Spag16,152.6834834848986,0.7963468457280243,0.1472703931546919,5.4073790981976,6.395368490825323e-08,2.8824090540031226e-07
261,Rpl37a,14.572686440911356,2.7524372339616523,0.5610553396456361,4.905821296879731,9.30372044002226e-07,3.719555437408017e-06
269,Catip,460.0869111319171,1.605307178188376,0.0886172951776434,18.11505502363117,2.42430129036021e-73,1.1276296878062173e-71
286,Abcb6,154.6313075712698,0.5672916933587364,0.1466109549311015,3.8693676991963537,0.0001091179731566,0.0003339117109978
292,Ptprn,1185.6076596372543,0.5913711937816457,0.0566712906792016,10.435110735861173,1.714137778820084e-25,2.259491887218665e-24
298,Chpf,361.7149614032708,0.7416197431284585,0.0968892247639546,7.65430567676872,1.9435946707998208e-14,1.451192218798935e-13
301,Slc4a3,196.3815897813473,0.5143544959641473,0.1273888584050513,4.037672543768958,5.3984136388483566e-05,0.0001731180512053
310,Mrpl44,68.12234913014187,1.007861397442665,0.2241000711579512,4.497372054524246,6.87985364977422e-06,2.4777129074134244e-05
311,Serpine2,406.82615043071775,1.0980025544756564,0.0959239721688524,11.44659181276263,2.4457347888645865e-30,3.842299266261141e-29
322,Slc19a3,105.42450518933585,1.171118611828885,0.1812914398403788,6.459867122573554,1.047949575031934e-10,6.065500623004381e-10
324,Sphkap,1127.903269912619,1.8948269230495436,0.0691479627040392,27.4024981930358,2.5608362409785376e-165,3.791022573663997e-163
329,Fbxo36,53.96677374424157,1.767576343322654,0.2645380301303595,6.681747582574895,2.361094621312616e-11,1.439089975840421e-10
330,Slc16a14,163.78655260575002,1.2562781624053028,0.1420207043780167,8.845739555420494,9.092410004625326e-19,8.787617352869527e-18
346,Dis3l2,209.95751732459655,1.2444001608298323,0.1308150698311606,9.512666716731832,1.858363627546825e-21,2.0672952608172622e-20
348,Gm28375,271.90419202309647,0.509138110778296,0.108725088980227,4.682802429077698,2.829792344967718e-06,1.0717707981088066e-05
350,Efhd1,1475.652655015748,0.7007250229849599,0.0535665044774892,13.081402824771434,4.2060544195490966e-39,8.739057198836424e-38
352,Kcnj13,277.58535082878035,0.6674730140608681,0.1081084522927387,6.174105723514273,6.653900661149516e-10,3.600824414026641e-09
355,Atg16l1,36.1413062925499,0.9157784317526904,0.2936884461758097,3.118196999838669,0.0018196113355022,0.0045062612337735
357,Dgkd,1400.5524714554722,0.7338813506281425,0.0538377331059435,13.631356825221223,2.606880103718962e-42,6.062768289555457e-41
372,Lrrfip1,323.4949761243842,0.5172409541177417,0.1012926724408215,5.106400509078587,3.283533646188566e-07,1.3767234209346178e-06
374,Ube2f,59.57806793568263,2.1377933124443684,0.2567105702719799,8.327640385744214,8.246957990138493e-17,7.206025267660172e-16
389,Dusp28,321.8353548399413,0.5800783290897876,0.1024479991305534,5.6621733368415645,1.4946772647697952e-08,7.15994124716732e-08
390,Rnpepl1,109.1797803525748,1.094792178585953,0.1768976672041297,6.188844634805871,6.060678071738643e-10,3.287885820736016e-09
399,Pask,603.4768338354562,0.6430196314301785,0.0792603922920826,8.11274853473581,4.948741537592536e-16,4.1139754164565156e-15
404,Stk25,104.480785757223,0.8716442132900802,0.1787752686796694,4.8756420265931615,1.084551306718303e-06,4.312435929296228e-06
417,Gin1,49.2958792116445,0.8230284564988117,0.2552632739189875,3.224233724903234,0.0012631026258276,0.0032308901856192
418,Pam,131.38118393640178,0.7596332541871083,0.1584163568106435,4.795169321404762,1.625374833214717e-06,6.317744881622163e-06
419,B230216N24Rik,47.058568311042286,0.7814292758854005,0.2637826686191782,2.962398098313071,0.0030525283112823,0.0071857647412546
422,Rnf152,10.87601794517179,1.8407248192133396,0.5793432905192372,3.177260959669676,0.0014867319321712,0.003747499153194
436,Cntnap5a,271.9140892333337,0.9382476774571612,0.108740631606479,8.628308145685427,6.226613697551149e-18,5.743855271869233e-17
438,Nifk,253.7255016834232,1.3055978804568455,0.115062828930103,11.346825839385144,7.690405032224994e-30,1.1746178162315079e-28
440,2900060B14Rik,128.87380701020462,0.7198423763255857,0.1664662445794943,4.324254314404454,1.5304866105625724e-05,5.296329929472098e-05
442,Gli2,2252.32227783534,1.0535393595552234,0.0444324878598978,23.71101440183108,2.7758240742089093e-124,2.484685316658161e-122
447,Ptpn4,129.72034336494627,0.9962197075642032,0.1588966123069044,6.269609484436535,3.6195471947897694e-10,2.009612283122369e-09
452,Steap3,579.4636447557249,0.582619639293087,0.0843773164600075,6.904932080522281,5.022745300388555e-12,3.235572662961598e-11
457,Dpp10,781.9336171086608,0.9074698744687004,0.0688754185773994,13.175526090617096,1.2137837058654043e-39,2.584704555394712e-38
460,Gpr39,284.4852669928058,0.5686478499654558,0.1057208677686336,5.378766387066757,7.49979498682285e-08,3.354643916825235e-07
474,Cxcr4,180.66428891592992,1.0989498222802812,0.1357506525388715,8.095355725568998,5.709724972147982e-16,4.718568205646287e-15
489,Rassf5,101.24821826422992,0.561276342882537,0.1848380648606595,3.036584176022704,0.0023927528922061,0.0057641720432492
490,Ikbke,97.26366708918572,0.8087533435225592,0.1856768150805713,4.355704524399638,1.3263960130450515e-05,4.632757036488569e-05
491,Gm29488,734.6490025471958,0.8009750591057506,0.0760014709564446,10.538941536602334,5.713834806594847e-26,7.682986959155831e-25
496,Slc45a3,30.631369627732894,4.040482325924248,0.4725180380229727,8.550958906944015,1.2207008183036793e-17,1.1094397755964254e-16
505,6030442K20Rik,293.43062219589865,1.1775237379426515,0.1097850273971699,10.72572249476896,7.708229589721491e-27,1.0759374683894114e-25
516,Zc3h11a,14.354828562013012,1.4387914493567542,0.4880690562457253,2.9479259767543518,0.0031991365845529,0.0074980686555279
520,Tmem183a,153.8688181074278,0.6961032108699945,0.1444424190263461,4.819243651292117,1.4410347983515717e-06,5.646773162489386e-06
521,Cyb5r1,47.07510923601589,1.0783061427149896,0.2650686683384646,4.068025653405806,4.741316253725096e-05,0.0001532912747634
530,Lgr6,13.235512979424836,1.541538629223594,0.5011898655615995,3.075757781926117,0.0020996833940046,0.0051271571029492
532,Gm15445,130.02290660915938,0.5251304836893657,0.1590745096544814,3.30116047398152,0.0009628579383143,0.0025215446195419
534,Elf3,502.7452723951328,1.8418719623989013,0.091354963728058,20.16170646054566,2.1242804251019434e-90,1.262757583971796e-88
545,Pkp1,234.0306873164926,1.3031254572965831,0.1266284088787716,10.290940783628873,7.741624110272681e-25,9.88308829201975e-24
555,Platr23,159.57375811854067,0.8550280582848724,0.1442881931666476,5.925835229618172,3.10714021030506e-09,1.596180536465022e-08
556,Zfp281,117.91589944184112,0.6599840135021896,0.1650741028250907,3.9981075299345754,6.385094482253391e-05,0.0002027741638794
558,Platr22,1099.0423613803675,0.730655534368262,0.0581425634433699,12.566620580461848,3.2220454031730207e-36,6.101674173093706e-35
561,Gm26936,398.92065192351487,1.7731319719131948,0.1025756621717108,17.286088477254836,5.988023191651756e-67,2.4584428015645445e-65
570,Cfhr1,141.83506554299873,0.8402680025705366,0.1498772253717856,5.606375488244906,2.066074825904684e-08,9.748479319530653e-08
573,Cdc73,244.09132608164103,0.6134539232808018,0.1169747566192483,5.24432741738962,1.5685344526871425e-07,6.798748995937851e-07
578,Rgs2,48.80237236143117,1.573409001403322,0.2647929732919342,5.942034570791419,2.815060309498609e-09,1.4543848498335765e-08
582,Ptgs2os,80.3026274434847,1.509569392451905,0.2092907264686526,7.21278681536808,5.481820351620411e-13,3.746032229629288e-12
584,Odr4,319.3029969822445,0.8485436596589092,0.1019790061787146,8.320768082127278,8.739510421830249e-17,7.61911112426379e-16
591,Swt1,25.736152313016746,2.234847039990804,0.3851419720211192,5.802657727130958,6.527194487246569e-09,3.249036092002851e-08
595,Edem3,581.3831720293692,0.7195881842063457,0.0801324958578051,8.979979676200935,2.70816780674086e-19,2.707464386531317e-18
597,Tsen15,31.443475918158622,2.272777345134901,0.3509503111461362,6.476065907200503,9.414493829952004e-11,5.482055484339675e-10
604,Gm28960,665.516849284273,0.6777643454545096,0.0722024357172669,9.387001127060657,6.17328571228475e-21,6.707403445754129e-20
609,Dhx9,316.2025127346729,0.8408098183461098,0.1033841857930738,8.13286685866069,4.192550284567699e-16,3.502360509018139e-15
613,Glul,16.836888242549264,1.6162432097598476,0.4515713602876523,3.579153489119185,0.000344708976505,0.0009750393904595
615,Ier5,317.92136189397576,1.2345710338199425,0.1031605363392151,11.967473974353856,5.2605901670322086e-33,8.989128325374904e-32
619,Gm37571,15.402488484275771,2.540774548439982,0.5165136276638819,4.919085213552925,8.694961302269569e-07,3.4915916590960426e-06
621,Tor1aip1,295.5643650143946,1.1554959238307592,0.1104739709706457,10.459440478859849,1.3263657698616171e-25,1.7558664998099277e-24
626,Soat1,1050.7096660783627,0.6382526515989511,0.0612367658794834,10.422703459798315,1.953208288946856e-25,2.568026884425772e-24
630,Angptl1,385.4151705645038,1.246069143492485,0.095434563616904,13.056790917958072,5.8126826388466265e-39,1.1932274921024354e-37
636,Cacybp,93.38979777725147,0.9136768700534074,0.1952855379409337,4.678671445346653,2.887396834338105e-06,1.092244758267063e-05
643,Gas5,277.43621398675987,0.7514568087177441,0.1085860309419721,6.920381951517495,4.504275299504113e-12,2.914998844521452e-11
649,Prdx6,10.078926075053548,2.246839644252473,0.6135113728671041,3.662262418628665,0.0002499975715321,0.0007258085256099
653,Dnm3,209.3581751973029,2.1075477289419,0.1379109574636854,15.2819454501783,1.0088347515338252e-52,3.039534214210327e-51
672,Mpzl1,286.5702975262631,0.6303942341354252,0.1070729997326628,5.887518195150764,3.920380221414399e-09,1.997292319288421e-08
673,Rcsd1,14.950410916151649,1.4475016558211935,0.4675619447822208,3.095850019392415,0.0019624959826885,0.0048289257071236
675,Cd247,1060.8465291531927,1.3351204216979782,0.061802041817046,21.603176568993696,1.6767922022069865e-103,1.1372639975849676e-101
677,Gm26665,91.4701251769702,0.6865573496407361,0.184885519190122,3.7134187287795832,0.0002044781495929,0.0006007911433458
