,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,0.6415563,-0.34160927,0.55317533,-0.44126457,0.6986202,0.67012316,1.0614209,-0.9717146,1.188508,-1.12752,1.1161908,1.1348295,0.3758794,0.46451613,0.22244897,0.31205675,0.14,0.131
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.44110486,-0.38326502,0.30352938,-0.26098722,0.6948671,0.64898425,0.7354417,-1.1492095,0.6613284,-0.71814746,1.1243916,1.1185229,0.937,0.25795054,0.9385081,0.8298217,0.102,0.125
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.660785,0.14465672,-0.2825659,-0.3005777,0.5297231,0.48082122,1.1082112,0.36040175,-1.3390764,-0.805858,0.8545375,0.82261413,0.276,1.0,0.0,0.7427101,0.941,0.972
GnRH signaling pathway Homo sapiens hsa04912,0.51821494,0.33155093,0.44656903,-0.2252661,0.5381857,0.5046025,0.89029586,0.9678973,1.045454,-0.7408482,0.9134222,0.9195183,0.85,0.5367299,0.379,0.8963964,0.946,0.921
Graft-versus-host disease Homo sapiens hsa05332,0.607899,0.67387885,0.47119045,0.72541404,0.74937403,0.6928362,0.960661,1.3422318,0.9125483,1.6536626,1.1183419,1.0891732,0.57127994,0.13496932,0.61461794,0.010460251,0.18680203,0.26086956
HIF-1 signaling pathway Homo sapiens hsa04066,0.6340122,-0.18362457,0.35057676,-0.43366686,0.54311436,0.51483977,1.1009554,-0.6706387,0.8251687,-1.4877651,0.9264885,0.94376945,0.17,0.9504132,0.908,0.019345239,0.93,0.857
HTLV-I infection Homo sapiens hsa05166,0.5664448,0.326738,0.44818205,-0.20950824,0.5474577,0.5180581,1.0004097,1.0777142,1.0886378,-0.82438624,0.9519867,0.9700128,0.48,0.3253638,0.152,0.86934674,0.936,0.785
Hedgehog signaling pathway Homo sapiens hsa04340,0.5494029,0.29440337,0.58743185,-0.23673949,0.5890247,0.582607,0.9397508,0.8233721,1.3501396,-0.74007684,0.98214686,1.0399878,0.669,0.72848487,0.013,0.85407066,0.573,0.27
Hematopoietic cell lineage Homo sapiens hsa04640,0.58780444,0.50432473,0.4353926,-0.3117635,0.5874574,0.53844374,0.99436146,1.4283717,0.9965893,-0.96329975,0.9808724,0.9618465,0.52,0.064320385,0.527,0.5143312,0.592,0.689
Hepatitis B Homo sapiens hsa05161,0.5634448,0.21571282,0.43007672,-0.25765935,0.5332926,0.49194974,0.98154056,0.68177164,1.027172,-0.9362385,0.917417,0.9097074,0.595,0.94481236,0.405,0.5873016,0.975,0.972
Hepatitis C Homo sapiens hsa05160,0.61143064,0.33362207,0.434319,0.26081738,0.571394,0.54982954,1.063534,1.0312737,1.0247731,1.0429355,0.97541845,1.0082172,0.251,0.43337065,0.425,0.35502958,0.693,0.415
Herpes simplex infection Homo sapiens hsa05168,0.58898944,0.3651117,0.4877229,-0.1993532,0.5833471,0.5469887,1.0316131,1.1452433,1.1675943,-0.73780113,1.0022758,1.0104319,0.342,0.2309417,0.048,0.9368132,0.472,0.406
Hippo signaling pathway Homo sapiens hsa04390,0.56107867,-0.18518932,0.3761726,-0.20170084,0.555192,0.53324187,0.982155,-0.7382547,0.9074682,-0.7483753,0.95850897,0.9904673,0.62,0.94505495,0.802,0.9447592,0.832,0.578
Histidine metabolism Homo sapiens hsa00340,0.54215306,0.6909915,0.63284945,-0.28064197,0.74081624,0.66018015,0.90055096,1.6512463,1.3514923,-0.7170039,1.1728673,1.1123793,0.68937874,0.018387552,0.053698074,0.84126985,0.059059057,0.16616617
Homologous recombination Homo sapiens hsa03440,0.45466095,0.3749135,0.446218,-0.3308562,0.582355,0.551273,0.7578748,0.9304752,0.98232913,-0.9051972,0.943697,0.94838095,0.9169169,0.57506704,0.5590313,0.6275862,0.728,0.683
Huntington's disease Homo sapiens hsa05016,0.5310988,0.28527614,0.41833594,-0.19153713,0.5525871,0.5268967,0.92582047,0.91685116,1.002753,-0.72158074,0.955163,0.9770264,0.858,0.63071895,0.503,0.97207445,0.873,0.714
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.5154778,0.449373,0.44027743,0.22039576,0.58912665,0.56207716,0.88745993,1.3532219,1.0356992,0.84493405,0.9981023,1.0215117,0.865,0.08254717,0.423,0.7846154,0.507,0.352
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.5882446,-0.2275026,0.3968993,-0.2369767,0.64681023,0.6064881,0.9971657,-0.7620765,0.89623237,-0.7159582,1.0675708,1.068344,0.516,0.7942857,0.7261785,0.88375795,0.186,0.21
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.5876276,0.38264742,0.5339811,0.21945229,0.56063265,0.53864837,1.0170972,1.1404752,1.2615489,0.8237444,0.95312315,0.9807338,0.427,0.25584114,0.021,0.8184713,0.806,0.619
Influenza A Homo sapiens hsa05164,0.5564498,0.37006992,0.4773958,0.21418628,0.5873167,0.54533786,0.96983874,1.1583253,1.135222,0.87024117,1.0079633,1.00479,0.636,0.23325893,0.118,0.78246754,0.419,0.459
Inositol phosphate metabolism Homo sapiens hsa00562,0.5719616,-0.29603186,0.40275818,0.2668656,0.56927186,0.55005723,0.9762224,-1.0306247,0.9324228,0.965786,0.96127635,0.9949211,0.575,0.3480663,0.695,0.5218579,0.723,0.508
Insulin resistance Homo sapiens hsa04931,0.6030049,-0.2426679,0.39347786,-0.36814174,0.5351486,0.50977606,1.044684,-0.9147539,0.9327392,-1.2912973,0.9132307,0.9326031,0.312,0.46825397,0.716,0.08,0.953,0.885
Insulin secretion Homo sapiens hsa04911,0.6015823,0.4360281,0.46236986,0.20407785,0.53734034,0.5110799,1.0298287,1.2799307,1.0767287,0.7678806,0.9072985,0.9260788,0.413,0.1287703,0.32,0.90712076,0.946,0.88
Insulin signaling pathway Homo sapiens hsa04910,0.58080846,0.27016997,0.40363035,-0.33385664,0.5453286,0.5179733,1.014469,0.84514636,0.9659756,-1.2065814,0.9375152,0.9561336,0.425,0.7433036,0.633,0.1436464,0.904,0.811
Intestinal immune network for IgA production Homo sapiens hsa04672,0.64197797,0.296676,0.4393191,0.4791587,0.5777912,0.5396597,1.071265,0.736753,0.98105127,1.4848063,0.92873394,0.924242,0.332,0.80851066,0.5437186,0.059431523,0.759,0.763
Jak-STAT signaling pathway Homo sapiens hsa04630,0.54521525,0.26734585,0.4377695,0.21795356,0.55954653,0.5317645,0.94723606,0.8264522,1.0379211,0.89409727,0.95980203,0.9793106,0.712,0.76418245,0.391,0.7303754,0.802,0.639
Legionellosis Homo sapiens hsa05134,0.6187505,0.4755505,0.53227097,0.22651652,0.5865202,0.54883593,1.04455,1.289421,1.2084359,0.7425131,0.9705332,0.9694674,0.386,0.15696202,0.13727455,0.8691099,0.64,0.635
Leishmaniasis Homo sapiens hsa05140,0.56898224,0.32186455,0.34176493,0.2650104,0.56112766,0.5177586,0.97309387,0.9015146,0.7849126,0.90181243,0.9324038,0.9217636,0.595,0.6062802,0.892,0.64480877,0.834,0.856
Leukocyte transendothelial migration Homo sapiens hsa04670,0.5158791,0.25068638,0.33379644,0.24588323,0.5505651,0.53350407,0.888379,0.77343893,0.7869659,0.9674314,0.93811744,0.97532487,0.873,0.8310502,0.955,0.5535714,0.881,0.639
Linoleic acid metabolism Homo sapiens hsa00591,0.48954424,-0.5987545,0.66611886,-0.36197937,0.57721597,0.49329084,0.8043573,-1.6752723,1.4188138,-0.87133074,0.90409696,0.8208673,0.8535607,0.035460994,0.042575285,0.6218058,0.7917918,0.9269269
Long-term depression Homo sapiens hsa04730,0.6513529,0.30503708,0.46611702,-0.25279126,0.5901258,0.55791754,1.1056597,0.85198236,1.0722611,-0.79688287,0.98620266,0.99971706,0.212,0.6772554,0.358,0.7977883,0.566,0.484
Long-term potentiation Homo sapiens hsa04720,0.6076994,0.26682332,0.4490806,-0.250274,0.57333446,0.5410352,1.0401846,0.7615039,1.0394951,-0.79490745,0.9641797,0.9737258,0.369,0.7916667,0.404,0.80030257,0.709,0.638
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.64059967,-0.21832992,0.4650056,-0.34385145,0.5270451,0.5044282,1.1079974,-0.79543304,1.1010734,-1.1879796,0.8965849,0.9216592,0.134,0.7443609,0.25,0.1779661,0.987,0.93
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.6282395,0.43249297,0.49108094,-0.3038106,0.55972683,0.5322949,1.0798246,1.2363155,1.1420058,-0.98692167,0.9421246,0.95811796,0.256,0.17936118,0.186,0.45468053,0.83,0.722
Lysine degradation Homo sapiens hsa00310,0.57019216,0.21427532,0.37701792,0.23440203,0.5920383,0.555417,0.96502477,0.585504,0.846551,0.780204,0.9795886,0.9806666,0.6,0.9622166,0.8066132,0.82222223,0.6,0.572
Lysosome Homo sapiens hsa04142,0.6207148,0.24692863,0.34654632,-0.3574024,0.59163576,0.5536166,1.0817182,0.76513135,0.82612175,-1.2821428,1.0157868,1.0215375,0.192,0.8593577,0.916,0.10511363,0.357,0.326
MAPK signaling pathway Homo sapiens hsa04010,0.512208,0.3261689,0.40850472,0.22625467,0.55715275,0.52446985,0.9023197,1.0626796,0.9979831,1.0135517,0.9686297,0.9818026,0.944,0.34207764,0.504,0.37554586,0.829,0.712
Malaria Homo sapiens hsa05144,0.67583233,0.4519486,0.5698181,-0.19093426,0.64920175,0.59463733,1.1399529,1.1543252,1.2564439,-0.53744364,1.0553602,1.0308121,0.191,0.29907772,0.10150754,0.9780405,0.263,0.355
Maturity onset diabetes of the young Homo sapiens hsa04950,0.8335454,-0.6375728,0.67085916,0.38959882,0.6912767,0.6328024,1.397282,-1.7797076,1.4441489,1.088095,1.100179,1.0727407,0.013039118,0.03858521,0.021255061,0.34411085,0.188,0.271
Measles Homo sapiens hsa05162,0.6131754,0.34466898,0.4377109,-0.27539504,0.5693106,0.53897494,1.0657276,1.0490503,1.0362195,-0.9621038,0.9713185,0.98657453,0.259,0.38717067,0.408,0.5060241,0.713,0.589
Melanogenesis Homo sapiens hsa04916,0.600153,0.3019849,0.4946409,-0.20319457,0.5338814,0.515583,1.0395188,0.92198616,1.1787891,-0.7012066,0.9133475,0.9469937,0.346,0.59096175,0.08,0.95028406,0.965,0.834
Melanoma Homo sapiens hsa05218,0.6197708,0.3215498,0.44880298,-0.25562438,0.5617867,0.5373025,1.0658414,0.94673127,1.0385818,-0.84558207,0.9475277,0.9720628,0.289,0.5554245,0.41,0.72043014,0.791,0.631
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.70770806,0.2811962,0.3358452,-0.3354064,0.6070793,0.5761091,1.1887707,0.7265181,0.74189174,-0.95131385,0.9954749,1.0075867,0.125,0.8343711,0.8996991,0.51313484,0.499,0.451
MicroRNAs in cancer Homo sapiens hsa05206,0.5767194,0.32193646,0.3572079,-0.28703433,0.5461596,0.5157411,1.0069377,1.0250264,0.85727614,-1.0695397,0.9423472,0.9565035,0.483,0.41942605,0.916,0.3196159,0.928,0.838
Mineral absorption Homo sapiens hsa04978,0.5121833,0.51699084,0.43263385,-0.30555826,0.56186146,0.5310376,0.87167335,1.4033498,0.9770743,-0.9106318,0.92916286,0.93755823,0.822,0.0738423,0.56,0.5779221,0.825,0.768
Mismatch repair Homo sapiens hsa03430,0.681562,0.345883,0.41577023,-0.46821174,0.59962404,0.5296864,1.1186286,0.83546627,0.91344196,-1.2100865,0.96171474,0.9018979,0.257,0.6769852,0.6519115,0.2393321,0.638,0.821
Morphine addiction Homo sapiens hsa05032,0.6017081,-0.35467386,0.44636798,0.30346856,0.6042146,0.5444806,1.0403377,-1.2781823,1.0566584,1.1685432,1.0272146,0.9922068,0.359,0.19496855,0.349,0.1682243,0.301,0.554
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.48692492,-0.42055494,0.47297496,-0.5858843,0.61924255,0.60389984,0.8011201,-1.2117152,1.0317211,-1.4818938,0.9908707,1.0314224,0.8707415,0.2326389,0.45656565,0.050086357,0.53,0.354
N-Glycan biosynthesis Homo sapiens hsa00510,0.533071,0.3586406,0.43604064,-0.27037576,0.604853,0.5632462,0.90534824,0.9983986,1.0003213,-0.8413782,1.0101839,1.0063936,0.766,0.48284313,0.521,0.69952303,0.431,0.461
NF-kappa B signaling pathway Homo sapiens hsa04064,0.50920403,0.20884563,0.2965847,0.26154384,0.5570257,0.534896,0.88177484,0.62346447,0.69630295,0.9784481,0.938993,0.9665061,0.86,0.94322133,0.968,0.5045872,0.862,0.697
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.56043684,0.37297267,0.38030282,0.26138613,0.5962004,0.5713406,0.9527198,1.0176303,0.8559096,0.8536791,0.98181343,1.0058419,0.631,0.4642409,0.775,0.7232376,0.593,0.462
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.6569029,0.2976859,0.45678052,-0.30867338,0.5612312,0.540885,1.1230462,0.861028,1.0628952,-1.0224246,0.94629556,0.9765359,0.14,0.679669,0.361,0.429477,0.794,0.614
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.5027593,0.41969725,0.49975574,0.23859555,0.5762124,0.5301649,0.87666667,1.3465942,1.2081617,1.0332255,0.9964045,0.98561084,0.951,0.041758243,0.013,0.3265306,0.528,0.628
Neurotrophin signaling pathway Homo sapiens hsa04722,0.57265985,0.18136248,0.33018732,0.24118206,0.57277,0.558042,0.99436426,0.5600123,0.7834445,0.97840345,0.98339814,1.0287919,0.527,0.9922049,0.957,0.4857143,0.629,0.269
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.4321933,0.42828557,0.44075626,0.33825234,0.6685702,0.64410216,0.7240545,1.0932984,0.95861816,1.0060418,1.0698124,1.1020036,0.952953,0.3746594,0.592145,0.42966753,0.219,0.157
Nicotine addiction Homo sapiens hsa05033,0.5207783,0.3387458,0.46974123,-0.2730574,0.564753,0.533224,0.87810415,0.8945772,1.0674859,-0.7934122,0.92915326,0.9361916,0.786,0.62371135,0.36673346,0.7761194,0.809,0.768
Nitrogen metabolism Homo sapiens hsa00910,0.5885288,0.39116105,0.53881127,-0.38274285,0.5852299,0.57609147,0.9800207,0.92638016,1.1414945,-0.9429747,0.92703766,0.9697591,0.53807616,0.5582734,0.27987742,0.548718,0.728,0.5685686
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.5203716,0.17488515,0.28521165,-0.2675388,0.56375766,0.5451421,0.9081357,0.5531934,0.6826423,-0.9897719,0.97252166,1.00834,0.862,0.99445677,0.996,0.46280992,0.728,0.409
Non-small cell lung cancer Homo sapiens hsa05223,0.644322,0.2555636,0.39953765,-0.38350314,0.55238324,0.5117738,1.1009688,0.72250545,0.9183218,-1.2016852,0.92192054,0.91334844,0.212,0.8562802,0.708,0.1821036,0.866,0.864
Notch signaling pathway Homo sapiens hsa04330,0.7085913,0.2771576,0.42462575,-0.298443,0.6200604,0.5793402,1.2029794,0.7753646,0.97227097,-0.93735397,1.0356157,1.0377169,0.056,0.7923833,0.585,0.5460123,0.296,0.285
Nucleotide excision repair Homo sapiens hsa03420,0.6576223,0.45198715,0.443482,-0.3936162,0.54263604,0.51199424,1.1093053,1.2482793,1.0133848,-1.1910462,0.90053004,0.9087505,0.226,0.1958128,0.478,0.2070626,0.905,0.875
Olfactory transduction Homo sapiens hsa04740,0.42176443,0.41876823,0.5577559,-0.18329969,0.5652471,0.547006,0.71893585,1.1883607,1.2851751,-0.57841283,0.9480184,0.9819701,0.987,0.23839398,0.037,0.99380803,0.77,0.577
One carbon pool by folate Homo sapiens hsa00670,0.5726408,0.42555442,0.5889785,0.23341146,0.6993851,0.5876697,0.93210405,0.9580521,1.2324992,0.61844856,1.09476,0.97481334,0.62148595,0.537037,0.17386831,0.9357798,0.20841683,0.55811626
Oocyte meiosis Homo sapiens hsa04114,0.6160579,0.32673895,0.3848287,0.23704852,0.5907806,0.54577184,1.06947,1.0080034,0.9085776,0.9611275,1.0109715,1.0034244,0.229,0.4633867,0.769,0.5805243,0.395,0.45
Osteoclast differentiation Homo sapiens hsa04380,0.56167656,0.38100138,0.46381363,0.24000831,0.54907596,0.52048385,0.97986007,1.1689708,1.0990907,0.96972483,0.9375966,0.9542385,0.591,0.24161074,0.226,0.5015674,0.903,0.804
Other glycan degradation Homo sapiens hsa00511,0.7709128,-0.27982825,0.6369484,-0.44498715,0.65207845,0.63057,1.2481619,-0.6986437,1.2896485,-1.0137354,0.994314,1.0201558,0.12563322,0.83035713,0.13912134,0.44288224,0.5110442,0.41524574
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.6191572,0.22809091,0.423609,-0.4756345,0.6184381,0.59872717,1.0359159,0.58649784,0.9432509,-1.3322043,1.0049343,1.0387064,0.422,0.9481383,0.63627255,0.12418301,0.466,0.346
Ovarian steroidogenesis Homo sapiens hsa04913,0.46954963,0.4565204,0.5291079,0.18180585,0.5501812,0.5168517,0.7941746,1.2440802,1.2162718,0.61426234,0.91311747,0.91607183,0.922,0.17341772,0.11011011,0.98097825,0.894,0.85
Oxidative phosphorylation Homo sapiens hsa00190,0.5321693,0.18654439,0.36605507,0.23584162,0.56878763,0.55306447,0.9205129,0.5698498,0.8638399,0.9332328,0.97267413,1.0136214,0.806,0.9851429,0.852,0.6182432,0.709,0.394
Oxytocin signaling pathway Homo sapiens hsa04921,0.5376933,0.31335792,0.41116095,0.21890229,0.5494292,0.52452,0.9369956,1.0055081,0.9862578,0.90449625,0.9472022,0.9717223,0.789,0.46906638,0.578,0.7104247,0.904,0.717
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.6001538,0.31935698,0.41742924,-0.2354438,0.5560382,0.5233679,1.0565497,1.0704494,1.0220442,-0.9404672,0.97077084,0.9825949,0.161,0.3243243,0.392,0.61262375,0.854,0.704
PPAR signaling pathway Homo sapiens hsa03320,0.5533474,0.3905377,0.5429268,-0.2502531,0.58695364,0.53596425,0.9436614,1.1122719,1.259461,-0.7876753,0.9783335,0.95542943,0.667,0.32493702,0.057,0.8132716,0.614,0.718
Pancreatic cancer Homo sapiens hsa05212,0.5889807,0.28280228,0.40317202,-0.22560649,0.5834975,0.5400703,1.0158132,0.83371514,0.94231427,-0.75186336,0.98396444,0.97520715,0.435,0.7174678,0.663,0.8850746,0.601,0.646
Pancreatic secretion Homo sapiens hsa04972,0.5532883,0.5225898,0.46018982,0.2541682,0.544215,0.5164177,0.954424,1.5267911,1.073926,0.9358358,0.9201321,0.93615353,0.655,0.021352313,0.319,0.5727554,0.904,0.839
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.68592376,0.33686358,0.50840425,-0.32064167,0.64183396,0.60431296,1.1093023,0.76373696,1.0583644,-0.77945703,1.0001196,1.0003731,0.31356785,0.75735295,0.4238342,0.7412354,0.48697394,0.477
Parkinson's disease Homo sapiens hsa05012,0.5186358,0.35660452,0.4057214,0.2346241,0.5698517,0.5553698,0.89660615,1.1052774,0.9570678,0.9360638,0.9750072,1.0185617,0.866,0.31489843,0.645,0.59310347,0.702,0.338
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.6678134,-0.21271838,0.29045707,-0.29178673,0.63414073,0.57682794,1.1432049,-0.73105794,0.66895044,-0.91947985,1.055757,1.0291917,0.131,0.857868,0.967968,0.58428806,0.197,0.35
Pathways in cancer Homo sapiens hsa05200,0.5337771,0.32104757,0.42560545,-0.18758506,0.5490434,0.5211563,0.94548404,1.0927271,1.0499588,-0.7698145,0.9616087,0.98273754,0.862,0.261807,0.225,0.9735894,0.926,0.709
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.55705345,-0.25880808,0.21024927,0.25576892,0.6416146,0.6164175,0.9153495,-0.7061012,0.44247624,0.6662808,1.0013765,1.0230556,0.6358149,0.81875,0.99584633,0.91402715,0.492,0.4204204
Pentose phosphate pathway Homo sapiens hsa00030,0.63349134,-0.4045026,0.4420389,-0.36660317,0.61393493,0.5630313,1.0551053,-1.2289717,0.98461497,-1.0187035,0.9962121,0.97430664,0.373,0.16733068,0.5231388,0.42783505,0.509,0.589
Peroxisome Homo sapiens hsa04146,0.5957151,0.27184248,0.42587152,-0.33858934,0.600563,0.542889,1.0330032,0.82475615,1.0071847,-1.1657338,1.0188555,0.9865953,0.392,0.74915254,0.489,0.22451994,0.344,0.58
Pertussis Homo sapiens hsa05133,0.57330006,0.4439801,0.41201058,0.28367484,0.6399676,0.58151376,0.97678614,1.257766,0.945149,0.99012965,1.0693967,1.0400538,0.575,0.16897856,0.643,0.47297296,0.16,0.286
Phagosome Homo sapiens hsa04145,0.48792112,0.37439558,0.41471672,-0.2734521,0.53764814,0.4990615,0.8434355,1.1658264,0.97966444,-0.97073513,0.9207524,0.91716033,0.955,0.23076923,0.583,0.47807017,0.961,0.947
Phenylalanine metabolism Homo sapiens hsa00360,-0.48498148,0.6962151,0.6867442,0.6114595,0.8288996,0.79001015,-1.220037,1.4057918,1.3338699,1.3687217,1.2510982,1.2601634,0.18181819,0.09202454,0.10526316,0.116740085,0.041709054,0.053807106
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.5839852,0.22211531,0.38493493,0.30434582,0.544306,0.5143961,1.006137,0.6746655,0.9036285,1.1764005,0.92827904,0.94072545,0.477,0.93428916,0.771,0.1497006,0.899,0.85
Phospholipase D signaling pathway Homo sapiens hsa04072,0.6737139,0.29213068,0.43121415,-0.28338286,0.52999234,0.49951383,1.1676787,0.9209317,1.0338329,-1.0347601,0.9122933,0.9241304,0.022,0.6229144,0.398,0.38122332,0.98,0.953
Phototransduction Homo sapiens hsa04744,0.64177275,0.22441432,0.4356716,0.31766668,0.6250202,0.59841526,1.0580127,0.5242258,0.92327154,0.85715806,0.98694825,1.0035905,0.39418253,0.9602941,0.6163265,0.6875,0.535,0.46
Platelet activation Homo sapiens hsa04611,0.5731865,0.29749137,0.4201186,0.2571691,0.5646686,0.52735126,0.9947548,0.92491406,0.9984734,1.0142393,0.9654635,0.96807545,0.529,0.60609484,0.507,0.42546585,0.746,0.723
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.66017383,0.33413717,0.38563645,0.32071579,0.6774696,0.65843177,1.0971755,0.8223284,0.84329736,0.9251401,1.0864292,1.1297282,0.3023023,0.687924,0.75782037,0.5633803,0.189,0.118
Primary bile acid biosynthesis Homo sapiens hsa00120,0.8266035,-0.5118266,0.5230294,-0.78383833,0.8299347,0.8027794,1.3429713,-1.308077,1.0717046,-1.8314682,1.2926491,1.3144258,0.04233871,0.16,0.41343126,0.0053475937,0.016032064,0.015090543
Primary immunodeficiency Homo sapiens hsa05340,0.6247804,0.51120853,0.53474766,0.3480935,0.55289024,0.5200245,1.0436933,1.2844942,1.1816008,1.0323054,0.89215076,0.8925928,0.406,0.1611185,0.19859579,0.42307693,0.868,0.844
Prion diseases Homo sapiens hsa05020,0.8301227,0.5364137,0.5897218,0.24554254,0.5890313,0.50707626,1.3800789,1.3490087,1.2897118,0.72633564,0.95693,0.8774911,0.008,0.12677878,0.07214429,0.85574573,0.662,0.899
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.63097745,0.3351293,0.46462578,0.26286405,0.5992972,0.55533123,1.0891713,1.0014541,1.091649,1.0071633,1.0187302,1.013563,0.201,0.4465335,0.26,0.45402297,0.348,0.398
Prolactin signaling pathway Homo sapiens hsa04917,0.5112482,0.26816308,0.31623945,0.21713684,0.5741933,0.51072586,0.87606764,0.77510065,0.73404366,0.79514176,0.97008485,0.92412364,0.868,0.8081049,0.957,0.85405403,0.682,0.87
Propanoate metabolism Homo sapiens hsa00640,0.6708839,0.24858102,0.33780128,-0.26740655,0.5180926,0.4927313,1.1263663,0.6463009,0.75174654,-0.748606,0.8470897,0.8604601,0.216,0.9166667,0.8858859,0.8338983,0.97,0.946
Prostate cancer Homo sapiens hsa05215,0.58084655,-0.2294938,0.43814087,-0.31531185,0.5300668,0.5001172,1.0052199,-0.8518557,1.0347563,-1.0874963,0.9033603,0.9136468,0.477,0.6511628,0.402,0.30618402,0.976,0.952
Proteasome Homo sapiens hsa03050,0.6364498,-0.20008291,0.28560457,0.31322017,0.6586847,0.6219581,1.0784572,-0.6797408,0.6473145,1.0549651,1.0920972,1.1011928,0.302,0.8854167,0.967,0.33994335,0.123,0.115
Protein digestion and absorption Homo sapiens hsa04974,0.5197626,0.34487534,0.34569457,-0.23416579,0.5954694,0.5586183,0.8944797,1.0092854,0.8062119,-0.776555,1.0064664,1.0116175,0.82,0.45432693,0.887,0.8229167,0.44,0.419
Protein export Homo sapiens hsa03060,0.66155124,-0.33155212,0.47388923,-0.40801758,0.6525004,0.5832184,1.0996317,-1.0068946,1.0323743,-1.1208613,1.055601,1.006475,0.297,0.4,0.46410516,0.320598,0.27,0.468
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.5070374,0.27087682,0.37812617,-0.3289042,0.5778165,0.54426074,0.8852313,0.8563875,0.9075635,-1.2350992,0.9985514,1.0101517,0.927,0.7558011,0.818,0.109311745,0.517,0.401
Proteoglycans in cancer Homo sapiens hsa05205,0.59976023,0.29775682,0.39222425,-0.25199676,0.53328156,0.5034619,1.0517176,0.96939427,0.94678247,-0.96105134,0.92540705,0.93988955,0.234,0.53695655,0.716,0.53918916,0.98,0.945
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.6188987,0.4059129,0.23910603,0.43546563,0.6389943,0.6113903,1.0255957,0.9660273,0.50771475,1.202242,1.0141629,1.0332946,0.45445445,0.50948507,0.98472506,0.21800947,0.431,0.372
Purine metabolism Homo sapiens hsa00230,0.5623662,0.3362097,0.458997,-0.22820799,0.56810683,0.5254399,0.9863093,1.0744678,1.0988499,-0.85456103,0.9807417,0.97395575,0.573,0.35897437,0.167,0.7735334,0.673,0.729
Pyrimidine metabolism Homo sapiens hsa00240,0.62487584,0.2526727,0.4945937,-0.39094725,0.5820413,0.5577361,1.0876744,0.763778,1.1649678,-1.3722912,0.9946398,1.020525,0.193,0.85215366,0.093,0.052478135,0.525,0.351
Pyruvate metabolism Homo sapiens hsa00620,0.7033638,-0.20620203,0.36209407,-0.3312823,0.60746306,0.55131584,1.1908376,-0.64535284,0.8099281,-0.95463395,0.99439716,0.96268696,0.115,0.8980392,0.8338338,0.50986844,0.525,0.648
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.6440684,0.38764203,0.308902,-0.2977956,0.6175619,0.6040837,1.0969661,1.0746322,0.70312244,-0.9125771,1.0249643,1.0717858,0.236,0.3765586,0.9559118,0.5761905,0.357,0.181
RNA degradation Homo sapiens hsa03018,0.56885797,-0.25744197,0.4203774,-0.24098895,0.58389705,0.55040187,0.9769797,-0.92701423,0.9826183,-0.8014079,0.9882409,0.9968165,0.587,0.5,0.569,0.81185186,0.576,0.495
RNA polymerase Homo sapiens hsa03020,0.6549288,0.3640538,0.50425404,-0.34631598,0.61143035,0.59704834,1.1035401,0.9201706,1.1043452,-0.95115525,0.98836946,1.0284625,0.274,0.5908479,0.31319234,0.54188037,0.535,0.385
RNA transport Homo sapiens hsa03013,0.5365275,0.2362238,0.38407984,0.2401836,0.58419913,0.5486184,0.93208927,0.7471948,0.9253433,1.0195636,1.0072666,1.0148058,0.803,0.8755605,0.762,0.41947564,0.432,0.366
Rap1 signaling pathway Homo sapiens hsa04015,0.5425717,0.3260751,0.3951571,0.20906974,0.5575297,0.5352781,0.9501392,1.0637105,0.95907295,0.91265666,0.9674237,0.99938685,0.753,0.3628602,0.687,0.7467811,0.797,0.489
