,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Ras signaling pathway Homo sapiens hsa04014,0.5446785,0.25993633,0.39571202,-0.23018609,0.55575573,0.5326919,0.95935595,0.8525817,0.9635494,-0.8888861,0.9660501,0.99703985,0.718,0.7752688,0.671,0.71168834,0.835,0.535
Regulation of actin cytoskeleton Homo sapiens hsa04810,0.5307986,0.28557426,0.3682674,-0.21955542,0.560903,0.5386053,0.92837673,0.9258064,0.89119744,-0.83367854,0.9722166,1.0041455,0.84,0.6539301,0.881,0.8175766,0.789,0.441
Regulation of autophagy Homo sapiens hsa04140,0.7943262,-0.28944224,0.51244247,0.31653544,0.6148268,0.56007504,1.315978,-0.82528,1.1088746,0.9093398,0.98196024,0.9519477,0.03003003,0.6576271,0.32560483,0.5967742,0.557,0.656
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.5750938,0.32508108,0.46265644,-0.3272779,0.6113736,0.5527222,0.97997457,0.91041404,1.0672971,-1.0273874,1.0193738,0.98781604,0.55,0.61538464,0.347,0.4041868,0.377,0.551
Renal cell carcinoma Homo sapiens hsa05211,0.68727183,0.30764735,0.42430744,-0.345697,0.6008347,0.5406429,1.1819801,0.8935061,0.9846295,-1.1374,1.0109103,0.97560865,0.065,0.63786983,0.529,0.25421134,0.424,0.641
Renin secretion Homo sapiens hsa04924,0.61407214,0.4367201,0.5931906,0.34115323,0.5787473,0.53640735,1.0337307,1.2302374,1.3726274,1.1801653,0.9656357,0.955739,0.398,0.1875,0.014,0.19101124,0.662,0.707
Renin-angiotensin system Homo sapiens hsa04614,0.6271595,0.44200498,0.5128829,0.42804524,0.57356226,0.5388065,1.0220336,0.98354733,1.073771,1.0982952,0.89386594,0.89187664,0.4551863,0.49415204,0.39937758,0.3398058,0.806,0.80140424
Retinol metabolism Homo sapiens hsa00830,0.41725436,0.47815126,0.53246003,-0.37177682,0.5908542,0.54885703,0.6961968,1.1562747,1.1514277,-0.9704735,0.9434465,0.9322643,0.957,0.3051948,0.26464647,0.49821427,0.7,0.716
Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.64210844,0.4300868,0.41913372,0.35569486,0.5735944,0.54363465,1.1112422,1.3043647,0.9906766,1.3886015,0.97677994,0.99267495,0.133,0.091121495,0.546,0.03846154,0.677,0.534
Rheumatoid arthritis Homo sapiens hsa05323,0.561214,0.3305049,0.33058015,0.3348015,0.6395101,0.5797738,0.96292627,0.9485164,0.76112604,1.2206831,1.0741187,1.0441245,0.621,0.54588234,0.926,0.14893617,0.115,0.263
Ribosome Homo sapiens hsa03010,0.6251727,0.30899566,0.38423538,0.341434,0.611827,0.5682674,1.0808702,0.948142,0.90963006,1.365526,1.0442888,1.0412817,0.197,0.5615819,0.761,0.025236594,0.192,0.227
Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.5798606,0.34298375,0.48648155,-0.33636785,0.5975187,0.55890906,1.0007179,1.0222758,1.1290177,-1.1167921,1.0110108,1.0157119,0.498,0.4475854,0.209,0.27761194,0.422,0.378
SNARE interactions in vesicular transport Homo sapiens hsa04130,0.52760726,-0.19143261,0.27777117,-0.37244552,0.60911596,0.5928192,0.8804172,-0.6053528,0.617143,-1.0656399,0.9947626,1.0291898,0.782,0.9385965,0.96793586,0.3557047,0.513,0.372
Salivary secretion Homo sapiens hsa04970,0.5625882,0.4770395,0.5339171,0.18506406,0.59040296,0.55767846,0.96928525,1.3743389,1.2377999,0.66266346,0.9953729,1.0064722,0.614,0.07936508,0.056,0.97633135,0.525,0.443
Salmonella infection Homo sapiens hsa05132,0.5557793,0.3073761,0.30801144,0.20050147,0.5879136,0.5471906,0.95748323,0.9014674,0.7180994,0.72975385,0.99157995,0.989354,0.639,0.6184834,0.956,0.9369369,0.543,0.572
Selenocompound metabolism Homo sapiens hsa00450,0.7493625,-0.42297083,0.43665606,-0.48471445,0.49834588,0.45261735,1.2057893,-1.0924554,0.8874498,-1.1255538,0.7776732,0.7470071,0.16431452,0.33116883,0.69592476,0.32582322,0.96292585,0.974975
Serotonergic synapse Homo sapiens hsa04726,0.64214134,0.39310694,0.5181021,0.36369926,0.5764404,0.54005605,1.1068434,1.1976928,1.2262965,1.3930868,0.98223454,0.9875621,0.142,0.19354838,0.039,0.032258064,0.61,0.591
Shigellosis Homo sapiens hsa05131,0.6711208,0.30616105,0.35185605,-0.18366249,0.57830995,0.5382276,1.1485306,0.8873732,0.8196837,-0.60518265,0.9740083,0.9710862,0.1,0.6371062,0.888,0.98682284,0.665,0.675
Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,0.49687827,0.32151243,0.4087305,0.22380053,0.5333627,0.5166432,0.8677733,1.0173721,0.98000807,0.9433061,0.91913277,0.95633066,0.953,0.4548495,0.586,0.6416382,0.969,0.816
Small cell lung cancer Homo sapiens hsa05222,0.56366146,0.3573798,0.39441627,-0.35175833,0.56601465,0.5181446,0.9734011,1.0865189,0.928062,-1.2083222,0.96092725,0.9405907,0.588,0.3442623,0.718,0.17507419,0.743,0.838
Sphingolipid metabolism Homo sapiens hsa00600,0.517235,0.44833505,0.323742,0.34116083,0.6003619,0.5781304,0.87701267,1.2054024,0.7356335,1.1097356,0.99057317,1.0225246,0.817,0.21473159,0.92,0.27055702,0.54,0.377
Sphingolipid signaling pathway Homo sapiens hsa04071,0.61582625,0.35010573,0.33328506,-0.23204401,0.59162474,0.5509646,1.0662733,1.0846301,0.7935498,-0.8320204,1.0128882,1.0127223,0.214,0.35575828,0.959,0.8045977,0.394,0.403
Spliceosome Homo sapiens hsa03040,0.5507718,0.20449017,0.36994028,-0.20769985,0.55925316,0.5095939,0.96312726,0.6397368,0.88294274,-0.7471041,0.95872325,0.9375404,0.667,0.9718785,0.854,0.9238095,0.826,0.905
Staphylococcus aureus infection Homo sapiens hsa05150,0.5034185,0.6980874,0.7253855,0.34269732,0.5619354,0.5283332,0.83894163,1.7021765,1.5994018,0.9838278,0.89356285,0.8961839,0.8278278,0.009536785,0.0030241935,0.47619048,0.855,0.837
Starch and sucrose metabolism Homo sapiens hsa00500,0.55990183,0.3191783,0.52131087,-0.42112288,0.7036975,0.64652735,0.93270755,0.8146089,1.1534705,-1.1331799,1.1316789,1.1126716,0.665,0.71673256,0.25679758,0.30335096,0.099,0.142
Steroid biosynthesis Homo sapiens hsa00100,0.45599103,0.2191722,0.29142082,0.23391154,0.67518485,0.6463992,0.74858207,0.51743543,0.61573946,0.6450615,1.0699166,1.0924631,0.9107322,0.9732017,0.94331986,0.93658537,0.250501,0.2122122
Steroid hormone biosynthesis Homo sapiens hsa00140,0.6854224,-0.6615423,0.5440327,-0.2939741,0.6493343,0.63527685,1.131473,-1.9277443,1.1680167,-0.75782835,1.0350388,1.0774035,0.24424425,0.024054984,0.2522889,0.7901861,0.357,0.236
Synaptic vesicle cycle Homo sapiens hsa04721,0.57422745,0.20706668,0.37794775,-0.31217206,0.6197562,0.555783,0.974214,0.58915097,0.8749149,-0.99213916,1.0400053,0.99543244,0.589,0.96484846,0.787,0.48480242,0.256,0.525
Systemic lupus erythematosus Homo sapiens hsa05322,0.4910835,0.4961706,0.449796,0.3328178,0.61351144,0.52653015,0.8198332,1.2231467,1.0063667,0.99202746,0.98940706,0.9059443,0.8468468,0.22868742,0.498996,0.46027398,0.521,0.81
T cell receptor signaling pathway Homo sapiens hsa04660,0.5176722,0.41651994,0.4101972,0.24582179,0.5526565,0.51869076,0.89486873,1.2396408,0.96526104,0.9458833,0.9388323,0.9446109,0.845,0.15771028,0.613,0.58917195,0.867,0.837
TGF-beta signaling pathway Homo sapiens hsa04350,0.51616395,-0.28065777,0.38333622,-0.253003,0.5897451,0.52749753,0.88932794,-1.0039926,0.88934684,-0.840609,0.99439293,0.952795,0.838,0.36241612,0.776,0.73770493,0.533,0.777
TNF signaling pathway Homo sapiens hsa04668,0.55030495,0.29680985,0.3959762,-0.21840207,0.5824648,0.54542327,0.9534956,0.90294486,0.93437386,-0.762061,0.9940901,0.99806446,0.691,0.6616801,0.696,0.8807069,0.534,0.506
Taste transduction Homo sapiens hsa04742,0.65514654,0.57122433,0.59186095,0.31690818,0.560553,0.53026646,1.1139237,1.5817989,1.3453667,1.0805496,0.93079305,0.94245094,0.213,0.018270401,0.013013013,0.33076924,0.833,0.77
Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.49479872,0.40089747,0.46975034,-0.22076109,0.62463063,0.58131975,0.82122004,0.97109807,1.0232229,-0.5818571,0.9946582,0.98425657,0.8373494,0.5146667,0.5045593,0.95,0.51,0.532
Thyroid cancer Homo sapiens hsa05216,0.6251402,0.32694086,0.35569796,-0.31924456,0.69519186,0.6672787,1.04036,0.818232,0.7909636,-0.8736005,1.1276805,1.1536592,0.4054054,0.7171582,0.82560486,0.6323024,0.086,0.066
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.5959051,0.284787,0.45311823,-0.22564308,0.5282101,0.50061256,1.0347935,0.87987614,1.0701104,-0.8027603,0.90547425,0.9204723,0.35,0.6969697,0.29,0.83567417,0.985,0.948
Thyroid hormone synthesis Homo sapiens hsa04918,0.6459731,0.33483854,0.48343694,-0.23864686,0.5383403,0.5071897,1.1064943,0.95961314,1.1163585,-0.7650276,0.9054383,0.9136882,0.185,0.5172825,0.226,0.8514548,0.933,0.898
Tight junction Homo sapiens hsa04530,0.5553792,0.32786506,0.30966532,0.23420559,0.5724184,0.5447637,0.96398133,1.0217345,0.73801386,0.9608383,0.982531,1.0034009,0.658,0.44642857,0.981,0.56333333,0.631,0.47
Toll-like receptor signaling pathway Homo sapiens hsa04620,0.5524365,0.4278913,0.4209032,0.22421582,0.55013055,0.5172117,0.95611733,1.2507805,0.98279136,0.8298491,0.92739433,0.9355042,0.641,0.16527943,0.542,0.7891738,0.896,0.853
Toxoplasmosis Homo sapiens hsa05145,0.59583366,0.41497895,0.42163122,-0.20330001,0.562251,0.5120685,1.0326924,1.2730108,0.99950856,-0.71566725,0.9581325,0.93634504,0.371,0.117913835,0.518,0.9491279,0.808,0.888
Transcriptional misregulation in cancer Homo sapiens hsa05202,0.6372581,0.46749848,0.42640707,-0.26050767,0.55167794,0.5283101,1.1117029,1.487067,1.0242059,-0.9697441,0.95141315,0.97784245,0.082,0.0121546965,0.417,0.51282054,0.871,0.681
Tryptophan metabolism Homo sapiens hsa00380,0.47884953,0.3915056,0.45075095,0.22892363,0.5747781,0.5552791,0.80762887,1.0469997,1.0058856,0.72835153,0.9441337,0.9746089,0.893,0.42451614,0.5135135,0.8984375,0.746,0.597
Tuberculosis Homo sapiens hsa05152,0.53934157,0.23725206,0.36749864,-0.24932759,0.5796564,0.5090481,0.9431751,0.74199003,0.8765842,-0.90601915,0.99709123,0.9400485,0.741,0.878453,0.86,0.6503497,0.524,0.904
Type I diabetes mellitus Homo sapiens hsa04940,0.50379825,0.5767644,0.5917003,0.46246988,0.58473575,0.53300047,0.8219156,1.3056059,1.2499462,1.2501658,0.91993666,0.8871908,0.8234704,0.15672676,0.13599183,0.1954023,0.754,0.831
Type II diabetes mellitus Homo sapiens hsa04930,0.570391,-0.3033495,0.28420964,-0.28941926,0.571948,0.54994833,0.97104216,-0.96509314,0.64453685,-0.87735236,0.9441896,0.9721509,0.581,0.43979058,0.973974,0.6220736,0.762,0.619
Tyrosine metabolism Homo sapiens hsa00350,0.6190334,0.6253078,0.566912,0.3106854,0.755061,0.69600266,1.0215663,1.4803169,1.2219285,0.8791405,1.2083251,1.1888962,0.45591182,0.052556816,0.17356206,0.63390666,0.026,0.045
Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.55912805,0.24280693,0.37336642,0.2176081,0.57959175,0.535308,0.9710773,0.76013994,0.8916918,0.9036411,0.9977357,0.98839843,0.654,0.8685969,0.84,0.7269373,0.519,0.581
VEGF signaling pathway Homo sapiens hsa04370,0.6040845,0.20045891,0.37260997,0.21409297,0.5493819,0.51629037,1.0360255,0.5649086,0.8639219,0.7684056,0.9221352,0.92578685,0.38,0.9802469,0.791,0.90710384,0.885,0.855
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.6315628,0.3151754,0.43226856,-0.23609383,0.5646937,0.53338444,1.0696695,0.87941724,0.97832674,-0.7173603,0.9385165,0.94832647,0.318,0.6440887,0.57,0.877193,0.803,0.73
Vascular smooth muscle contraction Homo sapiens hsa04270,0.6015826,0.28586745,0.51244867,-0.31953096,0.58198494,0.52166075,1.0409843,0.8725997,1.2192206,-1.112988,0.99416953,0.9567037,0.326,0.67316514,0.043,0.29420084,0.542,0.786
Vasopressin-regulated water reabsorption Homo sapiens hsa04962,0.5314042,0.26879528,0.5574884,-0.4257905,0.54634106,0.53134835,0.9001788,0.7482918,1.2592084,-1.3002608,0.90901023,0.9421897,0.75,0.8080808,0.068,0.13458529,0.893,0.759
Vibrio cholerae infection Homo sapiens hsa05110,0.55938166,-0.297509,0.38475704,-0.31956553,0.52137256,0.50294,0.94588476,-0.9938434,0.87634784,-0.9697373,0.8668236,0.8930967,0.65,0.40487805,0.771,0.5111465,0.973,0.913
Viral carcinogenesis Homo sapiens hsa05203,0.5663765,-0.2094431,0.32416043,-0.27743834,0.5577675,0.524608,0.9904169,-0.8151125,0.7756825,-1.0430851,0.96337587,0.97516924,0.56,0.85714287,0.983,0.37549934,0.816,0.727
Viral myocarditis Homo sapiens hsa05416,0.55276346,0.39149246,0.38987464,-0.31107154,0.6741951,0.63585013,0.93478084,1.0644294,0.8904298,-0.93254334,1.1131144,1.1213901,0.669,0.38010204,0.71442884,0.5559105,0.063,0.071
Vitamin digestion and absorption Homo sapiens hsa04977,0.5816797,0.26087555,0.33445945,-0.24620104,0.5258775,0.49907342,0.96575606,0.6149118,0.71796155,-0.6257135,0.8304389,0.8382707,0.5715716,0.9191489,0.87589014,0.91065294,0.961,0.94
Wnt signaling pathway Homo sapiens hsa04310,0.5628506,0.20460996,0.41370183,0.17520201,0.5400919,0.5111222,0.9854821,0.6441186,0.99396086,0.7345907,0.93084973,0.94626635,0.587,0.9686801,0.523,0.9752066,0.958,0.882
alpha-Linolenic acid metabolism Homo sapiens hsa00592,0.46068248,-0.576533,0.6139305,-0.3513409,0.64436865,0.54167217,0.7589864,-1.6916289,1.3300967,-0.8902082,1.0175683,0.9104121,0.9108216,0.03041825,0.0787321,0.58047944,0.413,0.785
beta-Alanine metabolism Homo sapiens hsa00410,0.5377496,0.5727589,0.56063706,-0.39190805,0.6404582,0.59914476,0.89910936,1.5226607,1.2576433,-1.1104506,1.0409199,1.0395112,0.742,0.0327654,0.092276834,0.29697987,0.319,0.332
cAMP signaling pathway Homo sapiens hsa04024,0.50458854,-0.21971361,0.4092534,-0.24053001,0.5767249,0.54384077,0.8824555,-0.8766936,0.98659754,-0.9153704,0.99741906,1.0103444,0.933,0.6511628,0.573,0.6604278,0.521,0.398
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.5496875,0.31848425,0.41945094,0.2011372,0.58301884,0.5405247,0.9603991,1.0126301,1.0071714,0.85773796,1.0067656,1.003453,0.691,0.45373467,0.473,0.82129276,0.423,0.46
mRNA surveillance pathway Homo sapiens hsa03015,0.5412491,0.23061672,0.3944257,0.2400075,0.5829148,0.56374806,0.9346842,0.69590056,0.9263905,0.9207748,0.9939094,1.032005,0.735,0.91005915,0.736,0.64723927,0.539,0.291
mTOR signaling pathway Homo sapiens hsa04150,0.6489496,0.26589966,0.50203323,-0.319917,0.5883455,0.5206021,1.1186844,0.7565225,1.1602322,-1.0298387,0.9838757,0.9322568,0.178,0.8066096,0.146,0.43015873,0.586,0.824
p53 signaling pathway Homo sapiens hsa04115,0.6421369,0.28864077,0.3851277,-0.42274705,0.5365188,0.5025132,1.0971682,0.82236975,0.89473903,-1.365952,0.9027962,0.9069599,0.202,0.734192,0.762,0.07762557,0.957,0.924
