,names,rank,logfoldchanges,pvals_adj
166,Gm2479,32.10164018126955,22.863451,0.039440347826104435
167,9630013A20Rik,27.14698690406141,22.85921,0.06492720016080242
168,Rbbp8,33.322015743324144,22.855871,0.03484020485482417
169,Gm47819,30.256439980407496,22.847164,0.04739173458975176
170,Wbp1,23.127553966294,22.83473,0.09709042087158867
171,Iqcn,28.465933504535037,22.80881,0.05649062059888019
172,Hoxc8,24.251172010777577,22.807219,0.08643482409087504
173,Stk32b,29.110282499421125,22.799992,0.05287285401541999
174,Vcl,28.45386479434817,22.799139,0.05649062059888019
175,Oxnad1,31.589984235652597,22.767311,0.04097180172519848
176,Cttnbp2,23.368432310848977,22.758823,0.09401873255345627
177,Aspscr1,31.793882377128703,22.739883,0.03998020075475652
178,Gpatch11,33.50593472118742,22.739542,0.03361509324250147
179,Eif2b3,25.720445433668825,22.734104,0.07389932443596409
180,Slc39a12,28.380719809390957,22.723484,0.0563689732029969
181,Misp,37.08500528563667,22.72209,0.023328540224416563
182,Grtp1,24.057745290266773,22.698912,0.08712376157601208
183,Ptp4a1,24.70101473701149,22.665316,0.08131756991733202
184,Gm31925,28.668969425402892,22.63941,0.054158891185233385
185,Pnp2,27.970634794407527,22.63488,0.05811235532554383
186,Gm26692,23.22384408959917,22.623089,0.09406867752841251
187,Gabbr2,17.531206583931326,22.595922,0.16754941393818665
188,Pgm2l1,22.80145726793852,22.573378,0.09770034053714027
189,Ctdsp1,32.84936094915622,22.564196,0.03500918926375206
190,Scd4,21.800282514031963,22.540363,0.10785333504633782
191,Cdk8,26.893801450235237,22.536566,0.064070673345513
192,Zfp729a,27.18634252204517,22.52491,0.06209467118221673
193,Pik3cd,32.8904038145495,22.51135,0.03458926541614867
194,Gpr50,30.75038775066247,22.505602,0.04301860094194715
195,Gm49785,31.09011293012181,22.505056,0.04154585094993665
196,E130018N17Rik,28.49790586374723,22.504324,0.054158891185233385
197,Vax2,28.25491930140172,22.48424,0.05537905858023214
