gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,139.829522040039,0.12996195901751303,0.18161040301234427,0.7156085602027951,0.4742330864293134,0.815907491182763
Gm1992,22.754383582693595,0.38962663488201743,0.37695124809223557,1.033626063990854,0.3013110097672024,0.6902958762071361
Gm19938,145.0956947301727,-0.9304100583327426,0.19841111456079286,-4.689304126899939,2.7413569924439346e-06,9.7534982967087e-05
Mrpl15,7.3293542991752885,-0.12215121222812718,0.6368918021950125,-0.1917927217890696,0.8479045723014451,0.9602708161157231
Tcea1,46.797370421703754,-0.37435180620180203,0.2697109315097206,-1.387974169628012,0.16514491076658633,0.5300213085328579
Atp6v1h,45.53907773398908,0.4064661268105686,0.27676498350838,1.4686327788221136,0.1419324191106736,0.4952168938063826
Rb1cc1,367.0285340963328,-0.6409088185482159,0.12699922099134614,-5.046557085510691,4.498425300946891e-07,2.0179933003415867e-05
4732440D04Rik,492.3753584530068,0.4460462943294209,0.13138709231892803,3.3949019379064387,0.0006865318550235282,0.011988110852654268
St18,11.298205759844905,-1.3815645726228993,0.5253883596064264,-2.6296063613930145,0.008548378651979768,0.08708116834612953
Gm26901,5.295379298858184,-0.898966932195151,0.7938736105284732,-1.1323804195943965,0.2574745332111439,0.6466294442310666
Gm30414,24.962510176428083,0.21473514270054941,0.35913794958536266,0.5979182733221834,0.549894466383579,0.8545039297980213
Sntg1,8.599499087320817,0.7097496363268391,0.6109777951460162,1.1616619163012587,0.2453728209958168,0.6331254433088916
Rrs1,255.86432609524982,-0.24891594054597602,0.14168179169019304,-1.756866126384577,0.07894063058377145,0.36003726649055906
Adhfe1,101.11409772047688,0.04006656538931608,0.19045442823858882,0.21037350383433098,0.8333761707989711,0.9559208497973262
2610203C22Rik,16.44257890002638,0.22601317755176695,0.4367754162899302,0.5174585590727022,0.6048360904312502,0.8761458184012733
Mybl1,37.654892642994355,0.22938646728390158,0.29690748681705725,0.7725856620962896,0.4397676326018879,0.7947296691427918
Vcpip1,13.12638498735618,0.29068155838747484,0.48219821439467847,0.6028258705859754,0.5466245344817996,0.8537632323534032
1700034P13Rik,67.43306896832121,-0.034145875179273213,0.2556167503485144,-0.1335823068430291,0.8937328758752638,0.9746167004597875
Snhg6,4.7290867755766,-0.4978470636811949,0.8035300440473656,-0.6195749211486214,0.5355376820908189,0.8479465134025763
Tcf24,73.2067504705797,0.31298625358755394,0.21911413775712132,1.4284165174886425,0.15317200771478376,0.5121135821425962
Ppp1r42,37.29534907967101,0.2644733075576945,0.29387611382255335,0.899948294938279,0.36814776724227516,0.7469870296809353
Cspp1,488.77943984675676,-0.935938728396288,0.15798595185519,-5.92418957132448,3.1384125140884232e-09,2.180908049064309e-07
Arfgef1,58.42273814700351,0.1782969884122196,0.24728381436233982,0.7210216684500214,0.4708961831336411,0.8145058980703017
Cpa6,54.24501120224344,-0.2728397330959613,0.2848555342058638,-0.9578179123554654,0.3381545851573696,0.7191297888695307
Prex2,21.716941220517995,-0.3802672985851649,0.38113419495736683,-0.997725482563172,0.3184124929445772,0.7049012178161804
Ncoa2,11.638665366605677,4.56730839285184,1.1068698797634156,4.126328194808287,3.6860113961184845e-05,0.0009705765324977859
Tram1,8.833595473638757,-0.4681464064638264,0.6117372059594877,-0.765273718687023,0.4441085703557891,0.7969367681387526
Lactb2,297.65013662721475,-0.7066863737676803,0.1434499411732729,-4.926362241683147,8.377462620424183e-07,3.485182019926312e-05
Eya1,22.75441132551237,-0.7142383607556528,0.3713698148760566,-1.9232536736838117,0.054448199488922974,0.2922876205613952
Gm9947,16.026232691691792,1.2586712736005758,0.47458725044634753,2.6521388267737915,0.007998364808435826,0.08279742540776276
Msc,35.28009037788004,-0.14229894621772887,0.31160838993987877,-0.45665954708467194,0.6479157713905375,0.8946676385563693
Trpa1,45.73053934473577,0.2819423321844339,0.26935812632040573,1.0467192359701039,0.29522908917341517,0.6854561597427785
Kcnb2,19.099408596985626,-0.05347745768215829,0.40453706838328324,-0.13219420879248195,0.8948306816365517,0.9751435355558119
Sbspon,51.52158665252892,0.183880332967168,0.25542499219855225,0.7198995344364358,0.47158685469642203,0.8147935358255718
4930444P10Rik,24.847566735931746,0.5870158204028281,0.3608346100343163,1.6268279263649383,0.10377364872022138,0.4220594827355372
Rpl7,4.963982788242872,-0.16695228284932498,0.7661505236533465,-0.2179105511188875,0.8274988060854855,0.9548499721953978
Rdh10,31.204093367473906,1.1694631382127063,0.3358342207780557,3.4822631699155364,0.0004971947991918159,0.00910106507596495
Stau2,193.3376189604079,0.5959085214687796,0.1740599835000417,3.423581396976502,0.0006180174012514741,0.010935611909344417
Ube2w,5.956453093901982,0.15416405798368246,0.7021196741191805,0.2195694888867536,0.826206455862995,0.9542994957227535
Tmem70,85.09860061967416,-0.06661393617663185,0.2179599103733274,-0.3056247181535988,0.759890398084565,0.9339234555454957
Ly96,67.18650351826996,0.0076736684818310445,0.22158458497390623,0.03463087688493626,0.9723740800668522,0.9950103723486039
Gm28376,32.02171322449555,-0.03539152421443158,0.33429377317628484,-0.10586952870273292,0.9156858707365823,0.9803669598408713
Jph1,42.88349161456612,-0.27346943889154246,0.2805365623319383,-0.9748085476572077,0.3296552363559645,0.7126436470461716
Gm16070,29.152717334369765,-0.25468355895814976,0.33542508755976713,-0.7592859580390492,0.4476815155474738,0.7990366467285219
Crispld1,94.2871034157655,0.08098389593995406,0.20283157054264675,0.3992667202807397,0.689696685996288,0.9103804177299322
Gm28756,48.141597360330366,0.19074123478892094,0.34729189917398556,0.549224543511059,0.5828513630377885,0.8672492745003293
Pkhd1,55.571442793778715,0.013615691239971172,0.25247514921101427,0.05392883728367032,0.9569918612603904,0.990426498540641
4930486I03Rik,88.21445536579985,-0.10473596139769492,0.19810761533993185,-0.5286821570083462,0.5970259569459497,0.8735103651463194
Mcm3,19.049150159948255,0.5641660746698884,0.4187386321817071,1.3472988430288295,0.177884004591229,0.548460282331491
Paqr8,4.6112442752647755,0.8960086896483997,0.8474124520194702,1.057346617356306,0.2903534250258277,0.6807361258086597
Tram2,60.83495040046057,-0.10449200802761814,0.2345630631933646,-0.44547511703272324,0.6559764380391413,0.8967308723956988
Kcnq5,137.25201517346713,-0.7760686623880534,0.17809631227070724,-4.357578506220979,1.31509333627299e-05,0.0003923314775127797
Rims1,201.95265766120676,-0.08513605048881251,0.15523290736445425,-0.5484407393654681,0.5833893095686238,0.8676632889482468
Gm29107,47.057608068490026,-0.47151073422056716,0.29210931415950375,-1.6141585063018662,0.10649304965310923,0.4285231236950917
Ogfrl1,11.381572118975887,1.423766373118158,0.5782662387568562,2.462129513524668,0.01381147828893083,0.11925317395732013
B3gat2,205.43482779700574,-0.224037172241973,0.1507136048291854,-1.4865092802729423,0.13714446400822822,0.4886024649270327
Smap1,64.76229428136479,0.3290699760694003,0.2411407489021916,1.3646386086445865,0.17236666373589937,0.5410307460830465
Lmbrd1,10.878497963987597,0.6418829373791379,0.5624298745563157,1.1412675009226716,0.2537586219618625,0.6431417386741926
Adgrb3,30.118802761396292,-0.3147327209494994,0.3223474371783367,-0.9763773017850161,0.3288775254264995,0.7121503837382007
Phf3,75.41574377508708,-0.03331090533475106,0.21066165556663163,-0.15812514738456956,0.8743581851456311,0.9665646109928866
4931428L18Rik,25.01921614970588,0.727376187164216,0.36904477899674804,1.970969997574808,0.04872730765389659,0.2748236718550198
Lgsn,19.509156988201592,-0.5535590076750025,1.585691668951407,-0.34909624519946075,0.7270170553676163,0.9227470678829032
Khdrbs2,46.520861644900634,0.4964446758987013,0.26713942115385814,1.8583729565423273,0.06311606992033257,0.3183631181728368
Prim2,331.90545807223265,0.046764196751843366,0.1308318914607885,0.35743729017216735,0.7207644645374031,0.9205569470954483
Rab23,58.964250599108794,-1.028755332623847,0.23912066582104824,-4.302243509951336,1.69077342464186e-05,0.0004877881330091766
Bag2,279.3841608462248,-0.2244129237701378,0.13965007468071033,-1.6069660133245574,0.10806182381643771,0.4318242890297937
Zfp451,9.095739236967853,-0.689597746545408,0.5592627445234534,-1.2330478890257792,0.21755789778718193,0.600501427107673
Bend6,45.96956511607058,-0.23124091948731487,0.26885270248786913,-0.8601026411395238,0.38973246545889695,0.7630482261626697
Dst,32.98486716294142,0.7272035038750908,0.31443930071170123,2.3126991512483968,0.02073918572653109,0.15909233166288675
Gm26788,222.96204041291267,-0.18910822830925597,0.14260433505677453,-1.3261043448221053,0.1848051371899384,0.5594317918904362
Ccdc115,58.986109946574004,-0.715834237356135,0.23754008851854722,-3.0135302290259207,0.0025822731407557846,0.034269346850970016
Cfc1,83.70079782773725,0.19983020556381845,0.20698353071430087,0.9654401240243788,0.3343244126101148,0.7179588469011341
Arhgef4,89.99043680294731,-0.16588385136680062,0.19851251254789867,-0.8356342340222752,0.40336070355412945,0.771257778601333
Fam168b,17.718465915591995,-0.011867931015058373,0.41503598252258694,-0.028594944811592332,0.9771876438933509,0.995975973353656
Hs6st1,6.484368913247174,-0.21005653793543688,0.6733556705964812,-0.31195480651311913,0.755074869715419,0.9324005568220273
Uggt1,107.35621897737906,-4.129833111062308,0.2649672938388325,-15.586199531381776,9.035127867920134e-55,1.4988147741896013e-51
Arid5a,6.914531452249083,-0.2624835269899514,0.6409643042738927,-0.40951348653854,0.6821628715596764,0.9069308223270351
