,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glycosaminoglycan degradation Homo sapiens hsa00531,0.6664893,-0.3349848,0.32542047,-0.4724631,0.7502282,0.72523826,1.0976663,-0.8480319,0.6913079,-1.1461596,1.1777687,1.2103155,0.3414387,0.61849713,0.8820459,0.29694322,0.07214429,0.056112226
Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,0.72430927,0.22174929,0.54457384,-0.37778863,0.57537776,0.5354838,1.1974802,0.5272165,1.1967382,-1.0262259,0.9237045,0.9145678,0.146,0.9773414,0.21472393,0.40764332,0.745,0.767
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.5130667,-0.4166263,0.3291302,-0.29320186,0.60426384,0.58517534,0.8763577,-1.212891,0.7461435,-0.8289194,0.9814644,1.0146385,0.77,0.20915033,0.8608871,0.70068026,0.569,0.426
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.6733026,0.32420543,-0.20945734,0.39230654,0.6402193,0.5841023,1.134632,0.81803274,-0.8635839,1.0517856,1.0463594,1.0190763,0.223,0.6937063,0.75,0.39816514,0.312,0.39
GnRH signaling pathway Homo sapiens hsa04912,0.43886635,-0.21018137,0.41977298,-0.25900623,0.5904097,0.5629598,0.76120424,-0.7316713,1.0230047,-0.89937675,1.0128984,1.0362579,0.987,0.86868685,0.444,0.6318408,0.409,0.286
Graft-versus-host disease Homo sapiens hsa05332,0.46548793,0.50889206,0.5478725,0.5853137,0.5939643,0.558394,0.7570594,1.0342413,1.0905681,1.2593066,0.8942396,0.8902937,0.82883817,0.431562,0.37987012,0.22178218,0.77878785,0.7540486
HIF-1 signaling pathway Homo sapiens hsa04066,0.5677872,0.21647024,0.35500172,-0.27620807,0.61150384,0.5562197,0.9971715,0.667933,0.8761139,-1.0214745,1.0532441,1.0295033,0.515,0.9432367,0.815,0.42288557,0.159,0.278
HTLV-I infection Homo sapiens hsa05166,0.54704714,0.27017322,0.43556553,0.2458615,0.5489308,0.50735384,0.9726216,0.9197749,1.101834,0.9776077,0.96685076,0.96404773,0.652,0.6529477,0.121,0.48776758,0.81,0.814
Hedgehog signaling pathway Homo sapiens hsa04340,0.5270426,0.35510167,0.5069128,0.22454293,0.64096004,0.60016614,0.90507096,0.9825842,1.2110959,0.6841363,1.0764326,1.0822046,0.751,0.48682386,0.112,0.915078,0.156,0.15
Hematopoietic cell lineage Homo sapiens hsa04640,0.50722444,0.36353132,0.33091372,-0.27078968,0.5855905,0.56255573,0.8744683,1.0134128,0.7884525,-0.8670363,0.987222,1.0158672,0.825,0.449935,0.8747495,0.6851064,0.559,0.42
Hepatitis B Homo sapiens hsa05161,0.5742882,0.3025696,0.42237163,-0.22258544,0.59154934,0.549946,1.0129555,0.97664124,1.0528687,-0.87189037,1.02852,1.0296708,0.458,0.51715976,0.347,0.77862597,0.26,0.258
Hepatitis C Homo sapiens hsa05160,0.59541583,-0.28459153,0.3830521,0.3096124,0.57165676,0.5209328,1.0387704,-1.0450405,0.9374333,1.0903666,0.99167836,0.9703158,0.348,0.36585367,0.716,0.31678084,0.568,0.711
Herpes simplex infection Homo sapiens hsa05168,0.56416756,0.35249257,0.42384747,0.32251358,0.58051646,0.5315056,0.9934618,1.1448199,1.0550451,1.1943718,1.0138309,0.9985765,0.525,0.25415677,0.322,0.1398374,0.358,0.522
Hippo signaling pathway Homo sapiens hsa04390,0.642443,0.19223088,0.36649114,0.29880077,0.5463951,0.51807874,1.1337464,0.63025135,0.922932,1.1350468,0.95544326,0.97391176,0.043,0.9893743,0.76,0.18608414,0.845,0.721
Histidine metabolism Homo sapiens hsa00340,0.5025691,0.5473269,0.5962304,0.39966187,0.5352189,0.49924764,0.833351,1.2644185,1.3020151,0.9721653,0.8468095,0.8398799,0.8,0.18506998,0.0974359,0.4990476,0.921,0.917
Homologous recombination Homo sapiens hsa03440,0.6011452,0.44491532,0.45780933,0.31992105,0.54284716,0.5186459,1.0144198,1.129656,1.0313026,0.8577058,0.88711184,0.9061563,0.4804805,0.31412894,0.4551863,0.67419964,0.895,0.829
Huntington's disease Homo sapiens hsa05016,0.49369332,0.27791405,0.4320169,-0.29254824,0.59332335,0.553036,0.8768642,0.913691,1.093393,-1.1546397,1.0356598,1.0402836,0.937,0.6333333,0.196,0.15776081,0.182,0.166
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.50106627,-0.20437394,0.43316108,0.24573722,0.5616353,0.52776366,0.87019163,-0.7083656,1.0578135,0.82855123,0.9654238,0.97409964,0.887,0.92156863,0.362,0.7749141,0.723,0.66
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.57989603,0.33895546,0.42813438,-0.31893584,0.5627233,0.54552037,0.9988644,0.9256065,1.0033323,-0.99204534,0.9374383,0.97415733,0.496,0.5659864,0.523,0.47031963,0.788,0.617
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.55541486,0.3150781,0.5112989,-0.23465383,0.62492055,0.5886889,0.9713783,0.96146196,1.2469456,-0.85200346,1.0742413,1.0873574,0.608,0.52386934,0.03,0.7690476,0.106,0.076
Influenza A Homo sapiens hsa05164,0.5503857,0.28257054,0.41934368,0.24193648,0.59926873,0.5559483,0.967986,0.89804095,1.035514,0.87192863,1.0415668,1.0375342,0.639,0.63484484,0.394,0.74590164,0.184,0.225
Inositol phosphate metabolism Homo sapiens hsa00562,0.6064259,0.28261387,0.4387917,0.25988358,0.6266212,0.59519726,1.0515124,0.821326,1.0611839,0.8530406,1.068952,1.0902708,0.34,0.7355584,0.344,0.7241993,0.147,0.093
Insulin resistance Homo sapiens hsa04931,0.5670438,-0.2895523,0.29498902,-0.27652118,0.64251494,0.5850639,0.99442893,-1.0687886,0.72477543,-1.0072044,1.11035,1.0863912,0.525,0.2871795,0.974,0.44604316,0.017,0.074
Insulin secretion Homo sapiens hsa04911,0.5704299,0.29625022,0.43472645,0.20451128,0.5805732,0.54940367,0.99112886,0.87921304,1.0545563,0.67454964,0.98726064,1.0037372,0.538,0.6371795,0.372,0.95187163,0.58,0.458
Insulin signaling pathway Homo sapiens hsa04910,0.5549889,0.29253757,0.37210423,-0.28317207,0.5977948,0.5594889,0.97798496,0.9413132,0.92148924,-1.0881869,1.0394545,1.0462903,0.599,0.55995345,0.768,0.25575447,0.187,0.174
Intestinal immune network for IgA production Homo sapiens hsa04672,0.680288,0.35670587,0.3941616,-0.32656375,0.5915723,0.5574797,1.1464612,0.89802915,0.90305203,-0.91108525,0.9682987,0.9735355,0.196,0.58078605,0.6878788,0.6038136,0.597,0.578
Jak-STAT signaling pathway Homo sapiens hsa04630,0.52749115,0.29263255,0.37220618,0.33698454,0.5820191,0.52722925,0.9284657,0.9187951,0.9259354,1.2147352,1.0105141,0.9845524,0.777,0.61071426,0.736,0.14357261,0.389,0.596
Legionellosis Homo sapiens hsa05134,0.66799325,0.548252,0.46537375,0.36076844,0.49512413,0.45462382,1.1394539,1.4731004,1.0879722,1.0573168,0.8270303,0.81291664,0.189,0.0627558,0.33433434,0.36594203,0.991,0.995
Leishmaniasis Homo sapiens hsa05140,0.5662794,0.36797404,0.4288311,-0.19892327,0.5986048,0.5384574,0.9770018,1.0630078,1.0253248,-0.6468357,1.0121924,0.9770749,0.57,0.37707007,0.45745745,0.9742389,0.419,0.624
Leukocyte transendothelial migration Homo sapiens hsa04670,0.51870084,0.30742204,0.38545427,0.32849166,0.6074083,0.55660945,0.9057182,0.9634653,0.95226634,1.169663,1.0501908,1.0327942,0.841,0.5382746,0.66,0.19786096,0.164,0.268
Linoleic acid metabolism Homo sapiens hsa00591,0.44803175,-0.48267555,0.67145973,-0.45404613,0.58359945,0.5666494,0.7358289,-1.2240436,1.4147735,-1.1032252,0.917815,0.94836867,0.89849246,0.24347825,0.033368092,0.33541667,0.738,0.6456456
Long-term depression Homo sapiens hsa04730,0.6201908,0.30537653,0.43711102,0.22097889,0.5434416,0.50976473,1.0685912,0.8714667,1.0464925,0.6981048,0.91796196,0.9229953,0.325,0.64871794,0.40981963,0.93153155,0.895,0.848
Long-term potentiation Homo sapiens hsa04720,0.60170686,0.25607666,0.4856843,0.19985588,0.5661963,0.5327974,1.0441992,0.75802934,1.1668961,0.645218,0.95878214,0.9693499,0.389,0.81532663,0.147,0.9604131,0.723,0.67
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.62847877,-0.21456459,0.44156426,-0.41746485,0.63579005,0.59831464,1.1026695,-0.78115666,1.0775181,-1.5230095,1.0923642,1.106182,0.154,0.80927837,0.286,0.014527845,0.048,0.039
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.6420691,0.25614262,0.49840027,-0.31039935,0.6368277,0.5973537,1.1103411,0.74900854,1.1840357,-1.0460982,1.0835059,1.0901194,0.17,0.82360405,0.113,0.34920636,0.087,0.105
Lysine degradation Homo sapiens hsa00310,0.5413596,0.38976604,0.46980295,0.33599028,0.6083583,0.5618153,0.9348075,1.074575,1.1081059,1.0178854,1.0180229,1.0073246,0.671,0.37700534,0.285,0.43760684,0.378,0.454
Lysosome Homo sapiens hsa04142,0.5957406,0.22766794,0.32996476,-0.34403938,0.5990874,0.5412271,1.0483329,0.7190825,0.8212024,-1.3000649,1.0386645,1.0094576,0.304,0.8956311,0.905,0.0647482,0.195,0.408
MAPK signaling pathway Homo sapiens hsa04010,0.5336764,0.30592597,0.38126078,0.28440636,0.55815446,0.51571286,0.94666654,1.0429629,0.9642292,1.1287205,0.9846258,0.9795377,0.8,0.39233372,0.663,0.2,0.676,0.716
Malaria Homo sapiens hsa05144,0.70735955,0.27726224,0.6355098,-0.33161646,0.5526992,0.514535,1.191778,0.7182614,1.4564788,-0.9688598,0.9133632,0.91050506,0.11511511,0.8101983,0.002004008,0.503268,0.828,0.828
Maturity onset diabetes of the young Homo sapiens hsa04950,0.79867333,-0.6231925,0.6565658,0.35697377,0.6269446,0.5759418,1.3306955,-1.7731684,1.4658223,0.9165287,1.0045351,0.98298687,0.026104419,0.024390243,0.019250253,0.5883459,0.461,0.527
Measles Homo sapiens hsa05162,0.5942866,0.24127474,0.3842153,-0.22880304,0.6088597,0.5640191,1.0386257,0.74290735,0.93479514,-0.8363146,1.050789,1.0450579,0.381,0.8760951,0.697,0.80904526,0.172,0.207
Melanogenesis Homo sapiens hsa04916,0.5414444,0.32833043,0.45010045,0.22634844,0.586624,0.536111,0.94662154,1.0139233,1.1087794,0.79192495,1.0125501,0.99600893,0.717,0.44743276,0.195,0.87205386,0.414,0.507
Melanoma Homo sapiens hsa05218,0.57304686,0.30014914,0.4485513,0.28695634,0.6141999,0.59267,0.9897084,0.8819235,1.0794576,0.9310602,1.0478364,1.0856185,0.532,0.64411026,0.296,0.58347976,0.216,0.103
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.59631526,-0.22201188,0.41941568,-0.2981176,0.45823127,0.43490097,1.0185335,-0.6840937,0.9652138,-0.89613014,0.7604414,0.7732292,0.452,0.89768976,0.58492464,0.594533,0.998,0.998
MicroRNAs in cancer Homo sapiens hsa05206,0.5555025,0.2207827,0.34421894,0.27118507,0.60360986,0.5533447,0.9828202,0.7206869,0.8582409,1.0120095,1.0546243,1.0420256,0.584,0.9171529,0.909,0.4276094,0.104,0.169
Mineral absorption Homo sapiens hsa04978,0.49361885,0.3233522,0.33560884,0.25499862,0.5400571,0.4884595,0.8533428,0.8552295,0.7969527,0.73609906,0.8984657,0.868936,0.82,0.64305556,0.8514056,0.86278194,0.898,0.945
Mismatch repair Homo sapiens hsa03430,0.5753069,0.5704811,0.4692802,0.31450102,0.5691721,0.5437372,0.9756488,1.4035856,1.0358888,0.81700766,0.9233441,0.9365868,0.5705706,0.094339624,0.45583758,0.67955804,0.786,0.737
Morphine addiction Homo sapiens hsa05032,0.5338805,-0.3296887,0.47076544,0.3824164,0.595329,0.5641073,0.9316812,-1.1712632,1.1461024,1.3067524,1.0191617,1.0345454,0.751,0.21276596,0.129,0.072289154,0.356,0.256
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.48525313,-0.4287507,0.48021138,-0.5474074,0.66049814,0.60908484,0.8191205,-1.2336713,1.084484,-1.4880025,1.0633569,1.0442935,0.8406814,0.17152104,0.36666667,0.052747253,0.238,0.316
N-Glycan biosynthesis Homo sapiens hsa00510,0.52529615,0.24063587,0.32315555,0.23339851,0.6574964,0.5928986,0.90568197,0.68508667,0.7668768,0.716741,1.1119571,1.0710074,0.752,0.8821918,0.904,0.88928574,0.061,0.181
NF-kappa B signaling pathway Homo sapiens hsa04064,0.571811,0.35228655,0.2655675,0.37398276,0.60614264,0.5692528,0.99295527,1.0658218,0.64768726,1.2555406,1.0419949,1.0496454,0.528,0.3637532,0.987,0.13402061,0.249,0.215
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.6935209,0.38183284,0.38725635,0.43376163,0.5842081,0.57259715,1.1792282,1.0484731,0.9120537,1.2748705,0.9808702,1.0278959,0.1,0.39276138,0.679,0.14776632,0.581,0.348
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.53863555,0.29978058,0.30866137,0.35524252,0.6218559,0.5524031,0.9381623,0.88084817,0.74225897,1.1691016,1.0615239,1.0133413,0.705,0.65178573,0.938,0.20804195,0.166,0.41
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.52997565,0.3832405,0.5296083,-0.19115713,0.56210357,0.5151129,0.9370901,1.2474003,1.3308139,-0.76338667,0.9847123,0.97151154,0.795,0.13109049,0.0,0.96891195,0.635,0.734
Neurotrophin signaling pathway Homo sapiens hsa04722,0.5775523,-0.19936822,0.34756246,0.29670638,0.59457135,0.5254238,1.0161736,-0.7267738,0.86011195,1.0676922,1.0341356,0.98432803,0.438,0.9120879,0.889,0.32879046,0.222,0.606
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.37254298,-0.21359712,0.37507337,0.25249547,0.5721563,0.51264715,0.6295412,-0.6462448,0.85351944,0.6762828,0.93161297,0.89153063,0.978,0.95469254,0.7386018,0.914611,0.744,0.841
Nicotine addiction Homo sapiens hsa05033,0.4643114,0.4557144,0.53967875,0.29616567,0.5385156,0.50555027,0.7912372,1.2175215,1.2552,0.86142683,0.8950967,0.90018845,0.921,0.19838056,0.0990991,0.6877193,0.905,0.886
Nitrogen metabolism Homo sapiens hsa00910,0.4904762,0.34000206,0.28536987,-0.28165272,0.59242046,0.5745384,0.8134827,0.78770363,0.6197996,-0.7081894,0.93847,0.969238,0.81653225,0.7220497,0.9369183,0.8492569,0.702,0.5725726
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.52651095,0.20886523,0.29869655,-0.31679657,0.58381903,0.53801227,0.9300291,0.6816681,0.7437789,-1.2341862,1.0185558,1.010672,0.802,0.9519906,0.989,0.10552764,0.31,0.38
Non-small cell lung cancer Homo sapiens hsa05223,0.5624737,0.31623575,0.418888,0.2856049,0.6427254,0.5882149,0.9649837,0.89949775,1.000949,0.8926374,1.0893399,1.0682608,0.607,0.5821475,0.502,0.63435376,0.092,0.171
Notch signaling pathway Homo sapiens hsa04330,0.58334523,0.21892852,0.40163177,0.36645883,0.57415104,0.55303913,1.0004531,0.629856,0.95326126,1.1309303,0.96766686,0.9988342,0.505,0.94458765,0.6086086,0.26811594,0.665,0.487
Nucleotide excision repair Homo sapiens hsa03420,0.5598213,0.2066407,0.38583758,0.25395465,0.6237413,0.5924396,0.96556723,0.5748279,0.90698856,0.7598071,1.0452806,1.0590255,0.621,0.9756757,0.703,0.8255613,0.269,0.217
Olfactory transduction Homo sapiens hsa04740,0.32747608,0.36767158,0.5610673,0.24804468,0.6347937,0.609798,0.5642613,1.0513153,1.33804,0.7924603,1.0741394,1.1068541,1.0,0.38082558,0.026,0.8221416,0.14,0.071
One carbon pool by folate Homo sapiens hsa00670,0.5930749,-0.43910277,0.60522366,0.26718125,0.5453451,0.47425085,0.9858986,-1.1444103,1.3005322,0.64831626,0.8657056,0.79671454,0.52958876,0.27002966,0.10788382,0.91320074,0.889,0.951
Oocyte meiosis Homo sapiens hsa04114,0.58033687,0.19750866,0.4473337,-0.22317713,0.5915951,0.5466263,1.0193833,0.6327062,1.1012553,-0.8229064,1.0233407,1.0170879,0.44,0.9797619,0.213,0.81060606,0.305,0.37
Osteoclast differentiation Homo sapiens hsa04380,0.52044713,0.19084178,0.37203914,0.24536704,0.5930414,0.5399145,0.9120285,0.59798557,0.9166721,0.869753,1.02549,1.0048422,0.819,0.9773585,0.75,0.73070323,0.3,0.46
Other glycan degradation Homo sapiens hsa00511,0.73431593,0.34277022,0.6211415,0.44528976,0.6489689,0.6182141,1.1771908,0.709262,1.268476,0.95206815,0.9911699,0.99513364,0.2377551,0.79934746,0.16115262,0.51660514,0.52327937,0.49348044
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.71744543,0.19325556,0.31745827,-0.5201024,0.65368617,0.6057059,1.2160589,0.48495883,0.7259819,-1.5066776,1.0734762,1.0648861,0.1,0.99120235,0.89457834,0.060402684,0.212,0.244
Ovarian steroidogenesis Homo sapiens hsa04913,0.56837696,0.34716576,0.5942577,0.28190517,0.6295169,0.59122556,0.9755865,0.98266995,1.4043077,0.86643404,1.0565314,1.0630499,0.573,0.4850065,0.011,0.69573283,0.227,0.212
Oxidative phosphorylation Homo sapiens hsa00190,0.5805388,0.2211704,0.43917334,-0.36046988,0.60996354,0.5738887,1.0152483,0.6964369,1.0899974,-1.3164382,1.0533262,1.0674392,0.446,0.92839503,0.243,0.08192771,0.144,0.099
Oxytocin signaling pathway Homo sapiens hsa04921,0.52425873,0.23489206,0.40937945,-0.29089993,0.58975035,0.55858654,0.9257497,0.75874025,1.0246092,-1.1469103,1.0278084,1.046957,0.802,0.8738532,0.4,0.16756757,0.252,0.156
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.56899184,0.27861524,0.39974433,0.23344646,0.55818826,0.5216806,1.0164593,0.9570608,1.0198957,0.9448929,0.9886273,0.9963764,0.395,0.5686901,0.397,0.60730594,0.646,0.524
PPAR signaling pathway Homo sapiens hsa03320,0.5904832,0.27450812,0.49292073,0.18681668,0.53909326,0.5159487,1.0221778,0.7783608,1.1804345,0.5911791,0.90969795,0.93469983,0.447,0.78608245,0.131,0.989547,0.907,0.808
Pancreatic cancer Homo sapiens hsa05212,0.55441076,0.28265953,0.31170318,0.26050645,0.6347526,0.5804972,0.9585453,0.8299926,0.7544217,0.8579741,1.0822381,1.0633706,0.642,0.7104247,0.948,0.7180385,0.088,0.161
Pancreatic secretion Homo sapiens hsa04972,0.51105654,0.4760021,0.53783846,0.3404685,0.58366764,0.55123705,0.88988715,1.4300863,1.304696,1.1259319,0.9973232,1.0098945,0.826,0.06385696,0.015,0.278481,0.489,0.406
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.52241415,0.4034724,0.37229794,-0.34127957,0.5883387,0.49014497,0.8744424,0.88515854,0.7797684,-0.82336557,0.9239983,0.8168424,0.7016129,0.6131045,0.7858628,0.7002053,0.71442884,0.9268537
Parkinson's disease Homo sapiens hsa05012,0.57099897,0.44050995,0.440976,-0.26393187,0.6059698,0.5683741,1.0020413,1.3905834,1.0972294,-0.9791394,1.0483879,1.0584831,0.506,0.06333739,0.23,0.47368422,0.169,0.128
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.62275606,0.17635594,0.32529408,-0.341971,0.66641575,0.6192739,1.0761001,0.4974557,0.77907515,-1.1285847,1.1252674,1.1197404,0.291,0.9948052,0.901,0.24429224,0.042,0.058
Pathways in cancer Homo sapiens hsa05200,0.51171184,0.3443344,0.4444089,0.28288358,0.57547843,0.53491163,0.91426986,1.2079312,1.1397505,1.1808542,1.020197,1.0231644,0.951,0.08438819,0.017,0.08184524,0.229,0.202
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.5402127,-0.25019917,0.42388266,-0.28535736,0.61931676,0.5561976,0.8943962,-0.65051776,0.9258277,-0.7286448,0.98053026,0.9399519,0.7016129,0.89719623,0.6196891,0.8097448,0.545,0.6776777
Pentose phosphate pathway Homo sapiens hsa00030,0.6021444,-0.39978877,0.47991568,-0.5330868,0.67829764,0.6611769,1.0226629,-1.1666068,1.1009551,-1.5259538,1.1084207,1.153601,0.457,0.24482758,0.3303122,0.03794643,0.121,0.068
Peroxisome Homo sapiens hsa04146,0.6007798,0.29422325,0.3485045,-0.31810567,0.5625304,0.5371828,1.0462308,0.90633327,0.8451103,-1.138836,0.9674736,0.9927715,0.321,0.6044499,0.861,0.2240566,0.737,0.539
Pertussis Homo sapiens hsa05133,0.5475446,0.3930163,0.4516821,0.2608956,0.55370486,0.5107433,0.950314,1.1175141,1.0789652,0.81942517,0.93666464,0.924263,0.652,0.3131579,0.33233234,0.7614035,0.815,0.862
Phagosome Homo sapiens hsa04145,0.52459425,0.25528368,0.36527282,-0.24564305,0.59879196,0.54080707,0.9203818,0.79724455,0.9080217,-0.90489763,1.0371555,1.0084882,0.803,0.8011976,0.752,0.6635071,0.215,0.429
Phenylalanine metabolism Homo sapiens hsa00360,-0.45864013,0.5533666,0.6495273,0.38237524,0.62310237,0.5896576,-1.116351,1.1306956,1.2468888,0.78090596,0.9239576,0.919262,0.171875,0.35314092,0.17626728,0.7318008,0.6811741,0.6798379
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.6015442,0.34176356,0.42650306,0.30804488,0.5707382,0.53007543,1.051504,1.0477619,1.0514536,1.0671912,0.9840178,0.9828577,0.307,0.42156863,0.372,0.33,0.596,0.598
Phospholipase D signaling pathway Homo sapiens hsa04072,0.6093108,0.29948822,0.44676965,0.32329798,0.5984993,0.54918814,1.0745764,0.96524286,1.1158322,1.1997174,1.0419626,1.0286447,0.197,0.5351609,0.154,0.13969335,0.156,0.271
Phototransduction Homo sapiens hsa04744,0.64923066,0.67928183,0.49666762,0.40165442,0.632156,0.5922948,1.0772954,1.6013077,1.080982,0.99469346,1.0030147,0.9982555,0.34434435,0.040059347,0.385567,0.46395564,0.47247246,0.478
Platelet activation Homo sapiens hsa04611,0.532183,0.1578952,0.42914724,0.23985976,0.59260195,0.55045164,0.935544,0.49615183,1.0639939,0.85890275,1.0252192,1.024099,0.757,0.9975933,0.301,0.73833334,0.293,0.301
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.40386823,-0.31324956,0.28516075,0.35124415,0.7495821,0.7193626,0.67483455,-0.8780864,0.64289284,0.9050644,1.2123268,1.2388393,0.956,0.571875,0.9336016,0.58983666,0.023,0.024
Primary bile acid biosynthesis Homo sapiens hsa00120,0.7752431,-0.30648714,0.5780697,-0.6837176,0.5372805,0.51341236,1.2850443,-0.7549294,1.2065294,-1.6509526,0.8352145,0.8493784,0.08897877,0.7787611,0.19812304,0.023554605,0.9099099,0.8713568
Primary immunodeficiency Homo sapiens hsa05340,0.59225166,0.3552711,0.46964526,0.46124813,0.59693646,0.539542,0.99096847,0.8927043,1.0466413,1.2336196,0.9724,0.9388675,0.555,0.6141141,0.4331984,0.20262665,0.601,0.711
Prion diseases Homo sapiens hsa05020,0.6965071,0.582465,0.63415927,0.42496166,0.6469725,0.6296548,1.1672965,1.4561449,1.4349595,1.1313614,1.0515692,1.0904423,0.16716717,0.07960894,0.012072435,0.3119266,0.286,0.192
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.5869823,-0.22919361,0.4307933,-0.24753463,0.60705453,0.5653662,1.0229771,-0.8371704,1.042338,-0.8855026,1.0421945,1.0424417,0.418,0.72897196,0.401,0.6759259,0.233,0.239
Prolactin signaling pathway Homo sapiens hsa04917,0.52420676,0.29504305,0.28054544,-0.26677933,0.6664133,0.608642,0.91355896,0.8657987,0.6781115,-0.93546766,1.1389056,1.1176504,0.775,0.66497463,0.984,0.5752688,0.009,0.032
Propanoate metabolism Homo sapiens hsa00640,0.7049326,-0.17531757,0.31894866,-0.25772882,0.5828345,0.5323501,1.2000281,-0.5239535,0.7476293,-0.753084,0.96215266,0.94059825,0.116,0.97727275,0.88810486,0.84757507,0.655,0.722
Prostate cancer Homo sapiens hsa05215,0.55767095,0.29523116,0.44530845,0.26559258,0.5675358,0.53874123,0.9715504,0.914457,1.0923138,0.91048884,0.98014444,0.99981236,0.608,0.5911873,0.234,0.6318493,0.636,0.485
Proteasome Homo sapiens hsa03050,0.61607563,0.31225944,0.3489817,0.3218418,0.5450916,0.5029693,1.063371,0.8684623,0.83073395,0.9855194,0.9160217,0.90592057,0.324,0.6706507,0.81963927,0.48181817,0.881,0.883
Protein digestion and absorption Homo sapiens hsa04974,0.4914149,0.36061272,0.4604745,-0.20464292,0.5190729,0.49286646,0.86135876,1.066404,1.1211132,-0.71474326,0.8883948,0.9040034,0.863,0.38010204,0.215,0.9448441,0.966,0.926
Protein export Homo sapiens hsa03060,0.6424626,-0.23770514,0.592128,0.37091374,0.69760793,0.6755332,1.0785362,-0.7114896,1.3479275,1.0028241,1.1414016,1.180958,0.344,0.85016286,0.058645096,0.4686941,0.067,0.048
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.5490296,0.21490102,0.3270089,-0.22552577,0.6100462,0.55858153,0.97076565,0.70330167,0.82243735,-0.8968631,1.0663408,1.0500056,0.638,0.95591646,0.947,0.70277077,0.055,0.128
Proteoglycans in cancer Homo sapiens hsa05205,0.5669302,0.35335472,0.3752335,0.31891125,0.5610369,0.5236822,1.0046862,1.1772828,0.94747776,1.2405523,0.98651534,0.9920452,0.456,0.19112629,0.734,0.0910518,0.663,0.582
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.62660825,0.45151672,0.29157007,0.3491645,0.4786273,0.46482214,1.047149,1.0321043,0.6404551,0.8788488,0.76459926,0.79090095,0.41005024,0.4347158,0.92443067,0.6037736,0.983984,0.967968
Purine metabolism Homo sapiens hsa00230,0.53267366,-0.21883616,0.4061658,-0.2659971,0.59398067,0.551679,0.9457785,-0.8317579,1.0157063,-1.0479267,1.0371287,1.0380478,0.74,0.74,0.459,0.32575756,0.186,0.193
Pyrimidine metabolism Homo sapiens hsa00240,0.57386595,-0.2341969,0.41285107,-0.24496292,0.5957466,0.5395715,1.0087588,-0.82843775,1.019403,-0.89190036,1.0315897,1.0039406,0.461,0.68508285,0.471,0.6721311,0.279,0.461
Pyruvate metabolism Homo sapiens hsa00620,0.7086206,0.40016693,0.36169478,0.33377242,0.5473968,0.5053943,1.2026783,1.074136,0.8446711,0.9680062,0.90608025,0.8943498,0.09,0.36312056,0.79476863,0.52094716,0.862,0.881
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.66576064,-0.24245968,0.3450405,-0.25488165,0.5474113,0.50016207,1.1393414,-0.78702676,0.80901456,-0.8086362,0.92118794,0.9005002,0.165,0.79562044,0.835,0.80133927,0.852,0.89
RNA degradation Homo sapiens hsa03018,0.55544156,-0.27566782,0.40591553,-0.26562265,0.5477623,0.5074649,0.96261257,-0.9733756,0.9829037,-0.92740566,0.9378197,0.93290275,0.623,0.43317974,0.574,0.58064514,0.842,0.837
RNA polymerase Homo sapiens hsa03020,0.5506685,-0.35479388,0.5158919,-0.47967964,0.6788488,0.6243197,0.9345352,-1.0286373,1.1880248,-1.3326178,1.1107615,1.0914356,0.6336336,0.37299034,0.20422535,0.10549451,0.129,0.178
RNA transport Homo sapiens hsa03013,0.4839635,0.21564443,0.33965915,-0.21319352,0.5486755,0.51831317,0.8590023,0.6970502,0.8480635,-0.8396748,0.9592589,0.97613245,0.968,0.9407583,0.901,0.8452088,0.84,0.69
