,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
RNA polymerase Homo sapiens hsa03020,0.58532643,-0.22672088,0.57724386,0.45432314,0.7031551,0.68720615,0.9929622,-0.5844381,1.3131601,1.2752211,0.97157663,0.9681215,0.52,0.98016995,0.058467742,0.15789473,0.657,0.663
RNA transport Homo sapiens hsa03013,0.4855056,-0.3458413,0.37339467,-0.31640983,0.693006,0.6800553,0.85848325,-1.146943,0.9161464,-1.0619506,0.99882084,1.0043316,0.97,0.21070614,0.788,0.33161953,0.503,0.412
Rap1 signaling pathway Homo sapiens hsa04015,0.51785344,-0.2990026,0.4116242,-0.30494493,0.7061115,0.6844435,0.92330354,-1.0108775,1.0157533,-1.0617932,1.022492,1.0168906,0.859,0.48216215,0.43,0.34638196,0.157,0.235
Ras signaling pathway Homo sapiens hsa04014,0.49521124,-0.2570969,0.3753667,-0.2964724,0.66355026,0.646625,0.88537985,-0.8745776,0.9309368,-1.0321062,0.962464,0.961601,0.962,0.7617021,0.801,0.3987879,0.948,0.955
Regulation of actin cytoskeleton Homo sapiens hsa04810,0.5100769,-0.24477707,0.38832018,-0.28952935,0.70888287,0.68186736,0.91051215,-0.8270889,0.96076906,-0.998287,1.0271755,1.0135546,0.89,0.8318777,0.694,0.4697733,0.139,0.27
Regulation of autophagy Homo sapiens hsa04140,0.7432855,-0.34116516,0.40998966,-0.46657327,0.7946371,0.7685887,1.2299742,-0.81274444,0.8936096,-1.1313642,1.0788568,1.0676284,0.11434303,0.74,0.6930894,0.320598,0.175,0.189
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.54725873,0.35832867,0.46455565,0.26143816,0.8318157,0.8128346,0.93915755,1.2541747,1.0949761,0.86539626,1.1704384,1.1721709,0.704,0.14220184,0.291,0.7196532,0.001,0.002
Renal cell carcinoma Homo sapiens hsa05211,0.6284937,-0.3026754,0.399779,-0.3393024,0.7234614,0.70514774,1.090524,-0.8949896,0.9479575,-1.0087289,1.0245435,1.0237105,0.22,0.66372794,0.647,0.46199703,0.278,0.277
Renin secretion Homo sapiens hsa04924,0.56632817,-0.41197166,0.53549397,-0.3185655,0.7466839,0.73663884,0.973019,-1.1736526,1.2485186,-0.91551405,1.0491807,1.0599468,0.59,0.22639069,0.06,0.6009245,0.148,0.107
Renin-angiotensin system Homo sapiens hsa04614,0.5962199,-0.36005318,0.53823465,-0.54040086,0.67996824,0.6641615,0.98382014,-0.83752334,1.1425911,-1.2401494,0.91302824,0.90864193,0.5311871,0.70347005,0.27926078,0.21232876,0.847,0.85
Retinol metabolism Homo sapiens hsa00830,0.5039523,0.30864504,0.50722575,0.32087144,0.70748055,0.68589973,0.8475937,0.85267925,1.1193855,0.83077407,0.96379703,0.95218295,0.7879397,0.70348835,0.3117409,0.7044335,0.667,0.704
Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.5667972,-0.33570936,0.4321094,-0.2803714,0.68149877,0.66920173,0.99426883,-1.0500046,1.0414337,-0.8883206,0.97429395,0.9795377,0.521,0.38228437,0.373,0.67128986,0.77,0.712
Rheumatoid arthritis Homo sapiens hsa05323,0.6183575,-0.3074335,0.29341957,-0.38498735,0.6882509,0.67676425,1.0628287,-0.9041975,0.69345874,-1.140597,0.97565156,0.98314977,0.309,0.625,0.968,0.26440176,0.705,0.643
Ribosome Homo sapiens hsa03010,0.6125979,-0.25041214,0.46566674,-0.3310202,0.7317281,0.7147107,1.0801315,-0.7881312,1.1261494,-1.0609956,1.0507866,1.0512447,0.202,0.8574794,0.138,0.3449198,0.065,0.063
Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.55804366,-0.27631912,0.42617163,-0.33512604,0.73578846,0.7217477,0.97022676,-0.8303253,1.0192213,-1.0180043,1.0465338,1.0506607,0.607,0.77021825,0.457,0.42,0.132,0.118
SNARE interactions in vesicular transport Homo sapiens hsa04130,0.5995335,-0.36261883,0.34461895,0.27040595,0.8147273,0.770461,1.0110905,-0.95115495,0.779398,0.798988,1.1286196,1.0918255,0.466,0.54583335,0.8678679,0.78552276,0.035,0.089
Salivary secretion Homo sapiens hsa04970,0.4917306,-0.4305429,0.5073272,-0.3503079,0.73077035,0.7209261,0.8522031,-1.2538843,1.2052653,-1.0552903,1.0345643,1.0456957,0.885,0.14627995,0.084,0.38297874,0.209,0.139
Salmonella infection Homo sapiens hsa05132,0.5516171,-0.34390703,0.33347827,-0.33907998,0.70533854,0.6815501,0.9584077,-1.0333693,0.7957405,-1.0378115,1.0043846,0.9940178,0.645,0.4283935,0.91,0.4,0.436,0.529
Selenocompound metabolism Homo sapiens hsa00450,0.7175231,-0.55992395,0.50563043,-0.4266118,0.7806063,0.7708241,1.185667,-1.2396405,1.0485975,-0.94962615,1.0432711,1.049029,0.19756839,0.20662461,0.42116183,0.53791887,0.3123123,0.3053053
Serotonergic synapse Homo sapiens hsa04726,0.5464628,-0.29126236,0.5630752,-0.30972624,0.6831775,0.6712638,0.95701474,-0.9093715,1.3528777,-0.9722847,0.9773363,0.9825965,0.691,0.651497,0.0,0.51666665,0.723,0.685
Shigellosis Homo sapiens hsa05131,0.61924154,0.23015973,0.38388526,0.31869623,0.7007471,0.68438214,1.0784558,0.84776896,0.9048501,1.070022,0.9935235,0.99346554,0.264,0.81621623,0.761,0.3474026,0.538,0.535
Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,0.48939005,-0.28736693,0.3102466,-0.26742446,0.6710288,0.64073336,0.8589516,-0.9283592,0.762113,-0.89092845,0.9675199,0.94685763,0.96,0.6221461,0.981,0.69398206,0.869,0.963
Small cell lung cancer Homo sapiens hsa05222,0.5488927,-0.36815456,0.36155847,-0.35687155,0.710688,0.69969517,0.96390295,-1.1444504,0.8697884,-1.1224886,1.0151471,1.0241954,0.632,0.23427866,0.831,0.2839161,0.317,0.249
Sphingolipid metabolism Homo sapiens hsa00600,0.48518836,0.21699451,0.5039951,0.22119687,0.66230214,0.6461949,0.8281564,0.7151524,1.1722445,0.6753847,0.924294,0.9235447,0.876,0.9269231,0.16750251,0.93292683,0.914,0.92
Sphingolipid signaling pathway Homo sapiens hsa04071,0.54077,0.25443238,0.3915742,-0.31897703,0.6497237,0.63062745,0.95436966,1.0173616,0.9555055,-1.0390358,0.9326755,0.92822695,0.69,0.4074074,0.67,0.37801608,0.988,0.986
Spliceosome Homo sapiens hsa03040,0.51711917,-0.2769711,0.33747575,0.25008807,0.6537381,0.636115,0.91341263,-0.9005352,0.8264973,0.9441819,0.9393272,0.9366678,0.848,0.6704675,0.945,0.6261261,0.979,0.985
Staphylococcus aureus infection Homo sapiens hsa05150,0.39799917,-0.5396339,0.6028199,-0.5090511,0.6796296,0.65041935,0.66744137,-1.3669657,1.3294438,-1.2648382,0.9326207,0.91206014,0.969,0.10502958,0.04733132,0.168239,0.844,0.899
Starch and sucrose metabolism Homo sapiens hsa00500,0.5527544,-0.4365265,0.39895648,0.3188726,0.65664375,0.6486652,0.9383914,-1.1037519,0.89892125,0.86573225,0.9029189,0.9121736,0.629,0.3300423,0.6931589,0.661157,0.942,0.911
Steroid biosynthesis Homo sapiens hsa00100,0.5025873,0.39359587,0.37327844,0.575963,0.64647436,0.639632,0.8325073,1.0794934,0.82117546,1.4776111,0.8763302,0.88441163,0.813,0.3425926,0.7811861,0.06435644,0.944,0.926
Steroid hormone biosynthesis Homo sapiens hsa00140,0.5741619,-0.5137143,0.55029446,-0.3755335,0.7645954,0.75215244,0.96603686,-1.2512848,1.2304654,-0.8971947,1.0438901,1.0480075,0.5741483,0.18851252,0.16060606,0.6068516,0.26,0.248
Synaptic vesicle cycle Homo sapiens hsa04721,0.6395823,0.26172012,0.44403017,0.21567373,0.6988607,0.68996054,1.1070819,0.9244642,1.0491458,0.7307561,0.9893413,1.0003031,0.185,0.6666667,0.409,0.9263804,0.585,0.478
Systemic lupus erythematosus Homo sapiens hsa05322,0.40003115,-0.53503335,0.4970111,-0.5773382,0.7664247,0.757003,0.67551386,-1.3500973,1.1094931,-1.4567921,1.0531801,1.0630293,0.971,0.10218978,0.33032128,0.054347824,0.206,0.171
T cell receptor signaling pathway Homo sapiens hsa04660,0.47801223,-0.26901096,0.37079054,-0.32539088,0.66782796,0.65394765,0.83354026,-0.8365622,0.8876671,-1.017222,0.9540361,0.9564432,0.941,0.7539394,0.801,0.43724138,0.899,0.867
TGF-beta signaling pathway Homo sapiens hsa04350,0.54360455,-0.28047073,0.3699311,-0.42042786,0.6930551,0.67613906,0.94462,-0.85041505,0.88635117,-1.2987577,0.98459804,0.9830045,0.686,0.71609634,0.795,0.09221902,0.615,0.618
TNF signaling pathway Homo sapiens hsa04668,0.5920334,-0.35502332,0.2970382,-0.43046364,0.70118207,0.684279,1.0376674,-1.1158063,0.71834844,-1.3688753,1.0035603,1.0026312,0.351,0.28317535,0.983,0.036048066,0.444,0.448
Taste transduction Homo sapiens hsa04742,0.6682636,-0.39004594,0.5569815,-0.26867157,0.70043784,0.6832149,1.1402218,-1.0912826,1.2917862,-0.7441927,0.9835258,0.98129636,0.152,0.3452381,0.03,0.8665667,0.625,0.637
Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.534973,0.5667317,0.44380018,0.41027144,0.7352641,0.7247837,0.8970161,1.6345705,0.98717,1.1055384,1.003082,1.0092763,0.71414244,0.020134227,0.5537689,0.3283208,0.455,0.421
Thyroid cancer Homo sapiens hsa05216,0.64443284,-0.5156625,0.38341117,-0.59427524,0.6979874,0.6793905,1.0801405,-1.321114,0.86335754,-1.496686,0.96345955,0.9594731,0.329,0.106017195,0.76984924,0.038709678,0.697,0.695
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.564634,0.30314624,0.53807807,-0.27917257,0.7122223,0.7026342,0.99341655,1.2104589,1.3073666,-0.905087,1.0233165,1.0339161,0.543,0.08053691,0.003,0.6574966,0.229,0.154
Thyroid hormone synthesis Homo sapiens hsa04918,0.58169514,-0.28453606,0.49766487,-0.21743177,0.7398397,0.7261009,1.0108372,-0.82577837,1.1790967,-0.63718873,1.0454011,1.0504065,0.473,0.7622108,0.119,0.9691877,0.153,0.148
Tight junction Homo sapiens hsa04530,0.56025505,-0.31347764,0.30123547,-0.31249526,0.6885534,0.66344994,0.9904506,-1.0088701,0.72700995,-1.0148954,0.98788244,0.9766419,0.555,0.45629966,0.986,0.44578314,0.642,0.761
Toll-like receptor signaling pathway Homo sapiens hsa04620,0.60279447,-0.32713994,0.37954077,-0.39227843,0.69618136,0.6790525,1.0514332,-0.99334204,0.9034218,-1.1875067,0.9876731,0.9865589,0.349,0.49816403,0.772,0.18435754,0.604,0.607
Toxoplasmosis Homo sapiens hsa05145,0.5591651,-0.25223923,0.35070688,-0.3307261,0.6810846,0.6596073,0.9899607,-0.7838613,0.85011536,-1.0533394,0.97496754,0.9675186,0.556,0.85276794,0.878,0.3737931,0.768,0.824
Transcriptional misregulation in cancer Homo sapiens hsa05202,0.601798,-0.22900245,0.41223228,-0.26581103,0.6818995,0.6704221,1.0674108,-0.7507432,1.0143484,-0.8938135,0.9834355,0.9912377,0.202,0.92849034,0.456,0.68670076,0.712,0.602
Tryptophan metabolism Homo sapiens hsa00380,0.5360102,-0.29035145,0.41635126,-0.22854693,0.7368391,0.7333736,0.9165105,-0.7747567,0.9597745,-0.62991095,1.0269243,1.047088,0.702,0.7975376,0.6046046,0.96710527,0.312,0.199
Tuberculosis Homo sapiens hsa05152,0.513258,-0.31505367,0.36919567,-0.3663294,0.6916027,0.6690136,0.9050279,-1.0176294,0.90404314,-1.2122732,0.9950634,0.98783207,0.868,0.44107744,0.808,0.12712975,0.544,0.629
Type I diabetes mellitus Homo sapiens hsa04940,0.49839994,-0.43650633,0.59862226,-0.41822588,0.68702716,0.6736249,0.8215318,-1.023335,1.2936941,-0.9640447,0.9234248,0.92301285,0.8094283,0.43609023,0.09897959,0.5073892,0.825,0.824
Type II diabetes mellitus Homo sapiens hsa04930,0.5249974,-0.40234184,0.26175433,-0.3818838,0.7229164,0.71754277,0.8986905,-1.105455,0.6086871,-1.0525041,1.0118383,1.0236133,0.76,0.32707775,0.978,0.37400952,0.392,0.32
Tyrosine metabolism Homo sapiens hsa00350,0.6231271,-0.25140744,0.49903882,-0.34992537,0.75955415,0.7442463,1.045936,-0.6102651,1.0790677,-0.8417728,1.0369375,1.03694,0.41482967,0.9548105,0.37310416,0.66775775,0.284,0.296
Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.6017562,-0.30224642,0.38714895,-0.26344693,0.69315076,0.67389923,1.0614145,-0.97458315,0.9420514,-0.8589978,0.99747753,0.9938495,0.248,0.54340476,0.717,0.7568988,0.496,0.561
VEGF signaling pathway Homo sapiens hsa04370,0.52856815,-0.36098233,0.3875002,-0.47155258,0.66939455,0.6426898,0.9117208,-1.0570865,0.91113466,-1.3779118,0.9453649,0.93011534,0.769,0.37275064,0.734,0.08283132,0.89,0.944
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.5841874,-0.35973522,0.40257955,-0.4401598,0.7365559,0.7017579,1.0056068,-0.9996011,0.9338077,-1.2478298,1.0347934,1.0097659,0.487,0.48178136,0.697,0.16513762,0.24,0.392
Vascular smooth muscle contraction Homo sapiens hsa04270,0.55046594,-0.27941164,0.50898945,-0.33065453,0.7320492,0.7145937,0.9694725,-0.8759623,1.2317003,-1.0422755,1.047415,1.0467654,0.61,0.70120484,0.027,0.40518418,0.089,0.093
Vasopressin-regulated water reabsorption Homo sapiens hsa04962,0.5024045,-0.24564768,0.28612572,0.2758559,0.7142396,0.70014745,0.85992897,-0.69309735,0.66597545,0.85374594,1.0020835,1.0047452,0.848,0.894452,0.961962,0.71428573,0.452,0.445
Vibrio cholerae infection Homo sapiens hsa05110,0.69985396,-0.27990624,0.38651088,-0.33833003,0.69919896,0.6955141,1.200503,-0.7977203,0.90226424,-0.96784556,0.9828187,1.0020583,0.065,0.7953297,0.726,0.4962631,0.632,0.472
Viral carcinogenesis Homo sapiens hsa05203,0.5701224,-0.25567746,0.33123687,-0.31646997,0.69221586,0.6783879,1.0113226,-0.8529121,0.81362635,-1.0722228,0.9988871,1.0028294,0.451,0.7739421,0.962,0.31935883,0.497,0.465
Viral myocarditis Homo sapiens hsa05416,0.47245777,-0.3311702,0.3517278,-0.5011445,0.68455786,0.66171986,0.8100912,-0.92981076,0.81233466,-1.3869841,0.958057,0.9479281,0.911,0.5751015,0.86372745,0.07390649,0.772,0.841
Vitamin digestion and absorption Homo sapiens hsa04977,0.59055126,-0.4420073,0.4840728,0.3630501,0.66674596,0.6604588,0.9854617,-1.0631986,1.0488183,0.95428,0.90767664,0.9195256,0.5591182,0.39558825,0.43438452,0.51785713,0.889,0.851
Wnt signaling pathway Homo sapiens hsa04310,0.50215745,-0.29565328,0.36721545,0.21466938,0.68842804,0.66657305,0.8844968,-0.96747744,0.9041554,0.82970726,0.99298054,0.98596776,0.915,0.54260087,0.824,0.9037657,0.583,0.671
alpha-Linolenic acid metabolism Homo sapiens hsa00592,0.39666587,0.39799246,0.51579565,-0.27866486,0.77967787,0.77180123,0.66319215,1.08724,1.1204963,-0.6476866,1.0549299,1.064882,0.96693385,0.3213213,0.31938776,0.9040404,0.26,0.222
beta-Alanine metabolism Homo sapiens hsa00410,0.49201882,-0.34429392,0.5295788,-0.36246458,0.74958074,0.7332969,0.83469105,-0.9017638,1.1864253,-0.94385743,1.0364217,1.0378528,0.8468468,0.601707,0.17788945,0.55079365,0.277,0.278
cAMP signaling pathway Homo sapiens hsa04024,0.51843935,-0.23343712,0.4162806,-0.21350294,0.70851547,0.69581425,0.92076725,-0.7752962,1.0271977,-0.72915,1.0236919,1.0297729,0.855,0.9142237,0.402,0.96919125,0.171,0.135
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.50077164,0.2580682,0.4501868,-0.26374954,0.7086611,0.69843954,0.88943005,1.0878707,1.1066749,-0.88352966,1.0222033,1.0321705,0.92,0.2037037,0.147,0.69948184,0.209,0.132
mRNA surveillance pathway Homo sapiens hsa03015,0.54459935,-0.22640945,0.4662406,-0.21880077,0.68793535,0.67592794,0.95034647,-0.70466405,1.1252725,-0.6867638,0.9848565,0.99055713,0.693,0.9379475,0.178,0.96532595,0.653,0.575
mTOR signaling pathway Homo sapiens hsa04150,0.6152786,-0.36512598,0.53041345,-0.39038447,0.7661964,0.740053,1.0615053,-1.0579714,1.2512224,-1.1363829,1.0802268,1.0678836,0.298,0.3856041,0.049,0.2670713,0.06,0.088
p53 signaling pathway Homo sapiens hsa04115,0.59879434,0.19980161,0.27291027,-0.33383596,0.66550374,0.657261,1.040023,0.70353115,0.64394337,-0.97070694,0.9433574,0.9542263,0.379,0.9861751,0.983984,0.5050946,0.899,0.829
