,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glycosaminoglycan degradation Homo sapiens hsa00531,0.6572617,0.41045904,0.29049072,0.45383155,0.69712967,0.67841417,1.0744176,1.0252203,0.59735465,1.0637245,0.93141013,0.92628795,0.35584676,0.4169014,0.95435685,0.40142518,0.779,0.7827828
Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,0.703052,0.24528809,0.562836,0.33882427,0.75409603,0.74523425,1.1664734,0.6762493,1.239466,0.90455854,1.0264547,1.0383785,0.194,0.9099099,0.14837398,0.6276042,0.344,0.302
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.45745662,0.3354062,0.295757,-0.3278047,0.77851176,0.7514201,0.77096725,0.98838526,0.66351897,-0.8157339,1.068039,1.0559092,0.9129129,0.48089173,0.9356137,0.71967214,0.154,0.2
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.6890448,0.15880114,0.2520367,-0.26390228,0.7342558,0.7209515,1.1556187,0.47702944,0.5643973,-0.6691945,1.0098037,1.0125594,0.19739479,1.0,0.9758065,0.9037267,0.431,0.421
GnRH signaling pathway Homo sapiens hsa04912,0.4552749,-0.29688066,0.41702738,-0.32860568,0.71049285,0.69482577,0.79653937,-0.8960015,0.995377,-1.0052199,1.0113783,1.014352,0.964,0.64572865,0.521,0.47705147,0.363,0.346
Graft-versus-host disease Homo sapiens hsa05332,0.5019214,-0.47196952,0.4556687,-0.6644391,0.75082475,0.74213535,0.7946425,-0.93228436,0.88978326,-1.3269646,0.98064184,0.9852775,0.79436326,0.5676127,0.659805,0.14612676,0.570997,0.5252016
HIF-1 signaling pathway Homo sapiens hsa04066,0.55784774,-0.33112878,0.33052972,-0.37321487,0.6784714,0.65280706,0.9740345,-1.0307316,0.79366076,-1.1787224,0.9672565,0.95506334,0.598,0.40262842,0.941,0.1986014,0.814,0.879
HTLV-I infection Homo sapiens hsa05166,0.56531215,-0.21085094,0.43174905,-0.24611309,0.68701273,0.6719288,1.0054988,-0.7264272,1.0771335,-0.86333746,0.9980475,1.0002997,0.451,0.9776358,0.18,0.7715976,0.527,0.466
Hedgehog signaling pathway Homo sapiens hsa04340,0.55796194,-0.32502615,0.5417909,0.2509781,0.7683057,0.74580324,0.9585479,-0.92635924,1.2715981,0.79183924,1.0801822,1.0726789,0.637,0.5832258,0.044,0.8123167,0.069,0.095
Hematopoietic cell lineage Homo sapiens hsa04640,0.564461,-0.3723265,0.41975302,-0.27389538,0.80084515,0.7781014,0.97361743,-1.061222,0.98866636,-0.7810863,1.127796,1.1224403,0.583,0.3694779,0.5445445,0.81845236,0.007,0.012
Hepatitis B Homo sapiens hsa05161,0.5764258,-0.23147777,0.38613915,-0.3552207,0.69774306,0.6801217,1.0207257,-0.7529132,0.94414663,-1.1735315,1.0030441,1.0021718,0.386,0.9139665,0.701,0.17051283,0.423,0.433
Hepatitis C Homo sapiens hsa05160,0.5738414,-0.28708145,0.43342566,-0.39754364,0.66827947,0.65488625,1.0109041,-0.91031617,1.0529119,-1.2808801,0.95925707,0.96176076,0.457,0.6524741,0.334,0.080054276,0.891,0.882
Herpes simplex infection Homo sapiens hsa05168,0.5446123,-0.2729832,0.43817106,-0.34794164,0.6700095,0.6585992,0.96426886,-0.8939108,1.0704736,-1.166424,0.9656516,0.9722207,0.677,0.7004556,0.273,0.17468354,0.887,0.827
Hippo signaling pathway Homo sapiens hsa04390,0.6259492,-0.2950481,0.34889904,-0.3207824,0.6726321,0.6511898,1.1057343,-0.973823,0.85775626,-1.0851057,0.9706112,0.96227825,0.086,0.54647255,0.919,0.28625473,0.854,0.903
Histidine metabolism Homo sapiens hsa00340,0.5278708,-0.5653103,0.5599439,-0.5030741,0.7978326,0.77087915,0.88147396,-1.3207171,1.1917012,-1.194081,1.0801631,1.0704587,0.74048096,0.12227074,0.19959474,0.25585285,0.16,0.192
Homologous recombination Homo sapiens hsa03440,0.60022277,-0.21890658,0.49360445,-0.25768793,0.7230269,0.71592116,1.0173665,-0.5615656,1.112241,-0.65817076,0.99619037,1.0073655,0.467,0.96700144,0.30854273,0.92244226,0.503,0.429
Huntington's disease Homo sapiens hsa05016,0.5165642,-0.27491662,0.47827983,-0.20768268,0.69522417,0.6824667,0.9168517,-0.9134576,1.1799701,-0.7037829,1.0054636,1.0115985,0.863,0.67074525,0.026,0.9792176,0.395,0.304
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.5138491,-0.31222308,0.46739513,-0.28834647,0.73616976,0.71063834,0.8963419,-0.9583062,1.1199797,-0.88396204,1.0528053,1.0408102,0.833,0.5573171,0.193,0.6798365,0.09,0.15
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.59440255,-0.31457207,0.34847784,-0.4415637,0.72863066,0.71303564,1.0131269,-0.85815805,0.8007613,-1.2118802,1.0171647,1.019481,0.452,0.6920981,0.8718719,0.1996805,0.358,0.354
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.56681424,0.25142035,0.5092511,0.23760879,0.72133476,0.709654,0.9925109,0.9341688,1.218545,0.84006405,1.027537,1.0363835,0.521,0.5689655,0.056,0.8199357,0.214,0.163
Influenza A Homo sapiens hsa05164,0.5337064,0.26093623,0.44072908,-0.29404512,0.66256356,0.64311785,0.9403938,1.021403,1.0717995,-0.95930463,0.95218503,0.9471588,0.767,0.392,0.278,0.5533597,0.944,0.962
Inositol phosphate metabolism Homo sapiens hsa00562,0.53990346,0.26598957,0.43350774,-0.290271,0.682282,0.65407944,0.9302424,0.94691247,1.0312539,-0.8761855,0.9663069,0.9497086,0.759,0.59345794,0.43,0.68686867,0.779,0.881
Insulin resistance Homo sapiens hsa04931,0.58924603,-0.28933203,0.36600557,-0.37251765,0.677264,0.6590642,1.0358464,-0.9045113,0.8908482,-1.188565,0.969778,0.9646682,0.368,0.6575505,0.808,0.17283951,0.817,0.839
Insulin secretion Homo sapiens hsa04911,0.5782217,-0.31163752,0.48611772,-0.3085376,0.7211576,0.708953,1.0057876,-0.93455946,1.159595,-0.9341507,1.0245446,1.030961,0.489,0.5897436,0.128,0.57081544,0.256,0.191
Insulin signaling pathway Homo sapiens hsa04910,0.5704398,-0.29124922,0.39719665,-0.33941218,0.681435,0.66065884,1.0081345,-0.94184357,0.9723188,-1.1112934,0.9805516,0.9736361,0.496,0.59574467,0.593,0.2755498,0.725,0.793
Intestinal immune network for IgA production Homo sapiens hsa04672,0.63310254,-0.24714547,0.46947804,-0.33122453,0.71847314,0.700136,1.0719209,-0.6319437,1.052066,-0.8431452,0.98714066,0.9836373,0.33933935,0.95352113,0.4144869,0.66504854,0.547,0.583
Jak-STAT signaling pathway Homo sapiens hsa04630,0.56713194,-0.30848488,0.39100933,-0.36695588,0.68167377,0.6595001,0.9992058,-0.98245925,0.9542809,-1.1839607,0.9793191,0.97194904,0.497,0.50760233,0.668,0.16579634,0.732,0.814
Legionellosis Homo sapiens hsa05134,0.6380439,-0.5231902,0.49138016,-0.50483567,0.6523055,0.65073276,1.0920686,-1.4458475,1.1451689,-1.3869731,0.9133305,0.9316618,0.262,0.04347826,0.2112112,0.07165109,0.963,0.911
Leishmaniasis Homo sapiens hsa05140,0.5213866,-0.2786196,0.37172288,-0.35898194,0.7229586,0.703756,0.89990145,-0.7995141,0.87348586,-1.0352948,1.0168693,1.013742,0.779,0.77326345,0.7847848,0.42347696,0.346,0.365
Leukocyte transendothelial migration Homo sapiens hsa04670,0.47505558,-0.36324343,0.35328948,-0.33163866,0.76957774,0.7434546,0.8370944,-1.1453086,0.8485163,-1.0671071,1.1010237,1.0910653,0.949,0.22813238,0.89,0.35684648,0.008,0.012
Linoleic acid metabolism Homo sapiens hsa00591,0.41279548,0.42409188,0.6234205,-0.4155753,0.77221644,0.7717796,0.68018144,1.0803294,1.317183,-0.93435645,1.0341752,1.0548005,0.95477384,0.34745762,0.08659794,0.5510204,0.339,0.264
Long-term depression Homo sapiens hsa04730,0.5996801,-0.26623815,0.46533507,-0.37819317,0.72461057,0.70735306,1.0353838,-0.7731989,1.0891821,-1.1042598,1.0238338,1.0226504,0.391,0.8379447,0.279,0.3003003,0.291,0.294
Long-term potentiation Homo sapiens hsa04720,0.6045889,-0.31804606,0.51480657,-0.22446665,0.7582997,0.7510284,1.0487652,-0.94072187,1.2167159,-0.66501784,1.0711367,1.0859087,0.34,0.5625,0.079,0.9766764,0.071,0.049
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.58874786,-0.24331161,0.40541825,-0.38396394,0.7423247,0.7212172,1.0307827,-0.7526453,0.9831527,-1.2079946,1.0606735,1.0553954,0.379,0.8953069,0.568,0.16867469,0.057,0.071
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.62431955,0.28360993,0.4477669,-0.3682654,0.75723433,0.7282225,1.0850893,1.0081544,1.0606971,-1.0915282,1.0733817,1.0571405,0.238,0.42512077,0.377,0.30259365,0.051,0.106
Lysine degradation Homo sapiens hsa00310,0.5521882,-0.31598565,0.46426365,0.26568663,0.76230615,0.740517,0.945946,-0.8601179,1.071837,0.805382,1.0630088,1.0571166,0.646,0.67270195,0.34834835,0.8082192,0.134,0.139
Lysosome Homo sapiens hsa04142,0.6045751,0.23837143,0.3626263,0.2687699,0.705848,0.6779562,1.0584186,0.936345,0.8844023,1.006562,1.0133609,0.9975094,0.265,0.66049385,0.836,0.44354838,0.322,0.512
MAPK signaling pathway Homo sapiens hsa04010,0.52987015,-0.35822695,0.40618077,-0.3862203,0.68465245,0.6609814,0.9446441,-1.2346749,1.0081222,-1.3715599,0.99422485,0.9835102,0.809,0.080472104,0.463,0.010989011,0.574,0.759
Malaria Homo sapiens hsa05144,0.6786763,-0.38155448,0.5490497,-0.5493066,0.73951083,0.7085083,1.147122,-0.9921714,1.2301457,-1.3992215,1.0230705,1.0035068,0.198,0.4920635,0.13165829,0.07544141,0.344,0.448
Maturity onset diabetes of the young Homo sapiens hsa04950,0.8093038,-0.40659305,0.6240094,-0.37916598,0.73242676,0.73012906,1.3445997,-0.94929516,1.3422749,-0.8910404,0.99038017,1.0104529,0.0250501,0.53687316,0.057633974,0.61612904,0.53,0.426
Measles Homo sapiens hsa05162,0.5994621,-0.25513175,0.36577228,-0.2870659,0.67387456,0.66383195,1.056476,-0.7946099,0.88229686,-0.90218246,0.96394193,0.9725111,0.293,0.83882356,0.835,0.6460055,0.845,0.773
Melanogenesis Homo sapiens hsa04916,0.52957314,-0.37719616,0.42946956,-0.26172778,0.71145624,0.6897602,0.9276222,-1.173443,1.0420773,-0.84219474,1.0187941,1.011225,0.78,0.18794326,0.376,0.77260274,0.284,0.368
Melanoma Homo sapiens hsa05218,0.56183326,0.25281787,0.43382528,-0.2793252,0.7001964,0.67785347,0.9821463,0.91372657,1.0329443,-0.8493003,0.9929694,0.98510844,0.557,0.6179775,0.4084084,0.7268848,0.544,0.616
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.6242213,-0.21238872,0.45916465,0.26544785,0.7386919,0.7100203,1.0691303,-0.55593586,1.0496702,0.7829726,1.0269667,1.0086682,0.34,0.9904241,0.41323972,0.7948718,0.307,0.414
MicroRNAs in cancer Homo sapiens hsa05206,0.5667329,-0.24609849,0.3837334,-0.3215276,0.6834184,0.6560652,1.0095457,-0.80610734,0.9407589,-1.0947896,0.98656344,0.971809,0.469,0.84972376,0.737,0.26533166,0.683,0.868
Mineral absorption Homo sapiens hsa04978,0.48711178,-0.40293396,0.45288417,-0.33821326,0.7682538,0.7625228,0.83505875,-1.1065996,1.0423555,-0.8995015,1.071515,1.0865655,0.873,0.31926122,0.4174174,0.6226415,0.115,0.096
Mismatch repair Homo sapiens hsa03430,0.59594214,0.3867672,0.4838438,0.61686814,0.7079909,0.70548576,0.9976049,1.0724547,1.0737697,1.6587099,0.967475,0.9861691,0.50300604,0.37060702,0.3959596,0.0123152705,0.652,0.538
Morphine addiction Homo sapiens hsa05032,0.48601565,-0.32052532,0.47430938,-0.33652195,0.672846,0.658077,0.846783,-0.98224825,1.1363907,-1.0451792,0.9596897,0.9599078,0.948,0.49509802,0.141,0.3884058,0.871,0.872
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.49091136,-0.3507184,0.36252052,-0.27690166,0.77861464,0.7634124,0.819961,-0.8599825,0.78622186,-0.66161627,1.0596344,1.0624675,0.8258258,0.676514,0.8215726,0.8957983,0.207,0.197
N-Glycan biosynthesis Homo sapiens hsa00510,0.5243654,-0.4064338,0.36846253,-0.3844781,0.7312975,0.7147281,0.89867234,-1.1529417,0.85244656,-1.0689977,1.0278325,1.0280983,0.767,0.27107653,0.8038038,0.35207102,0.287,0.283
NF-kappa B signaling pathway Homo sapiens hsa04064,0.5482142,-0.44447562,0.27424085,-0.4906538,0.6841424,0.658337,0.95559806,-1.3363944,0.65892196,-1.4956418,0.9743176,0.9586904,0.658,0.07663316,0.986,0.011644833,0.747,0.856
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.6071138,-0.43462285,0.3841424,-0.5773346,0.7740169,0.75330114,1.0385362,-1.1904573,0.8979223,-1.6259953,1.0839823,1.0789249,0.411,0.22252375,0.721,0.0076569677,0.062,0.072
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.52454907,-0.315672,0.3847563,-0.37423405,0.6294755,0.62156236,0.9133036,-0.94847506,0.9092893,-1.1350715,0.8929192,0.90372306,0.77,0.57393485,0.752,0.25581396,0.996,0.989
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.50962144,-0.30631152,0.520139,-0.23412791,0.70234823,0.6872313,0.9046292,-1.0126795,1.2874743,-0.79080606,1.0142436,1.0188892,0.897,0.4547486,0.002,0.9051282,0.275,0.236
Neurotrophin signaling pathway Homo sapiens hsa04722,0.5642062,-0.30451205,0.34461048,-0.3163032,0.71322304,0.69238174,0.99628997,-0.9729846,0.83453166,-1.0312561,1.0225227,1.017195,0.506,0.5166475,0.927,0.39182058,0.237,0.269
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.37971798,-0.42137566,0.36247522,-0.25266644,0.8220569,0.7857661,0.6364153,-1.0611653,0.81158006,-0.6277084,1.1244291,1.1004097,0.981,0.389049,0.8173562,0.94745487,0.054,0.094
Nicotine addiction Homo sapiens hsa05033,0.47773063,-0.30915296,0.42764452,-0.36151722,0.7219991,0.7055679,0.8154905,-0.8374777,0.99219024,-0.97679013,1.002877,1.0014523,0.876,0.7225201,0.5260521,0.4841772,0.461,0.458
Nitrogen metabolism Homo sapiens hsa00910,0.4918853,-0.65572613,0.34869766,-0.4172347,0.83650666,0.817803,0.8180347,-1.489471,0.7394427,-0.9408011,1.1260791,1.1221662,0.80603015,0.045994066,0.8593272,0.5661017,0.094,0.089
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.5271272,-0.3073752,0.3137961,-0.33373722,0.6920762,0.6754488,0.93052983,-1.0101271,0.77153987,-1.1015667,0.99698544,0.998241,0.807,0.4473386,0.982,0.28772378,0.518,0.51
Non-small cell lung cancer Homo sapiens hsa05223,0.58226794,-0.3263109,0.35869604,-0.36894926,0.67267126,0.6389446,1.009373,-0.9321213,0.8462961,-1.0790598,0.9504143,0.923501,0.466,0.59102565,0.843,0.33482143,0.86,0.954
Notch signaling pathway Homo sapiens hsa04330,0.6304477,-0.3437237,0.44922873,0.31567883,0.6974401,0.6727298,1.0883305,-0.9882043,1.0615865,1.0279984,0.982881,0.97060037,0.247,0.5019157,0.365,0.38484848,0.617,0.71
Nucleotide excision repair Homo sapiens hsa03420,0.5906017,-0.28548387,0.41258895,0.34474528,0.66790664,0.65921134,1.0139396,-0.79598916,0.9660402,1.0792181,0.9367158,0.9451535,0.464,0.7989204,0.584,0.3422619,0.894,0.848
Olfactory transduction Homo sapiens hsa04740,0.34892085,-0.43254364,0.5261626,-0.2442787,0.71277666,0.68679637,0.6027419,-1.2264812,1.2397103,-0.70413536,1.0048625,0.98911387,0.999,0.16073781,0.054,0.9103774,0.427,0.567
One carbon pool by folate Homo sapiens hsa00670,0.52324474,-0.46263337,0.50134456,-0.50646204,0.6996919,0.69767314,0.8630043,-1.0671905,1.0605389,-1.1570104,0.9421692,0.9567877,0.75025177,0.3847328,0.4227226,0.2960993,0.735,0.668
Oocyte meiosis Homo sapiens hsa04114,0.5856108,0.25663385,0.455754,0.34255677,0.70611775,0.6891849,1.0298448,1.0218191,1.0984154,1.2651421,1.0118682,1.0105953,0.373,0.41379312,0.177,0.06985294,0.35,0.357
Osteoclast differentiation Homo sapiens hsa04380,0.5047954,0.24145749,0.40564018,-0.3165824,0.6802317,0.66536754,0.8877278,0.9547957,0.9782813,-1.0187463,0.9762112,0.9785617,0.894,0.62142855,0.574,0.43055555,0.759,0.737
Other glycan degradation Homo sapiens hsa00511,0.7643805,0.36709112,0.6185888,0.3767108,0.67142636,0.6666773,1.24448,0.8540364,1.2623743,0.8692393,0.88815314,0.8992933,0.13521695,0.630854,0.15187165,0.6473318,0.8645938,0.82948846
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.70148534,0.38873136,0.5153064,0.50458926,0.7758613,0.7393993,1.1936765,1.1684307,1.1642082,1.4430407,1.0716562,1.0460263,0.106,0.23166023,0.2214429,0.04863222,0.138,0.237
Ovarian steroidogenesis Homo sapiens hsa04913,0.5579536,-0.26653856,0.54652405,-0.34025365,0.7371124,0.7312789,0.9615223,-0.7328168,1.2750134,-0.9470938,1.0319457,1.047885,0.605,0.8708791,0.05005005,0.55230767,0.252,0.175
Oxidative phosphorylation Homo sapiens hsa00190,0.55535454,-0.19369046,0.43928456,0.28312245,0.69961727,0.6911096,0.9706379,-0.61561614,1.0680783,1.0396899,1.0031719,1.016841,0.612,0.9917355,0.297,0.36099586,0.446,0.301
Oxytocin signaling pathway Homo sapiens hsa04921,0.5102081,-0.27487388,0.41535583,-0.29118183,0.7221107,0.7060374,0.9053327,-0.8952753,1.018404,-0.973817,1.0415682,1.0433184,0.877,0.71088433,0.434,0.5006553,0.073,0.079
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.5708191,-0.29029006,0.41256788,-0.34622318,0.69681454,0.6730089,1.0244824,-1.0076922,1.0322909,-1.242654,1.0146918,1.0055348,0.327,0.47362977,0.338,0.056712963,0.219,0.382
PPAR signaling pathway Homo sapiens hsa03320,0.5872265,-0.27049354,0.5638374,-0.29904944,0.6966162,0.6778854,1.0165133,-0.7794531,1.3336606,-0.87752384,0.9822125,0.97883916,0.436,0.82198954,0.014,0.6647315,0.641,0.661
Pancreatic cancer Homo sapiens hsa05212,0.5303921,-0.31058717,0.28167543,-0.39838985,0.6782968,0.6523343,0.92653275,-0.9367354,0.66867477,-1.1992937,0.96249,0.9481611,0.731,0.58780485,0.988,0.1867647,0.805,0.889
Pancreatic secretion Homo sapiens hsa04972,0.51815647,0.261883,0.5274052,-0.27011272,0.73341805,0.7256185,0.9015447,0.93460345,1.2571977,-0.8173663,1.0412003,1.0543792,0.805,0.58638746,0.026,0.79971594,0.164,0.099
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.54210293,-0.6016793,0.36635843,-0.5430493,0.7729456,0.7618005,0.8846334,-1.3545616,0.7603845,-1.1832702,1.0289364,1.0331817,0.7196356,0.096875,0.8229167,0.2614841,0.378,0.35635635
Parkinson's disease Homo sapiens hsa05012,0.5468377,-0.22821702,0.44737044,-0.21254529,0.7077621,0.6928345,0.9590492,-0.7314943,1.0905521,-0.6757265,1.0176461,1.0207744,0.674,0.9161816,0.222,0.9739244,0.267,0.248
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.5964884,-0.36318403,0.25601345,-0.4052302,0.69532055,0.6669508,1.0308044,-1.0388157,0.5998771,-1.1567159,0.9783062,0.96071625,0.413,0.42561448,0.987,0.25942686,0.659,0.802
Pathways in cancer Homo sapiens hsa05200,0.50677186,-0.2977072,0.4173912,-0.30733192,0.6686686,0.65414745,0.90957135,-1.0471275,1.0520211,-1.1270539,0.9753337,0.9792696,0.962,0.35963115,0.224,0.18316269,0.935,0.874
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.5337695,0.49917403,0.27028593,0.55087745,0.7885337,0.7862624,0.8806753,1.2808334,0.5801543,1.3859829,1.0595791,1.0771486,0.719598,0.14848486,0.9720786,0.12440191,0.237,0.203
Pentose phosphate pathway Homo sapiens hsa00030,0.62801474,0.42986548,0.4765799,0.5750132,0.70812875,0.69719166,1.0705199,1.3063891,1.0899354,1.656687,0.97434956,0.98063934,0.34,0.08637874,0.34738955,0.015831135,0.645,0.585
Peroxisome Homo sapiens hsa04146,0.58817047,-0.38299614,0.40426004,-0.30312625,0.6982679,0.6755084,1.0262071,-1.1935966,0.970509,-0.93701804,0.997215,0.9887762,0.401,0.17333333,0.61,0.5677966,0.516,0.6
Pertussis Homo sapiens hsa05133,0.5411768,-0.41743752,0.42137614,-0.39883292,0.70844203,0.6922498,0.93151766,-1.192317,0.98435736,-1.1608461,0.9981653,0.9974383,0.699,0.19640565,0.557,0.25036818,0.486,0.501
Phagosome Homo sapiens hsa04145,0.5057418,-0.2915326,0.3607248,-0.33971864,0.70324445,0.68309444,0.8875536,-0.94203573,0.87727994,-1.1019138,1.009995,1.0053171,0.875,0.56740916,0.852,0.28885832,0.357,0.409
Phenylalanine metabolism Homo sapiens hsa00360,-0.4346673,0.21972099,0.61786264,0.48306373,0.80479294,0.78471726,-1.0988625,0.46915245,1.1938305,1.0469129,1.0649433,1.0496758,0.2,0.984375,0.23260869,0.41958043,0.2811245,0.33668342
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.5353863,-0.32820234,0.4053772,-0.32626548,0.71623945,0.6978072,0.9335559,-1.017456,0.9753797,-1.0340822,1.0225614,1.0215492,0.752,0.4510278,0.585,0.40927693,0.269,0.281
Phospholipase D signaling pathway Homo sapiens hsa04072,0.617152,-0.24115783,0.4271069,-0.31628546,0.7320459,0.7086899,1.0954003,-0.7875321,1.0460992,-1.0493106,1.0537722,1.046592,0.131,0.87745667,0.333,0.38203752,0.04,0.065
Phototransduction Homo sapiens hsa04744,0.6533406,-0.64188653,0.52291906,-0.3911176,0.6896793,0.68835205,1.0656799,-1.4879972,1.1152252,-0.88399416,0.9261459,0.94501036,0.37085426,0.032448377,0.32212028,0.60942763,0.801,0.731
Platelet activation Homo sapiens hsa04611,0.52484506,0.26958802,0.4210569,0.21134682,0.69619906,0.6730811,0.92203027,1.0559599,1.0188706,0.78151023,0.99898714,0.9896155,0.801,0.32903227,0.454,0.9586466,0.518,0.603
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.4563503,0.35474083,0.32493412,0.4141006,0.7894006,0.72869605,0.75995773,1.0144181,0.719493,1.1073285,1.071874,1.0116216,0.9008016,0.42765275,0.8958544,0.31043956,0.163,0.401
Primary bile acid biosynthesis Homo sapiens hsa00120,0.7491094,0.2633328,0.5681763,0.45271167,0.72863287,0.7036631,1.2337037,0.6580446,1.2084664,1.0968918,0.9767095,0.9615594,0.13131313,0.8984127,0.20062047,0.34866828,0.58,0.664
Primary immunodeficiency Homo sapiens hsa05340,0.58447933,-0.42382953,0.56665665,-0.46392223,0.72914135,0.7086447,0.9781021,-1.0888889,1.2726877,-1.1953375,1.005809,0.99996144,0.546,0.33426967,0.09418838,0.21752739,0.426,0.462
Prion diseases Homo sapiens hsa05020,0.7622344,-0.60329425,0.5864761,-0.48298013,0.7023153,0.695433,1.2952852,-1.5270005,1.3064498,-1.2192014,0.967241,0.9786334,0.041041043,0.027900146,0.05120482,0.19395867,0.669,0.582
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.56708646,0.32393664,0.45449477,0.3108373,0.71396923,0.6892166,0.99169177,1.2178042,1.0878344,1.115868,1.0178668,1.006462,0.53,0.0867052,0.27,0.24742268,0.321,0.437
Prolactin signaling pathway Homo sapiens hsa04917,0.51919425,-0.23293555,0.2681632,-0.39092106,0.6528274,0.642642,0.90555894,-0.69414455,0.6407899,-1.1627443,0.9262034,0.9334091,0.785,0.94050634,0.994,0.23512337,0.978,0.962
Propanoate metabolism Homo sapiens hsa00640,0.6883137,-0.37789476,0.29069385,-0.4271358,0.7222977,0.71358496,1.1630623,-0.9952241,0.6603941,-1.119351,0.99707276,1.0066557,0.154,0.48467967,0.9558676,0.30385852,0.482,0.417
Prostate cancer Homo sapiens hsa05215,0.57391894,-0.34172758,0.41614252,-0.33586907,0.7230341,0.701802,1.0092353,-1.0708756,1.0090154,-1.0661907,1.0342984,1.0281887,0.476,0.35315102,0.481,0.3529412,0.172,0.204
Proteasome Homo sapiens hsa03050,0.6338432,-0.39959988,0.40914825,-0.350088,0.6926654,0.6821198,1.0929605,-1.1157922,0.9553992,-0.9821299,0.972309,0.9800158,0.251,0.31393775,0.6156156,0.48753893,0.688,0.639
Protein digestion and absorption Homo sapiens hsa04974,0.51651657,0.3234613,0.41563523,0.45394105,0.70531833,0.6976969,0.9044984,1.1737764,0.99143577,1.5550259,1.0040294,1.0153722,0.782,0.1388889,0.535,0.006535948,0.442,0.326
Protein export Homo sapiens hsa03060,0.6198004,0.3641989,0.52236176,-0.25023055,0.6995128,0.6883691,1.0460911,1.0534077,1.1571878,-0.62957984,0.96029055,0.9644783,0.391,0.3598726,0.2328629,0.9458128,0.717,0.664
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.53375185,-0.31955254,0.33422446,-0.29751036,0.7136847,0.68015313,0.94719565,-1.0642971,0.8246727,-1.0108168,1.0313678,1.0079148,0.752,0.35784853,0.964,0.44114003,0.135,0.371
Proteoglycans in cancer Homo sapiens hsa05205,0.55491143,-0.34312597,0.35306853,-0.39647722,0.71759784,0.6990945,0.98626745,-1.1552278,0.87057763,-1.3621764,1.040165,1.0391974,0.587,0.18486486,0.926,0.020858895,0.057,0.069
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.6477084,0.45083997,0.39401597,0.4437678,0.79551053,0.78716695,1.0713844,1.2070538,0.85323167,1.1162045,1.0806043,1.0947504,0.36636636,0.2555205,0.74006116,0.32089552,0.165,0.147
Purine metabolism Homo sapiens hsa00230,0.5592575,-0.22277866,0.44583094,0.30919316,0.68927085,0.67516285,0.99022645,-0.7386715,1.0990295,1.2100339,0.99500203,0.99819857,0.552,0.9395973,0.155,0.065789476,0.564,0.507
Pyrimidine metabolism Homo sapiens hsa00240,0.63478965,-0.27263018,0.48858687,0.36649808,0.71241546,0.7035526,1.1163466,-0.86173415,1.1920928,1.3336043,1.0202676,1.0312607,0.122,0.7339782,0.066,0.036101084,0.266,0.178
Pyruvate metabolism Homo sapiens hsa00620,0.72082335,-0.2885171,0.27080384,-0.38802817,0.6844778,0.68064624,1.2288007,-0.7647097,0.61753637,-1.0133018,0.9480627,0.96378154,0.071,0.83026874,0.96790373,0.46467817,0.795,0.71
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.64242834,-0.45746073,0.3701618,-0.5517042,0.68069786,0.6617737,1.0968635,-1.2707146,0.8588501,-1.5319321,0.95573574,0.9489828,0.248,0.13825503,0.794,0.01826484,0.805,0.821
RNA degradation Homo sapiens hsa03018,0.5590504,0.32380587,0.47462207,0.29245105,0.75769156,0.7421894,0.9723407,1.1718512,1.1296217,1.0312843,1.0775269,1.0816065,0.61,0.16818182,0.165,0.38311687,0.034,0.031
