,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
133,Long-term depression Homo sapiens hsa04730,-0.37819317,-1.1042598,0.3003003,0.814808914992983,47,0.21276596,0.1321012,GNAI1;BRAF;LYN;PLA2G4C;PRKCB;GRIA2;CACNA1A;PLA2G4A;NRAS;RYR1
135,Longevity regulating pathway - mammal Homo sapiens hsa04211,-0.38396394,-1.2079946,0.16867469,0.814808914992983,77,0.18181819,0.12195122,INSR;CREB1;ATG101;TP53;AKT2;CREB3;RB1CC1;RELA;RPTOR;NRAS;PRKAA2;SIRT1;RPS6KB1;PRKAA1
184,Pertussis Homo sapiens hsa05133,-0.39883292,-1.1608461,0.25036818,0.814808914992983,45,0.37777779,0.27579156,GNAI1;NOS2;IL1A;C1S;IL10;MAPK1;TIRAP;MAPK12;MAPK13;RELA;IRF8;MAPK9;CALM1;C2;IL23A;C4B;LY96
185,Phagosome Homo sapiens hsa04145,-0.33971864,-1.1019138,0.28885832,0.814808914992983,92,0.10869565,0.06476291,PIKFYVE;DYNC2H1;M6PR;TUBA1A;THBS1;TUBB4B;HLA-DMA;PLA2R1;TCIRG1;SEC61B
186,Phenylalanine metabolism Homo sapiens hsa00360,0.48306373,1.0469129,0.41958043,0.814808914992983,8,0.125,0.07203454,AOC2
187,Phosphatidylinositol signaling system Homo sapiens hsa04070,-0.32626548,-1.0340822,0.40927693,0.814808914992983,77,0.16883117,0.14369035,PIKFYVE;DGKI;PIP5K1C;IMPA2;CDIPT;PRKCB;PPIP5K1;DGKG;PLCG1;SYNJ1;MTMR3;CALM1;IP6K1
210,RNA polymerase Homo sapiens hsa03020,0.45432314,1.2752211,0.15789473,0.814808914992983,24,0.25,0.12073928,POLR3E;POLR2K;POLR3K;POLR1A;POLR1B;POLR2I
265,Viral carcinogenesis Homo sapiens hsa05203,-0.31646997,-1.0722228,0.31935883,0.814808914992983,137,0.2189781,0.16974701,HDAC5;HPN;CREB1;STAT5B;KAT2B;HDAC8;HDAC9;TP53;LYN;CREB3;LTBR;CASP8;VAC14;PKM;TRAF2;STAT5A;KRAS;RELA;HDAC2;ACTN3;STAT3;GTF2E1;PSMC1;NRAS;GTF2B;CDC20;CDC42;SKP2;CDK1;GTF2A1
165,One carbon pool by folate Homo sapiens hsa00670,-0.50646204,-1.1570104,0.2960993,0.814808914992983,14,0.35714287,0.15520376,MTR;MTHFD2L;MTHFD1;SHMT1;AMT
166,Oocyte meiosis Homo sapiens hsa04114,0.34255677,1.2651421,0.06985294,0.814808914992983,93,0.21505377,0.10619603,SMC1A;CCNE2;PPP2CB;MAD2L1;CPEB2;AURKA;CCNE1;ANAPC1;ADCY7;RPS6KA2;PPP1CB;PPP2R5A;CAMK2B;CDC23;BTRC;CCNB2;ANAPC7;STAG3;RBX1;PPP3CB
