,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Glutamatergic synapse Homo sapiens hsa04724,0.43272611,0.21800078,0.29847488,-0.18310869,0.40871766,0.26903063,0.83391327,0.73157084,1.1183736,-0.65034896,1.0890993,1.0727227,0.901,0.89806676,0.271,0.98405105,0.208,0.302
Glutathione metabolism Homo sapiens hsa00480,0.6335749,0.25375488,0.2136901,-0.34907126,0.38260263,0.25223216,1.1962079,0.7544064,0.72744805,-1.0665056,0.9655884,0.91434854,0.146,0.8150087,0.8659161,0.35472974,0.587,0.61523044
Glycerolipid metabolism Homo sapiens hsa00561,0.61540574,0.27415636,0.31592172,-0.26016358,0.3469909,0.25260973,1.1713246,0.83409667,1.0870088,-0.7909575,0.8771453,0.9234166,0.176,0.6956522,0.36226034,0.7641844,0.794,0.6208626
Glycerophospholipid metabolism Homo sapiens hsa00564,0.5240744,0.22868799,0.24946037,-0.23937587,0.3207843,0.21663645,1.0071989,0.75111645,0.9028711,-0.8168372,0.8440908,0.84328556,0.477,0.8805461,0.6796797,0.79932547,0.901,0.827
"Glycine, serine and threonine metabolism Homo sapiens hsa00260",0.68201995,0.6040984,0.390996,0.45777464,0.23925357,-0.20149326,1.2688881,1.6341038,1.2371876,1.3370779,0.5743743,-0.8472727,0.10574018,0.03460838,0.18801653,0.11328976,0.98998,0.8333333
Glycolysis / Gluconeogenesis Homo sapiens hsa00010,0.58715916,0.31083244,0.1890794,0.45153016,0.3671416,0.26483306,1.1064266,0.92897993,0.6603266,1.5040444,0.94222105,0.98228496,0.278,0.55597013,0.9024145,0.02962963,0.648,0.516
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate Homo sapiens hsa00532,0.48779902,0.50659484,0.35945016,0.38433066,0.41228175,0.3159496,0.8952945,1.2441558,1.0400021,1.027797,0.9517307,0.99025816,0.6673387,0.19423077,0.44220573,0.4248366,0.5941591,0.47406638
Glycosaminoglycan biosynthesis - heparan sulfate / heparin Homo sapiens hsa00534,0.7008704,0.43732917,0.44543728,-0.3153216,0.3875642,0.289865,1.2698182,1.1266748,1.3508681,-0.8469468,0.91052276,0.93390167,0.110552765,0.30442804,0.10604454,0.6541219,0.667002,0.5853909
Glycosaminoglycan degradation Homo sapiens hsa00531,0.6096308,-0.34795725,0.31547585,-0.38634405,0.45087034,0.35236338,1.087001,-0.84650344,0.87548167,-0.9323846,1.0060397,1.0483736,0.348407,0.6505495,0.64153004,0.57221204,0.47309646,0.3983051
Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601,0.6914586,-0.39101675,0.16085246,-0.35272363,0.43141046,0.2510547,1.248832,-0.9570822,0.45889613,-0.88773817,0.9662124,0.7648374,0.16803278,0.5,0.9851852,0.61335677,0.53698075,0.8094241
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563,0.3981766,0.4354139,0.34900618,-0.3321003,0.44908565,0.2982044,0.7342896,1.1920251,1.0981796,-0.904621,1.0778388,0.9932454,0.8776329,0.22878228,0.35991606,0.57758623,0.34302908,0.49795502
Glyoxylate and dicarboxylate metabolism Homo sapiens hsa00630,0.6657981,0.40372032,0.20490624,0.3506119,0.36826834,0.26029333,1.229101,1.0756962,0.6576341,1.0136342,0.88256645,0.87498415,0.15145436,0.3491461,0.901758,0.44341803,0.750501,0.6782431
GnRH signaling pathway Homo sapiens hsa04912,0.38313156,0.3223184,0.28321606,-0.25400588,0.36372828,0.24478146,0.72821724,1.0264344,1.0250626,-0.8531276,0.9558734,0.94093484,0.969,0.39554796,0.46092185,0.70873785,0.633,0.609
Graft-versus-host disease Homo sapiens hsa05332,0.5665019,-0.4337271,0.65400213,-0.6965232,0.4040857,0.20058583,0.9701666,-0.8772717,1.5540758,-1.41637,0.8262382,0.5056858,0.534632,0.6191537,0.024096385,0.08237548,0.7624076,0.9930716
HIF-1 signaling pathway Homo sapiens hsa04066,0.5201578,-0.20687881,0.17299011,0.26920366,0.3639419,0.26453227,1.0037832,-0.7213542,0.65230983,1.0369384,0.97162086,1.0489414,0.504,0.9187935,0.954,0.38106796,0.595,0.371
HTLV-I infection Homo sapiens hsa05166,0.5489905,0.3085428,0.27690214,0.21356365,0.38239002,0.22720878,1.0743825,1.1577513,1.1014638,0.9275563,1.0643141,0.97741807,0.219,0.16557378,0.251,0.6472303,0.19,0.578
Hedgehog signaling pathway Homo sapiens hsa04340,0.50093365,0.41165188,0.38498485,0.2933371,0.37955967,0.20352712,0.9334363,1.1626787,1.2717758,0.92777336,0.94245625,0.7133208,0.6146146,0.25,0.16122448,0.5580866,0.631,0.9133065
Hematopoietic cell lineage Homo sapiens hsa04640,0.5111052,-0.39045155,0.29231232,-0.26477224,0.35055023,0.28278455,0.9642176,-1.1979312,1.0166258,-0.8342411,0.88800836,1.0322675,0.584,0.19603524,0.45711404,0.7106164,0.766,0.41323972
Hepatitis B Homo sapiens hsa05161,0.5166666,0.25802866,0.17716093,0.21553236,0.33503804,0.21515548,0.9968104,0.922303,0.67871404,0.8501529,0.9079496,0.8811735,0.516,0.59463984,0.961,0.792,0.837,0.787
Hepatitis C Homo sapiens hsa05160,0.5594835,-0.31655675,0.15659931,-0.31059086,0.34126756,0.22631691,1.0741537,-1.1055999,0.58530086,-1.1199831,0.9139378,0.9039815,0.282,0.29812208,0.98,0.2644628,0.798,0.724
Herpes simplex infection Homo sapiens hsa05168,0.4599953,-0.2983786,0.15937869,-0.3218452,0.3642018,0.22518663,0.8871827,-1.1003731,0.6097292,-1.2127786,0.9928332,0.9293266,0.841,0.27102804,0.98,0.14910859,0.511,0.659
Hippo signaling pathway Homo sapiens hsa04390,0.52710205,0.26661828,0.2591063,0.24634922,0.36381596,0.24600929,1.023835,0.9718435,0.9952447,1.0010669,0.9939586,1.0260684,0.419,0.4912892,0.51,0.43699732,0.508,0.405
Histidine metabolism Homo sapiens hsa00340,0.31276855,-0.6202765,0.48751947,-0.47426504,0.4106081,0.2984185,0.5466826,-1.4346446,1.3132033,-1.0523009,0.8977173,0.8387033,0.9689441,0.09955752,0.16129032,0.41538462,0.6453608,0.6956044
Homologous recombination Homo sapiens hsa03440,0.37858433,-0.30885208,0.37986347,-0.3597026,0.40990043,0.3145446,0.69661874,-0.81085587,1.179777,-0.98422223,0.9798445,1.0350112,0.91382766,0.70561796,0.27102804,0.48287672,0.5356068,0.4253347
Huntington's disease Homo sapiens hsa05016,0.49226075,0.30362996,0.25609472,0.21010293,0.3687164,0.243088,0.956806,1.0972319,1.0012975,0.87683535,1.007888,1.0115356,0.661,0.2829861,0.507,0.76358694,0.445,0.452
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410,0.42429778,-0.29729733,0.2712231,-0.2677278,0.3770069,0.2674294,0.81061214,-0.97595,0.9821879,-0.8994706,0.98783594,1.0199132,0.895,0.44367817,0.5390782,0.64666665,0.517,0.427
Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.46363202,0.25244215,0.480463,-0.2893317,0.37550023,0.25731754,0.86216855,0.7163852,1.6092236,-0.85921204,0.9366402,0.9110971,0.758,0.87170476,0.014198783,0.6764168,0.657,0.6295181
Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,0.5053336,0.25118712,0.22228596,-0.4389679,0.30166513,0.20420906,0.97207165,0.7997864,0.7983259,-1.456324,0.78598195,0.77907294,0.575,0.77678573,0.80603015,0.047540985,0.96,0.8778779
Influenza A Homo sapiens hsa05164,0.5258964,-0.2985131,0.24654807,-0.34060615,0.32387397,0.24299617,1.0147582,-1.0563031,0.94117796,-1.2480594,0.8751276,0.9849166,0.455,0.30787036,0.6346346,0.11735537,0.904,0.531
Inositol phosphate metabolism Homo sapiens hsa00562,0.6088984,-0.33190838,0.25278312,-0.39768833,0.4789831,0.3978873,1.1517011,-1.036416,0.88054657,-1.223157,1.2116106,1.4562325,0.194,0.3934066,0.67738694,0.18884893,0.08608609,0.027054109
Insulin resistance Homo sapiens hsa04931,0.50301236,0.14582127,0.14286299,-0.18911967,0.3460978,0.24167557,0.97006047,0.49528894,0.5329123,-0.6762153,0.9283673,0.9635632,0.601,1.0,0.99,0.9650582,0.733,0.577
Insulin secretion Homo sapiens hsa04911,0.5088517,0.16851684,0.25400296,-0.21102646,0.40283474,0.33657527,0.9677403,0.5179895,0.91054595,-0.68737185,1.0394654,1.2666401,0.586,0.9891501,0.6455823,0.9168026,0.365,0.1011011
Insulin signaling pathway Homo sapiens hsa04910,0.5133048,-0.3437807,0.14259875,-0.31980866,0.3551278,0.21700726,0.98807335,-1.2181977,0.5360253,-1.1770844,0.96320844,0.87938076,0.551,0.14492753,0.994,0.19491525,0.641,0.784
Intestinal immune network for IgA production Homo sapiens hsa04672,0.62104756,-0.37775728,0.37887642,-0.42568025,0.39273822,0.2944237,1.1652657,-1.0559648,1.1883947,-1.1793522,0.95253974,0.9921332,0.24224225,0.359375,0.246875,0.23885918,0.6006006,0.46843177
Jak-STAT signaling pathway Homo sapiens hsa04630,0.5292879,-0.2503758,0.25065023,-0.20291986,0.3089737,0.2299823,1.0195391,-0.8812769,0.9537481,-0.7274142,0.82958114,0.92331374,0.456,0.66270787,0.588,0.9136,0.957,0.685
Legionellosis Homo sapiens hsa05134,0.542393,-0.410857,0.2841121,-0.41122234,0.37650648,0.252152,1.016652,-1.189656,0.9496008,-1.2349222,0.9378321,0.89457715,0.4874875,0.22869955,0.58739835,0.16438356,0.6476476,0.65489405
Leishmaniasis Homo sapiens hsa05140,0.50284165,-0.23895834,0.32152966,-0.38304982,0.37681165,0.28129175,0.9590975,-0.74284536,1.1094133,-1.2066994,0.96777487,1.0477734,0.586,0.8436019,0.32962587,0.20504202,0.601,0.3773774
Leukocyte transendothelial migration Homo sapiens hsa04670,0.50235164,0.31235015,0.34781137,-0.27049434,0.40578583,0.29085672,0.9666748,1.0552318,1.3093882,-0.96449363,1.0836859,1.1652335,0.597,0.32993197,0.069,0.5177994,0.228,0.149
Linoleic acid metabolism Homo sapiens hsa00591,0.3449931,0.4877929,0.31082913,0.34335625,0.27938586,0.24381958,0.59612536,1.0430628,0.78840065,0.8006486,0.58649886,0.63502043,0.9367631,0.41716567,0.76013905,0.6703297,0.98964804,0.9414466
Long-term depression Homo sapiens hsa04730,0.5336399,-0.3264778,0.15110216,-0.36737746,0.40498376,0.26479378,1.006688,-0.99170715,0.5253013,-1.1351099,1.0239373,0.9669075,0.489,0.42505592,0.9616935,0.28301886,0.435,0.5385385
Long-term potentiation Homo sapiens hsa04720,0.5125877,0.24845764,0.14285336,-0.4219818,0.3663207,0.21545365,0.9742885,0.74351937,0.49152824,-1.3017267,0.9387758,0.79440653,0.546,0.8274021,0.9798387,0.13274336,0.653,0.8306613
Longevity regulating pathway - mammal Homo sapiens hsa04211,0.6320146,0.1909501,0.20484357,0.20769234,0.33073062,0.2731813,1.2040647,0.6413693,0.75912946,0.76443386,0.8786618,1.0672561,0.069,0.97409326,0.8688689,0.92195123,0.869,0.33433434
Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.6416488,-0.22863758,0.26749626,0.17589371,0.3490666,0.2855668,1.2178807,-0.7042539,0.9441277,0.6060922,0.8978714,1.0619979,0.085,0.8842795,0.5969849,0.97596157,0.775,0.3466934
Lysine degradation Homo sapiens hsa00310,0.42040262,0.47548914,0.29094976,0.40953422,0.33880305,0.19292301,0.7833439,1.3510165,0.97951895,1.2848241,0.84755707,0.67213655,0.862,0.11586453,0.5249745,0.13475177,0.815,0.94578314
Lysosome Homo sapiens hsa04142,0.5350116,-0.20458189,0.19247082,-0.21907645,0.39672035,0.26516736,1.0388267,-0.73511016,0.7261411,-0.80895776,1.076186,1.0824773,0.375,0.8952381,0.937,0.844584,0.22,0.272
MAPK signaling pathway Homo sapiens hsa04010,0.46572125,0.18750128,0.271613,-0.16178402,0.34916496,0.2448831,0.9113329,0.7058671,1.0758916,-0.6508733,0.97404706,1.0524355,0.836,0.97678274,0.292,0.9984472,0.632,0.32
Malaria Homo sapiens hsa05144,0.6912486,-0.3358469,0.43166754,-0.35532424,0.38778988,0.24455793,1.2714142,-0.89377517,1.3174784,-0.96877706,0.9174318,0.7865307,0.124117054,0.6086956,0.1341719,0.50749063,0.6673387,0.80641824
Maturity onset diabetes of the young Homo sapiens hsa04950,0.8653293,-0.806965,0.47824198,-0.68858516,0.4255223,0.3166566,1.543039,-1.9322058,1.3287127,-1.6581006,0.9461729,0.9458959,0.010183299,0.0022222223,0.12942478,0.012477718,0.57520324,0.5270414
Measles Homo sapiens hsa05162,0.5767919,0.20269226,0.26915383,0.20377508,0.3098896,0.23323512,1.1117948,0.6773489,1.0041616,0.75411785,0.8304699,0.93020827,0.206,0.9508197,0.4804805,0.90816325,0.946,0.645
Melanogenesis Homo sapiens hsa04916,0.50861585,0.31632426,0.2950482,-0.30477268,0.3643024,0.25695732,0.97287595,1.0330594,1.0964662,-1.0549741,0.96161187,1.0049119,0.576,0.3778559,0.322,0.36731392,0.616,0.457
Melanoma Homo sapiens hsa05218,0.6263962,0.24173807,0.23704623,0.22316189,0.32730955,0.24175136,1.1926218,0.74997306,0.8437015,0.75803757,0.8375908,0.89738846,0.118118115,0.8288288,0.7414487,0.85714287,0.884,0.6763527
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.59746313,-0.30119896,0.2762761,0.27077746,0.4764938,0.32445684,1.1105517,-0.84288985,0.91738117,0.8069785,1.1752458,1.1194804,0.319,0.6522782,0.6057792,0.75529414,0.16016015,0.28353658
MicroRNAs in cancer Homo sapiens hsa05206,0.48840487,0.27497467,0.23122405,0.27569145,0.35605836,0.1953558,0.9496693,0.99358803,0.9026723,1.125725,0.97318953,0.8142427,0.674,0.44039735,0.704,0.21776505,0.615,0.939
Mineral absorption Homo sapiens hsa04978,0.49470928,-0.307931,0.17093773,-0.3203078,0.36179107,0.24790776,0.92392695,-0.8926354,0.5616031,-0.92774564,0.8868329,0.8566339,0.66032064,0.586758,0.9488229,0.54039496,0.7657658,0.72379035
Mismatch repair Homo sapiens hsa03430,0.43641663,0.59098476,-0.1757075,0.58866835,0.44628894,0.3051654,0.79800606,1.4799687,-0.7910275,1.6060293,1.0330865,0.95631987,0.8038618,0.06398538,0.75,0.020594966,0.4356137,0.521511
Morphine addiction Homo sapiens hsa05032,0.3994331,0.2498938,0.3054116,-0.18425468,0.35570368,0.25983402,0.7634594,0.8135906,1.1118406,-0.6308736,0.93533653,1.0195596,0.942,0.75352114,0.3043043,0.9778157,0.711,0.442
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,0.35354194,0.48638397,0.31520954,0.3951818,0.47019547,0.31369895,0.6478081,1.194057,0.93607116,1.0693456,1.0818214,0.98662406,0.9108409,0.260788,0.5795091,0.37061402,0.32998997,0.47929606
N-Glycan biosynthesis Homo sapiens hsa00510,0.38250408,0.416072,0.4006656,0.2966906,0.3273195,0.24250323,0.71926683,1.214297,1.3758857,0.9774085,0.82860297,0.8904211,0.946,0.19055945,0.06136821,0.46766168,0.8888889,0.68505514
NF-kappa B signaling pathway Homo sapiens hsa04064,0.5708367,-0.2048739,0.19306076,-0.25774512,0.30622596,0.25034347,1.0843859,-0.688817,0.70284724,-0.8652618,0.8105714,0.98133004,0.278,0.9549763,0.901,0.6920415,0.951,0.536
NOD-like receptor signaling pathway Homo sapiens hsa04621,0.53116894,-0.28638935,0.29580358,-0.27208558,0.3529489,0.24662769,0.9794605,-0.82696897,0.9865041,-0.8050662,0.8774799,0.868331,0.5655656,0.6706444,0.51269037,0.73239434,0.763,0.6902119
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.49345016,-0.21887113,0.16316499,0.25463483,0.35207626,0.22500403,0.93953204,-0.7010543,0.5863238,0.8770022,0.91482186,0.85555655,0.652,0.8946188,0.95883536,0.67346936,0.738,0.7642929
Neuroactive ligand-receptor interaction Homo sapiens hsa04080,0.4730004,0.2649314,0.33870208,-0.21299689,0.39816067,0.23740125,0.9191779,0.94182503,1.2906303,-0.79413784,1.0771867,0.9753486,0.744,0.54044753,0.047,0.862013,0.192,0.544
Neurotrophin signaling pathway Homo sapiens hsa04722,0.5031392,-0.31186494,0.15741168,-0.32259083,0.34917948,0.22386318,0.9741064,-1.1004969,0.6003668,-1.1900713,0.94749016,0.9140333,0.597,0.27093595,0.978,0.17405583,0.685,0.714
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.3503233,-0.4132533,0.2973562,-0.37140858,0.43339583,0.292486,0.63610953,-1.0874151,0.9072477,-0.97655153,1.0115386,0.9343833,0.9515641,0.3114035,0.58985204,0.486535,0.45345345,0.5861713
Nicotine addiction Homo sapiens hsa05033,0.36130577,0.3037658,0.2898633,0.33853376,0.41822037,0.3223976,0.6703922,0.8186944,0.91725105,0.9893544,1.0047492,1.0776473,0.93486977,0.69135803,0.6111111,0.45833334,0.46446446,0.35107473
Nitrogen metabolism Homo sapiens hsa00910,0.33986098,-0.59571767,0.49688518,-0.26921958,0.5627365,0.46069497,0.60388654,-1.4183612,1.3870103,-0.6582824,1.2660272,1.359063,0.9393628,0.10460251,0.08781559,0.8730159,0.10243408,0.08714134
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932,0.5523158,0.21458736,0.184452,-0.19576932,0.34366187,0.23316295,1.0719156,0.7815557,0.7143697,-0.7516999,0.9397725,0.9701756,0.263,0.8714044,0.944,0.9291465,0.749,0.563
Non-small cell lung cancer Homo sapiens hsa05223,0.65057594,-0.30154046,0.19922785,-0.34441873,0.27922246,0.19021197,1.2372571,-0.9459932,0.7012218,-1.092435,0.7135798,0.7024256,0.067,0.5185185,0.8584337,0.33856893,0.990991,0.9508032
Notch signaling pathway Homo sapiens hsa04330,0.53345144,0.59945935,0.3133076,0.50715864,0.45601034,0.28096822,1.0068612,1.733127,1.0680928,1.6348474,1.1561954,1.0213703,0.517,0.013961606,0.3863179,0.011520738,0.147,0.43158954
Nucleotide excision repair Homo sapiens hsa03420,0.48188493,0.4162505,0.16701409,0.34873393,0.34292233,0.24544796,0.90280694,1.2402974,0.56859493,1.1071804,0.8614525,0.88308185,0.715,0.1903052,0.9525732,0.28538284,0.808,0.67269075
Olfactory transduction Homo sapiens hsa04740,0.3192139,-0.3521275,0.38853604,-0.61300665,0.45138982,0.4029991,0.6046108,-1.0482523,1.3277702,-1.8875875,1.1353886,1.4559216,0.976,0.36241612,0.11301716,0.0,0.18,0.024266936
One carbon pool by folate Homo sapiens hsa00670,0.5895043,-0.34376425,0.25286067,0.3652402,0.5435566,0.4001061,1.0352782,-0.79959,0.6982355,0.9103347,1.1916147,1.147456,0.4611399,0.69213486,0.8429662,0.56979406,0.18135765,0.25591397
Oocyte meiosis Homo sapiens hsa04114,0.52885777,0.27429876,0.24716702,-0.34893116,0.40641397,0.27379277,1.0264202,0.92957836,0.9344458,-1.2402265,1.0915569,1.1090833,0.426,0.5673759,0.643,0.14123377,0.186,0.231
Osteoclast differentiation Homo sapiens hsa04380,0.48196107,-0.22240458,0.1836929,-0.29880777,0.3062471,0.2544426,0.92510426,-0.77859306,0.6846135,-1.0647006,0.8240552,1.0246624,0.708,0.86633664,0.934,0.35075885,0.964,0.416
Other glycan degradation Homo sapiens hsa00511,0.69624424,-0.38217458,0.51224273,0.35580948,0.3743721,0.2283114,1.1625886,-0.7715839,1.1732148,0.7508958,0.7306743,0.54905087,0.28824833,0.7439825,0.27736318,0.7782516,0.88621444,0.9845789
Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.58118194,0.36022487,0.29028234,0.31350994,0.39747596,0.21083692,1.0733907,0.99070895,0.92463595,0.9295129,0.96080834,0.7187463,0.3757515,0.44741532,0.6126033,0.57857144,0.577,0.90413725
Ovarian steroidogenesis Homo sapiens hsa04913,0.48577985,0.2041792,0.3162381,-0.4053179,0.44192034,0.27078226,0.9098667,0.58198684,1.0378762,-1.1898649,1.0905654,0.9509957,0.6733467,0.96779966,0.44467425,0.24373956,0.292,0.5460993
Oxidative phosphorylation Homo sapiens hsa00190,0.5680964,0.30023327,0.31734663,0.25625765,0.36630952,0.2665599,1.096622,1.0208579,1.1920754,0.9970549,0.9773177,1.0698894,0.245,0.40069687,0.169,0.45753425,0.572,0.317
Oxytocin signaling pathway Homo sapiens hsa04921,0.46511886,-0.18325505,0.23985948,-0.27790076,0.32428768,0.2581478,0.9064087,-0.6703385,0.9270036,-1.0548441,0.8867187,1.0612372,0.792,0.97393364,0.652,0.36565977,0.887,0.332
PI3K-Akt signaling pathway Homo sapiens hsa04151,0.4923042,0.17842087,0.20936596,0.18908994,0.3645422,0.24235156,0.9691926,0.69725484,0.8487686,0.8524097,1.023474,1.0574397,0.647,0.99172187,0.863,0.8825397,0.343,0.289
PPAR signaling pathway Homo sapiens hsa03320,0.4902382,-0.5219692,0.29275328,-0.45648277,0.5176266,0.36855203,0.9251474,-1.5577152,1.0028725,-1.3694558,1.3002472,1.3360785,0.6636637,0.040268455,0.4893617,0.07039711,0.02,0.064386316
Pancreatic cancer Homo sapiens hsa05212,0.590526,-0.23547986,0.20452327,-0.27308986,0.31789073,0.22912472,1.1215168,-0.77179736,0.73690116,-0.9106045,0.8273086,0.8695415,0.217,0.85131896,0.86058176,0.6157895,0.915,0.74
Pancreatic secretion Homo sapiens hsa04972,0.48335242,-0.27839985,0.31506276,-0.36947587,0.3992043,0.28247207,0.91413903,-0.88857687,1.1313022,-1.2138078,1.0297035,1.0659914,0.698,0.60770977,0.2871486,0.18485916,0.387,0.347
Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.7131712,0.49675378,0.22581984,0.3665794,0.4581612,0.38007945,1.256281,1.1291382,0.628807,0.8595004,0.98740405,1.0698578,0.17585848,0.32397005,0.92350334,0.642562,0.522541,0.36021507
Parkinson's disease Homo sapiens hsa05012,0.6084493,0.28498214,0.2675554,0.21134825,0.33392614,0.24347636,1.1699308,0.96255374,1.0076283,0.80840045,0.89004636,0.9779312,0.088,0.52389383,0.465,0.85026735,0.846,0.517
Pathogenic Escherichia coli infection Homo sapiens hsa05130,0.5554556,-0.16873038,0.2780943,-0.28289655,0.37362003,0.27737847,1.05143,-0.53679836,0.9887361,-0.9106,0.9655405,1.043371,0.39,0.9882353,0.5231388,0.6165541,0.588,0.37185928
Pathways in cancer Homo sapiens hsa05200,0.49106437,-0.20136878,0.24154437,-0.24314643,0.3378285,0.21241781,0.96692026,-0.82634693,0.98730856,-1.0370369,0.95372456,0.93778443,0.667,0.86849314,0.546,0.37142858,0.778,0.737
Pentose and glucuronate interconversions Homo sapiens hsa00040,0.38678437,0.41327113,0.31862503,0.45702538,0.42193225,0.22932948,0.69173884,0.9873162,0.91013426,1.1627625,0.9660134,0.69065535,0.8922764,0.47528517,0.59323883,0.2735426,0.5488419,0.90115666
Pentose phosphate pathway Homo sapiens hsa00030,0.49966803,0.58671075,0.44866356,0.39693314,0.37501532,0.26894045,0.91820383,1.4818063,1.3687038,1.1133963,0.8837508,0.8675424,0.62058526,0.067028984,0.099894844,0.3201856,0.72910374,0.6853582
Peroxisome Homo sapiens hsa04146,0.6090948,0.26466084,0.21406968,-0.33451787,0.36208922,0.24857235,1.1708087,0.8625662,0.7900762,-1.1813972,0.9575096,0.98443484,0.129,0.6970228,0.841,0.19224556,0.639,0.506
Pertussis Homo sapiens hsa05133,0.4633551,0.31216428,0.20065843,-0.3440757,0.39057553,0.31878635,0.87764806,0.9284007,0.7037723,-1.0750962,0.9962129,1.174536,0.766,0.5346021,0.86606246,0.33663365,0.501,0.18455367
Phagosome Homo sapiens hsa04145,0.38191494,-0.23540162,0.2686338,-0.24474579,0.40375337,0.30675957,0.74069726,-0.83766806,1.0130801,-0.89202964,1.088502,1.2465869,0.981,0.74364895,0.475,0.659375,0.194,0.061
Phosphatidylinositol signaling system Homo sapiens hsa04070,0.5304179,-0.28927624,0.24740055,-0.42619556,0.40253994,0.33601585,1.0180633,-0.97141373,0.9048314,-1.455408,1.0554763,1.3082982,0.466,0.4753363,0.6469408,0.028099174,0.314,0.045
Phospholipase D signaling pathway Homo sapiens hsa04072,0.5970679,-0.19795482,0.19927272,-0.26288235,0.34301832,0.23495655,1.1612731,-0.70771754,0.761227,-0.95755345,0.9278907,0.95439035,0.087,0.9263658,0.892,0.5339806,0.769,0.605
Phototransduction Homo sapiens hsa04744,0.5819363,0.44802886,0.7384804,-0.44982985,0.45351392,0.33132255,1.0513701,1.0755688,2.0958896,-1.0924498,1.0136888,0.99650425,0.41971543,0.38900203,0.0,0.38310412,0.46754563,0.46631578
Platelet activation Homo sapiens hsa04611,0.5508327,0.15460572,0.16118783,-0.2879223,0.40865588,0.2721813,1.0628124,0.5220307,0.60692245,-1.020602,1.0924386,1.0772488,0.32,1.0,0.969,0.41086587,0.188,0.292
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.38137415,-0.29354197,-0.32360923,0.29660997,0.37938082,-0.19974802,0.6953184,-0.76507527,-1.4758197,0.78574026,0.88537,-0.82034695,0.90752035,0.79591835,0.056603774,0.7572017,0.73514605,0.8108108
Primary bile acid biosynthesis Homo sapiens hsa00120,0.64017874,-0.2244819,0.4135037,-0.3123455,0.34355345,0.2945942,1.1075295,-0.484122,1.0571144,-0.6646764,0.7253296,0.7878269,0.35600424,0.97336066,0.4,0.8636364,0.9033613,0.7613636
Primary immunodeficiency Homo sapiens hsa05340,0.7772209,-0.49437037,0.3729772,0.4284582,0.42291752,0.298631,1.4157666,-1.2272874,1.1099029,1.119347,0.98757774,0.92513204,0.02929293,0.21923937,0.34318903,0.3135965,0.5166163,0.5954357
Prion diseases Homo sapiens hsa05020,0.71154785,-0.35258883,0.28223145,-0.3887994,0.39490262,0.24474718,1.329888,-0.92356896,0.8796314,-1.0193388,0.935144,0.79630405,0.07429719,0.5531915,0.6440501,0.45376712,0.6287726,0.787037
Progesterone-mediated oocyte maturation Homo sapiens hsa04914,0.6113767,-0.27796945,0.18411146,-0.32275644,0.35366455,0.23393461,1.1705447,-0.90060544,0.6737112,-1.0922235,0.9282056,0.9096364,0.129,0.5886525,0.9198397,0.30819672,0.727,0.6946947
Prolactin signaling pathway Homo sapiens hsa04917,0.5489893,-0.17369685,0.19467518,-0.3010935,0.40699455,0.2550132,1.044815,-0.5687094,0.7018144,-1.0094988,1.0615656,0.9803932,0.394,0.98227847,0.91374123,0.44540727,0.314,0.519
Propanoate metabolism Homo sapiens hsa00640,0.6621003,0.30442512,0.39143288,0.28630018,0.37875485,0.27236637,1.2283785,0.84334385,1.2917917,0.8834729,0.9334851,0.9435384,0.13426854,0.6685606,0.15564598,0.6394231,0.6466466,0.579798
Prostate cancer Homo sapiens hsa05215,0.5246934,-0.28251782,0.17911656,-0.24626324,0.3274265,0.22234485,1.0008813,-0.9518526,0.66528225,-0.8407668,0.8607472,0.86630535,0.504,0.49403343,0.947,0.7456446,0.895,0.763
Proteasome Homo sapiens hsa03050,0.6565687,0.33312318,0.20856127,-0.45652565,0.3093608,0.2324738,1.2390473,0.97299314,0.71156335,-1.3888259,0.7768048,0.84182024,0.102,0.5,0.8733536,0.08561644,0.93,0.74899596
Protein digestion and absorption Homo sapiens hsa04974,0.38736627,-0.3204173,0.3187489,-0.2706674,0.42625245,0.24860722,0.7399432,-1.0339816,1.136628,-0.8816571,1.1067046,0.9487653,0.947,0.37002343,0.2765531,0.67066896,0.197,0.595
