,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
227,Serotonergic synapse Homo sapiens hsa04726,-0.35762042,-1.2048718,0.19532554,0.891986625889937,53,0.33962265,0.20476098,GNAI1;CASP3;TRPC1;GNG3;KCNJ9;MAPK1;PLCB4;PLA2G4C;CYP2J2;GNG2;GNB3;HTR4;ITPR3;ALOX12;HTR1F;MAP2K1;BRAF;GABRB1
220,Rheumatoid arthritis Homo sapiens hsa05323,-0.36747852,-1.2168745,0.18666667,0.891986625889937,47,0.14893617,0.083317205,HLA-DMB;CD80;IL11;HLA-DMA;VEGFA;TNFSF11;CCL5
128,Legionellosis Homo sapiens hsa05134,-0.41122234,-1.2349222,0.16438356,0.891986625889937,29,0.20689656,0.09163925,CASP3;SAR1B;BNIP3;NLRC4;SEC22B;CASP9
125,Insulin signaling pathway Homo sapiens hsa04910,-0.31980866,-1.1770844,0.19491525,0.891986625889937,83,0.31325302,0.2016644,PRKAG1;MAPK8;PRKAR2A;MAPK1;PRKAA1;SOS2;PPP1CA;FLOT1;PIK3R5;PRKCI;PHKB;PYGM;MAP2K1;CALM1;BRAF;SH2B2;PPP1R3F;FLOT2;PRKAR1A;PRKAB2;PPP1CC;BAD;AKT2;CRK;SOCS3;SHC3
73,Epstein-Barr virus infection Homo sapiens hsa05169,-0.29584008,-1.1711305,0.18025078,0.891986625889937,125,0.44,0.29620668,SNW1;RELB;EIF2AK4;POLR3K;MAPK8;EIF2AK3;PSMC5;TRAF3;CDK1;PLCG2;MAPK9;POLR2E;PSMD11;JUN;STAT3;POLR3C;YWHAZ;HSPA1L;PSMD2;HSPB1;PIK3R5;NCOR2;GTF2E2;PSMC6;PSMD7;CD40;POLR3F;IL10;NFKBIE;PLCG1;RIPK1;CD44;EIF2AK1;RB1;PSMD8;CSNK2B;NFKBIA;HSPA2;POLR2C;POLR3D;NEDD4;TRADD;POLR2I;USP7;PSMD6;LYN;HSPB2;AKT2;POLR1C;JAK1;MAP2K3;SKP2;YWHAG;TAB2;GTF2E1
11,Aldosterone synthesis and secretion Homo sapiens hsa04925,-0.3811589,-1.2368739,0.1569966,0.891986625889937,45,0.15555556,0.07344688,CREB1;ATF1;ITPR3;ADCY1;PRKD3;CALM1;CYP11A1
239,Systemic lupus erythematosus Homo sapiens hsa05322,-0.46338555,-1.2905152,0.16433567,0.891986625889937,22,0.22727273,0.08951035,HLA-DMB;CD80;HLA-DMA;CD40;TRIM21
122,Inositol phosphate metabolism Homo sapiens hsa00562,-0.39768833,-1.223157,0.18884893,0.891986625889937,37,0.1891892,0.12550803,PIP5K1C;SYNJ1;PLCB4;IPMK;PLCG1;IMPA2;IPPK
182,Peroxisome Homo sapiens hsa04146,-0.33451787,-1.1813972,0.19224556,0.891986625889937,62,0.20967741,0.1340236,PEX2;MPV17L2;EPHX2;SLC27A2;PEX3;NUDT12;MPV17;HSD17B4;ABCD1;PEX19;PRDX5;CRAT;PEX7
28,Axon guidance Homo sapiens hsa04360,0.285589,1.1513953,0.18434343,0.891986625889937,92,0.2826087,0.19585833,PLXNB1;UNC5C;EFNA5;NRAS;SEMA6D;ABL1;SEMA5A;ABLIM2;SEMA6B;PLXNA3;SLIT1;EFNA1;CDK5;NTN1;RAC1;LIMK2;DCC;SEMA4C;PAK4;SLIT2;NFATC3;PAK1;MET;NTNG1;ABLIM1;EPHA1
245,Thyroid cancer Homo sapiens hsa05216,-0.47857386,-1.2591397,0.19257951,0.891986625889937,19,0.42105263,0.17011806,NCOA4;RET;MAPK1;CTNNB1;RXRG;LEF1;MAP2K1;BRAF
249,Toll-like receptor signaling pathway Homo sapiens hsa04620,-0.36292902,-1.2231047,0.16721854,0.891986625889937,53,0.4528302,0.2937875,MYD88;SPP1;IFNAR1;MAPK8;TRAF3;CD80;MAP3K8;TIRAP;MAPK9;MAPK1;JUN;TLR4;PIK3R5;CXCL10;CD40;STAT1;RIPK1;MAP2K1;TOLLIP;NFKBIA;AKT2;MAP2K3;CCL5;TAB2
155,Neurotrophin signaling pathway Homo sapiens hsa04722,-0.32259083,-1.1900713,0.17405583,0.891986625889937,85,0.30588236,0.2134701,MAP3K5;MAPK8;MAPK1;NTF3;SOS2;NGF;PIK3R5;TP73;MAPK7;NFKBIE;PLCG1;ARHGDIG;RAP1A;PRDM4;MAP2K1;MAP2K5;CALM1;BRAF;ZNF274;NFKBIA;SH2B2;MAP3K3;BAD;AKT2;CRK;SHC3
175,Pancreatic secretion Homo sapiens hsa04972,-0.36947587,-1.2138078,0.18485916,0.891986625889937,43,0.23255815,0.1431198,RAB11A;TRPC1;CPA2;CTRB1;PLCB4;CA2;ITPR3;ADCY1;RAP1A;RAB8A
250,Toxoplasmosis Homo sapiens hsa05145,-0.33224526,-1.1809628,0.2084063,0.9064020003591264,74,0.2972973,0.22895297,MYD88;GNAI1;CASP3;MAPK8;LAMC3;HLA-DMB;MAPK1;LDLR;TGFB1;PIK3R5;HLA-DMA;CD40;IL10;STAT1;LAMA2;BIRC2;NFKBIA;HSPA2;CASP9;BAD;AKT2;JAK1
223,SNARE interactions in vesicular transport Homo sapiens hsa04130,-0.41929674,-1.217682,0.20779221,0.9064020003591264,24,0.16666667,0.06464099,USE1;VAMP1;STX16;SEC22B
129,Leishmaniasis Homo sapiens hsa05140,-0.38304982,-1.2066994,0.20504202,0.9064020003591264,37,0.4864865,0.3188504,MYD88;NFKBIB;PRKCB;ITGA4;HLA-DMB;MAPK1;JUN;TLR4;TGFB1;PTPN6;HLA-DMA;IL10;STAT1;NFKBIA;IL4;JAK1;NCF2;TAB2
241,TGF-beta signaling pathway Homo sapiens hsa04350,0.33143306,1.1704175,0.2139535,0.9140310743541428,45,0.08888889,0.039287787,MYC;RBX1;INHBB;BMPR1B
85,FoxO signaling pathway Homo sapiens hsa04068,-0.31803942,-1.167822,0.22016807,0.9140310743541428,83,0.26506025,0.1956648,PRKAG1;MAPK8;FOXO6;MAPK1;PRKAA1;SOS2;SGK1;PIK3R5;BNIP3;IL10;GABARAPL1;MAP2K1;BRAF;GRM1;IGF1;PRKAB2;HOMER1;FBXO25;USP7;BCL2L11;AKT2;SKP2
145,MicroRNAs in cancer Homo sapiens hsa05206,0.27569145,1.125725,0.21776505,0.9140310743541428,107,0.27102804,0.18037546,MYC;GLS;CCNE1;CDKN1A;IRS2;RPTOR;NRAS;DNMT3B;ABL1;BMF;KIF23;CCNE2;CDCA5;NOTCH2;DDIT4;CDK6;PAK4;VIM;SOX4;WNT3A;MET;FGFR3;STMN1;SIRT1;MMP9;ABCC1;PIM1;E2F3;CCND2
49,Choline metabolism in cancer Homo sapiens hsa05231,-0.32756543,-1.1495465,0.23960066,0.9457884989154172,63,0.3809524,0.2732727,SLC44A1;SLC5A7;PIP5K1C;DGKA;PRKCB;MAPK8;MAPK9;PCYT1B;MAPK1;CHPT1;SOS2;PLA2G4C;HIF1A;WASL;PIK3R5;DGKI;DGKB;PLCG1;MAP2K1;PDGFB;SLC44A3;RPS6KB1;AKT2;KRAS
16,Aminoacyl-tRNA biosynthesis Homo sapiens hsa00970,0.43812418,1.1837856,0.24507658,0.9457884989154172,15,0.33333334,0.12870137,LARS2;FARSB;AARS2;RARS2;HARS2
238,Synaptic vesicle cycle Homo sapiens hsa04721,0.33209777,1.1288086,0.24303797,0.9457884989154172,43,0.30232558,0.24201664,ATP6V1G1;SLC18A2;NSF;AP2M1;AP2A1;DNM3;ATP6V1H;CLTA;ATP6V1G2;ATP6V1C1;CLTC;VAMP2;ATP6V0E1
126,Intestinal immune network for IgA production Homo sapiens hsa04672,-0.42568025,-1.1793522,0.23885918,0.9457884989154172,21,0.1904762,0.083317205,HLA-DMB;CD80;HLA-DMA;CD40
169,Ovarian steroidogenesis Homo sapiens hsa04913,-0.4053179,-1.1898649,0.24373956,0.9457884989154172,25,0.32,0.20476098,HSD3B2;PLA2G4C;CYP2J2;LDLR;CYP1B1;ADCY1;IGF1;CYP11A1
21,Apoptosis Homo sapiens hsa04210,-0.29645404,-1.1104054,0.2612903,0.9774362169206142,92,0.4021739,0.2937875,MAP3K5;CASP3;TUBA1A;SPTA1;CAPN1;MAPK8;EIF2AK3;BBC3;CTSZ;MAPK9;ACTG1;MAPK1;JUN;CTSH;BAK1;CTSB;NGF;DFFB;ERN1;FAS;PIK3R5;PARP1;ITPR3;BID;RIPK1;ENDOG;MAP2K1;BIRC2;NFKBIA;CASP6;TRADD;CASP9;BAD;BCL2L11;AKT2;CASP12;KRAS
65,Dorso-ventral axis formation Homo sapiens hsa04320,0.42915162,1.1557312,0.2792363,0.9774362169206142,17,0.3529412,0.12192762,CPEB4;PIWIL4;CPEB2;ETV6;FMN2;SPIRE1
60,Cytokine-cytokine receptor interaction Homo sapiens hsa04060,-0.29531565,-1.1025716,0.28391168,0.9774362169206142,99,0.13131313,0.09696148,TNFSF9;INHBA;CSF3R;IL11;CXCL10;CCL27;CD40;FLT4;VEGFA;KIT;TNFSF11;CXCR2;CCL5
84,Focal adhesion Homo sapiens hsa04510,-0.27440864,-1.0944643,0.27134147,0.9774362169206142,139,0.23021583,0.17011806,COL9A1;PIP5K1C;COL4A2;MAPK8;ERBB2;LAMC3;ACTG1;COL6A5;MAPK1;PPP1CA;CTNNB1;PIK3R5;RASGRF1;ARHGAP5;FLT4;LAMA2;COL6A6;RAP1A;COMP;ITGB5;MAP2K1;BRAF;BIRC2;THBS1;VEGFA;IGF1;PPP1CC;ROCK2;BAD;PTK2;AKT2;SHC3
67,Drug metabolism - other enzymes Homo sapiens hsa00983,0.4325946,1.1661971,0.25979382,0.9774362169206142,16,0.375,0.16595703,UCK2;GUSB;IMPDH1;UPP2;UCK1;TPMT
162,Nucleotide excision repair Homo sapiens hsa03420,0.34873393,1.1071804,0.28538284,0.9774362169206142,31,0.19354838,0.12783046,XPA;RFC4;CUL4A;RBX1;RPA1;GTF2H3
112,Hepatitis C Homo sapiens hsa05160,-0.31059086,-1.1199831,0.2644628,0.9774362169206142,70,0.3,0.19992259,PPP2R2A;EIF2AK4;OCLN;MAPK8;CLDN3;EIF2AK3;TRAF3;EIF3E;MAPK1;SOS2;LDLR;PIK3R5;STAT1;RIPK1;EIF2AK1;BRAF;NFKBIA;PPP2R2B;BAD;AKT2;SOCS3
180,Pentose and glucuronate interconversions Homo sapiens hsa00040,0.45702538,1.1627625,0.2735426,0.9774362169206142,13,0.3846154,0.18385911,SORD;AKR1A1;GUSB;ALDH2;UGDH
